ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publication date;Languages;Related concepts;Themes;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages;Potential List;Internal ID;
"CEPAL:11362/2363";"La herencia de tierras y la necesidad del rejuvenecimiento del campo";"En: Mercados de tierras agrícolas en América Latina y el Caribe: una realidad incompleta - LC/G.2202-P - 2003 - p. 127-162";"Proyecto Opciones de Políticas para el Fomento del Desarrollo de Mercados de Tierras Agrícolas, con el Fin de Facilitar la Transferencia de Tierras a Pequeños Agricultores";"Dirven, Martine";"Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH;Economic Commission for Latin America and the Caribbean;Government of Germany";"";"Economic Commission for Latin America and the Caribbean";"2003-07-31";"es";"land tenure;rural population";"Indigenous & Community Land Rights;Land Stakeholders & Institutions";"419";"Journal Articles & Books;Reports & Research";"http://hdl.handle.net/11362/2363";"http://repositorio.cepal.org/bitstream/11362/2363/1/S0303136_es.pdf";"http://repositorio.cepal.org/bitstream/11362/2363/5/S0303136_es.pdf.jpg";"";"";"";"ENVEJECIMIENTO DE LA POBLACION;HERENCIA;INGRESOS POR JUBILACION;PENSIONES;POBLACION RURAL;TENENCIA DE LA TIERRA;TIERRAS AGRICOLAS;AGRICULTURAL LAND;DEMOGRAPHIC AGEING;HEREDITY;LAND TENURE;PENSIONS;RETIREMENT INCOME;RURAL POPULATION";""
"CEPAL:11362/2365";"El acceso de los indígenas a la tierra en los ordenamientos jurídicos de América Latina";"En: Mercados de tierras agrícolas en América Latina y el Caribe: una realidad incompleta - LC/G.2202-P - 2003 - p. 163-207";"Proyecto Opciones de Políticas para el Fomento del Desarrollo de Mercados de Tierras Agrícolas, con el Fin de Facilitar la Transferencia de Tierras a Pequeños Agricultores";"Aylwin, José";"Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH;Economic Commission for Latin America and the Caribbean;Government of Germany";"";"Economic Commission for Latin America and the Caribbean";"2003-07-31";"es";"indigenous peoples;land tenure";"Indigenous & Community Land Rights";"419";"Journal Articles & Books;Reports & Research";"http://hdl.handle.net/11362/2365";"http://repositorio.cepal.org/bitstream/11362/2365/1/S0303136_es.pdf";"http://repositorio.cepal.org/bitstream/11362/2365/5/S0303136_es.pdf.jpg";"";"";"";"ESTUDIOS DE CASOS;HISTORIA;LEYES Y REGLAMENTOS;PUEBLOS INDIGENAS;TENENCIA DE LA TIERRA;CASE STUDIES;HISTORY;INDIGENOUS PEOPLES;LAND TENURE;LAWS AND REGULATIONS";""
"CEPAL:11362/2366";"Brasil: nuevos paradigmas de la reforma agraria";"En: Mercados de tierras agrícolas en América Latina y el Caribe: una realidad incompleta - LC/G.2202-P - 2003 - p. 209-238";"Proyecto Opciones de Políticas para el Fomento del Desarrollo de Mercados de Tierras Agrícolas, con el Fin de Facilitar la Transferencia de Tierras a Pequeños Agricultores";"Teófilo, F. Edson";"Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH;Economic Commission for Latin America and the Caribbean;Government of Germany";"";"Economic Commission for Latin America and the Caribbean";"2003-07-31";"es";"land reform";"Socio-Economic & Institutional Context";"BRA";"Journal Articles & Books;Reports & Research";"http://hdl.handle.net/11362/2366";"http://repositorio.cepal.org/bitstream/11362/2366/1/S0303136_es.pdf";"http://repositorio.cepal.org/bitstream/11362/2366/5/S0303136_es.pdf.jpg";"";"";"";"MERCADO DE LA TIERRA;REFORMA DE TENENCIA DE LA TIERRA;TIERRAS AGRICOLAS;AGRICULTURAL LAND;LAND MARKET;LAND REFORM";""
"CEPAL:11362/2367";"Políticas para promover los mercados de tierras rurales en Argentina";"En: Mercados de tierras agrícolas en América Latina y el Caribe: una realidad incompleta - LC/G.2202-P - 2003 - p. 241-268";"Proyecto Opciones de Políticas para el Fomento del Desarrollo de Mercados de Tierras Agrícolas, con el Fin de Facilitar la Transferencia de Tierras a Pequeños Agricultores";"Popp, Jurgen
Gasperini, María Antonieta";"Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH;Economic Commission for Latin America and the Caribbean;Government of Germany";"";"Economic Commission for Latin America and the Caribbean";"2003-07-31";"es";"land rights;land tenure;property rights";"Indigenous & Community Land Rights";"ARG";"Journal Articles & Books;Reports & Research";"http://hdl.handle.net/11362/2367";"http://repositorio.cepal.org/bitstream/11362/2367/1/S0303136_es.pdf";"http://repositorio.cepal.org/bitstream/11362/2367/5/S0303136_es.pdf.jpg";"";"";"";"ASENTAMIENTOS RURALES;DERECHOS A LA TIERRA;DERECHOS DE PROPIEDAD;LEYES Y REGLAMENTOS;MERCADO DE LA TIERRA;TENENCIA DE LA TIERRA;TIERRAS AGRICOLAS;AGRICULTURAL LAND;LAND MARKET;LAND RIGHTS;LAND TENURE;LAWS AND REGULATIONS;PROPERTY RIGHTS;RURAL SETTLEMENTS";""
"CEPAL:11362/2368";"Comportamiento del mercado de tierras en Brasil";"En: Mercados de tierras agrícolas en América Latina y el Caribe: una realidad incompleta - LC/G.2202-P - 2003 - p. 269-305";"Proyecto Opciones de Políticas para el Fomento del Desarrollo de Mercados de Tierras Agrícolas, con el Fin de Facilitar la Transferencia de Tierras a Pequeños Agricultores";"Amaral, Cicely Moitinho
Dias, Guilherme Leite da Silva
Vieira, Claudio Afonso";"Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH;Economic Commission for Latin America and the Caribbean;Government of Germany";"";"Economic Commission for Latin America and the Caribbean";"2003-07-31";"es";"land tenure;property rights";"Indigenous & Community Land Rights";"BRA";"Journal Articles & Books;Reports & Research";"http://hdl.handle.net/11362/2368";"http://repositorio.cepal.org/bitstream/11362/2368/1/S0303136_es.pdf";"http://repositorio.cepal.org/bitstream/11362/2368/5/S0303136_es.pdf.jpg";"";"";"";"ASENTAMIENTOS RURALES;DERECHOS DE PROPIEDAD;INVESTIGACION DE MERCADOS;TENENCIA DE LA TIERRA;TIERRAS AGRICOLAS;AGRICULTURAL LAND;LAND TENURE;MARKET RESEARCH;PROPERTY RIGHTS;RURAL SETTLEMENTS";""
"CEPAL:11362/2369";"Colombia: lecciones de la reforma agraria";"En: Mercados de tierras agrícolas en América Latina y el Caribe: una realidad incompleta - LC/G.2202-P - 2003 - p. 307-325";"Proyecto Opciones de Políticas para el Fomento del Desarrollo de Mercados de Tierras Agrícolas, con el Fin de Facilitar la Transferencia de Tierras a Pequeños Agricultores";"Vega, Margarita
Balcázar Vanegas, Alvaro
López, Nelson
Orozco, Martha Lucía";"Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH;Economic Commission for Latin America and the Caribbean;Government of Germany";"";"Economic Commission for Latin America and the Caribbean";"2003-07-31";"es";"land reform";"Socio-Economic & Institutional Context";"COL";"Journal Articles & Books;Reports & Research";"http://hdl.handle.net/11362/2369";"http://repositorio.cepal.org/bitstream/11362/2369/1/S0303136_es.pdf";"http://repositorio.cepal.org/bitstream/11362/2369/5/S0303136_es.pdf.jpg";"";"";"";"LEYES Y REGLAMENTOS;REFORMA DE TENENCIA DE LA TIERRA;LAND REFORM;LAWS AND REGULATIONS";""
"CEPAL:11362/2370";"El mercado de tierras en Guatemala";"En: Mercados de tierras agrícolas en América Latina y el Caribe: una realidad incompleta - LC/G.2202-P - 2003 - p. 327-348";"Proyecto Opciones de Políticas para el Fomento del Desarrollo de Mercados de Tierras Agrícolas, con el Fin de Facilitar la Transferencia de Tierras a Pequeños Agricultores";"Carrera, Jaime Arturo";"Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH;Economic Commission for Latin America and the Caribbean;Government of Germany";"";"Economic Commission for Latin America and the Caribbean";"2003-07-31";"es";"indigenous peoples;land tenure;property rights";"Indigenous & Community Land Rights";"GTM";"Journal Articles & Books;Reports & Research";"http://hdl.handle.net/11362/2370";"http://repositorio.cepal.org/bitstream/11362/2370/1/S0303136_es.pdf";"http://repositorio.cepal.org/bitstream/11362/2370/5/S0303136_es.pdf.jpg";"";"";"";"ASENTAMIENTOS RURALES;DERECHOS DE PROPIEDAD;LEYES Y REGLAMENTOS;PUEBLOS INDIGENAS;TENENCIA DE LA TIERRA;TIERRAS AGRICOLAS;AGRICULTURAL LAND;INDIGENOUS PEOPLES;LAND TENURE;LAWS AND REGULATIONS;PROPERTY RIGHTS;RURAL SETTLEMENTS";""
"CEPAL:11362/2371";"El mercado de tierras rurales y la posiblilidad de una redistribución eficiente en Paraguay";"En: Mercados de tierras agrícolas en América Latina y el Caribe: una realidad incompleta - LC/G.2202-P - 2003 - p. 349-383";"Proyecto Opciones de Políticas para el Fomento del Desarrollo de Mercados de Tierras Agrícolas, con el Fin de Facilitar la Transferencia de Tierras a Pequeños Agricultores";"Molinas Vega, José R.";"Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH;Economic Commission for Latin America and the Caribbean;Government of Germany";"";"Economic Commission for Latin America and the Caribbean";"2003-07-31";"es";"land tenure;property rights";"Indigenous & Community Land Rights";"PRY";"Journal Articles & Books;Reports & Research";"http://hdl.handle.net/11362/2371";"http://repositorio.cepal.org/bitstream/11362/2371/1/S0303136_es.pdf";"http://repositorio.cepal.org/bitstream/11362/2371/5/S0303136_es.pdf.jpg";"";"";"";"ASENTAMIENTOS RURALES;DERECHOS DE PROPIEDAD;TENENCIA DE LA TIERRA;TIERRAS AGRICOLAS;AGRICULTURAL LAND;LAND TENURE;PROPERTY RIGHTS;RURAL SETTLEMENTS";""
"CEPAL:11362/2372";"Mercado de tierras y desarrollo agrario en Perú: reflexiones en torno a una investigación";"En: Mercados de tierras agrícolas en América Latina y el Caribe: una realidad incompleta - LC/G.2202-P - 2003 - p. 385-409";"Proyecto Opciones de Políticas para el Fomento del Desarrollo de Mercados de Tierras Agrícolas, con el Fin de Facilitar la Transferencia de Tierras a Pequeños Agricultores";"Zegarra Méndez, Eduardo";"Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH;Economic Commission for Latin America and the Caribbean;Government of Germany";"";"Economic Commission for Latin America and the Caribbean";"2003-07-31";"es";"land tenure";"Indigenous & Community Land Rights";"PER";"Journal Articles & Books;Reports & Research";"http://hdl.handle.net/11362/2372";"http://repositorio.cepal.org/bitstream/11362/2372/1/S0303136_es.pdf";"http://repositorio.cepal.org/bitstream/11362/2372/5/S0303136_es.pdf.jpg";"";"";"";"DESARROLLO AGRICOLA;LEYES Y REGLAMENTOS;MERCADO DE LA TIERRA;TENENCIA DE LA TIERRA;TIERRAS AGRICOLAS;AGRICULTURAL DEVELOPMENT;AGRICULTURAL LAND;LAND MARKET;LAND TENURE;LAWS AND REGULATIONS";""
"CEPAL:11362/2373";"República Dominicana: determinantes legales e institucionales del mercado de tierras rurales";"En: Mercados de tierras agrícolas en América Latina y el Caribe: una realidad incompleta - LC/G.2202-P - 2003 - p. 411-430";"Proyecto Opciones de Políticas para el Fomento del Desarrollo de Mercados de Tierras Agrícolas, con el Fin de Facilitar la Transferencia de Tierras a Pequeños Agricultores";"Tejada de Walter, Angela
Peralta Bidó, Soraya";"Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH;Economic Commission for Latin America and the Caribbean;Government of Germany";"";"Economic Commission for Latin America and the Caribbean";"2003-07-31";"es";"agrarian reform;land tenure;property rights";"Indigenous & Community Land Rights";"DOM";"Journal Articles & Books;Reports & Research";"http://hdl.handle.net/11362/2373";"http://repositorio.cepal.org/bitstream/11362/2373/1/S0303136_es.pdf";"http://repositorio.cepal.org/bitstream/11362/2373/3/S0303136_es.pdf.jpg";"";"";"";"DERECHOS DE PROPIEDAD;LEYES Y REGLAMENTOS;REFORMA AGRARIA;TENENCIA DE LA TIERRA;AGRARIAN REFORM;LAND TENURE;LAWS AND REGULATIONS;PROPERTY RIGHTS";""
"CEPAL:11362/2374";"Obstáculos en la activación de los mercados de tierras de la región";"En: Mercados de tierras agrícolas en América Latina y el Caribe: una realidad incompleta - LC/G.2202-P - 2003 - p. 433-452";"Proyecto Opciones de Políticas para el Fomento del Desarrollo de Mercados de Tierras Agrícolas, con el Fin de Facilitar la Transferencia de Tierras a Pequeños Agricultores";"Tejo, Pedro";"Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH;Economic Commission for Latin America and the Caribbean;Government of Germany";"";"Economic Commission for Latin America and the Caribbean";"2003-07-31";"es";"land rights;land tenure";"Indigenous & Community Land Rights";"005;013";"Journal Articles & Books;Reports & Research";"http://hdl.handle.net/11362/2374";"http://repositorio.cepal.org/bitstream/11362/2374/1/S0303136_es.pdf";"http://repositorio.cepal.org/bitstream/11362/2374/3/S0303136_es.pdf.jpg";"";"";"";"DERECHOS A LA TIERRA;MERCADO DE LA TIERRA;TENENCIA DE LA TIERRA;TIERRAS AGRICOLAS;AGRICULTURAL LAND;LAND MARKET;LAND RIGHTS;LAND TENURE";""
"CEPAL:11362/2672";"El mercado de la tierra en el Brasil y los pequeños productores";"Proyecto sobre Estrategia de Desarrollo Agrorrural con Participación Campesina";"Revisa las distintas formas por las cuales los trabajadores y los pequeños productores rurales suelen tener acceso a la tierra en el Brasil y los factores que las acompañan, y evalúa la evolución reciente y las perspectivas que tienen los campesinos.";"Barbosa, Tulio";"Government of the Netherlands";"";"Economic Commission for Latin America and the Caribbean";"1988-12-31";"es";"agrarian reform;land tenure";"Indigenous & Community Land Rights";"BRA";"Journal Articles & Books;Reports & Research";"http://hdl.handle.net/11362/2672";"http://repositorio.cepal.org/bitstream/11362/2672/1/S8910002_es.pdf";"http://repositorio.cepal.org/bitstream/11362/2672/5/S8910002_es.pdf.jpg";"";"";"";"REFORMA AGRARIA;TENENCIA DE LA TIERRA;AGRARIAN REFORM;LAND TENURE";""
