ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publication date;Languages;Related concepts;Themes;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages;Potential List;Internal ID
uneca:10855/8404;Harmonisation du développement industriel en Afrique du Nord Maghreb :  rapport préliminaire;;Le Présent papier pourrait être consideré comme un rapport préliminaire destiné à dormer une idée du rapport final en préventant de brèves informations sur les méthodes utilisés, les premières conclusions auqelles sont parvenus les rapports sectoriels.;;"United Nations Economic Commission for Africa;United Nations Economic and Social Council";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;1970-06-30;fr;development;;002;Conference Papers & Reports;https://repository.uneca.org/handle/10855/8404;http://repository.uneca.org/rest/bitstreams/27829/retrieve;http://repository.uneca.org/rest/bitstreams/63521/retrieve;;;48;;
uneca:10855/4193;Emergency mapping for infornmal settlements as the geoinformation base for planning basic services;;The informal settlements, townships, temporary camps and other human posts need at least basic services such as potable water, electricity and sanitation. Other services such as food supply, medical aid and shelters are usually arranged in case of disasters and large human migrations. A proper and efficient services need should be well estimated and simply implemented. All requirements can be achieved as results of evaluation with use of the geo information decision support system GDSS, suggesting services sorts and quantities. A core data of the system can be obtained with the use of the emergency mapping technology which combines the latest computer techniques and simple methods operated by local people what effects in educational needs and jobs creation.;Florek, ryszard;"United Nations Economic Commission for Africa;United Nations Economic and Social Council";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;1999-06-30;en;"land access;geographical information systems;geographic information systems";;002;Conference Papers & Reports;https://repository.uneca.org/handle/10855/4193;http://repository.uneca.org/rest/bitstreams/3136/retrieve;http://repository.uneca.org/rest/bitstreams/63041/retrieve;;;6;;
uneca:10855/39702;L'atelier du Rwanda met l'accent sur l'intégration de la politique et de la gouvernance foncières dans le plan national de développement;;;;Nations Unies Commission éonomique pour l'Afrique;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;2017-09-30;fr;"land;development;land tenure;land policies";;RWA;Institutional & Promotional Materials;https://repository.uneca.org/handle/10855/39702;;;;;2;;
uneca:10855/19009;Land and environmental degradation and desertification in Africa : issues and options for sustainable economic development with transformation;;"This document focused on the land and environmental degradation and desertification in Africa; issues and options for sustainable economic development with transformation.";Nana-Sinkam, S.C.;"United Nations Economic Commission for Africa;Food and Agriculture Organization of the United Nations (FAO)";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;1995-02-28;en;"environment;development;land;desertification;land degradation";Land, Climate Change & Environment;002;Reports & Research;https://repository.uneca.org/handle/10855/19009;http://repository.uneca.org/rest/bitstreams/35947/retrieve;http://repository.uneca.org/rest/bitstreams/63494/retrieve;;;118;;
uneca:10855/23504;African group on statistical training and human resources;;"The activities of the African Group on Statistical Training and Human Resources (AGROST) during the period 2015-2016 focused on support to the training component of the Action Plan for Africa of the Global Strategy to Improve Agricultural and Rural Statistics in Africa. To this end, the following activities were organized:  Review of the first version of the special training program on agricultural statistics, held in November 2015 in Dar es Salaam; Finalization of the special agricultural statistics training program in January 2016 in Dakar;  Meeting to launch the special agricultural statistics training program in May 2016 in Abidjan.";;"African Union;United Nations Economic Commission for Africa;United Nations Economic and Social Council";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;2016-11-30;en;capacity building;;002;Conference Papers & Reports;https://repository.uneca.org/handle/10855/23504;http://repository.uneca.org/rest/bitstreams/79899/retrieve;http://repository.uneca.org/rest/bitstreams/81148/retrieve;;;5;;
uneca:10855/39962;La mise en œuvre intégrée des directives de l'ONU et de l'UA améliore la gouvernance foncière en Afrique;;;;Nations Unies. Commission économique pour l'Afrique;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;2017-11-30;fr;land policies;;002;Institutional & Promotional Materials;https://repository.uneca.org/handle/10855/39962;;;;;2;;
uneca:10855/39703;Rwanda workshop to focus on mainstreaming land policy and governance into national developmental plan;;;;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;2017-09-30;en;"development;agricultural land management;land policies;land;sustainable land management;land use;land administration";Land, Climate Change & Environment;RWA;Institutional & Promotional Materials;https://repository.uneca.org/handle/10855/39703;;;;;1;;
uneca:10855/3293;Contribution of the Sahara and Sahel observatory to the first meeting of the committee of development information;"Library also has edition in french under the title "" Contribution de l'observatoire du Sahara et du Sahel a la premiere reunion du comite l'information pour le developpement""";The countries of circum-Sahara Africa adversely affected by desertification, their sub-regional organisations, their Northern partners and the concerned international organisations of the United Nations System have created the Sahara and Sahel Observatory (OSS) in May 1992. OSS's mission is conducted within the international framework of the Convention to Combat Desertification (CCD) and Agenda 21 and aims to favour the development and the optimisation of its African partners' information wealth, for an optimal use of the means for combating desertification.;Fezzani, M. Chedli;"United Nations Economic Commission for Africa;United Nations Economic and Social Council";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;1999-06-30;en;"development;environment;desertification;land degradation";Land, Climate Change & Environment;002;Conference Papers & Reports;https://repository.uneca.org/handle/10855/3293;http://repository.uneca.org/rest/bitstreams/2201/retrieve;http://repository.uneca.org/rest/bitstreams/49266/retrieve;;;2;;
uneca:10855/23503;Facing the challenges of land monitoring in the framework and guidelines on land policy in Africa towards agenda 2063 and the 2030 agenda for sustainable development;;"The adoption of Agenda 2063 at the continental level, and the 2030 Agenda for Sustainable Development at the global level, requires a high level of collection and collation of quality, timely, reliable and dis-aggregated data at all levels of the development process, including land, to inform decisions, enable all stakeholders to track progress and make the necessary adjustments to ensure transparency and mutual accountability in the continent and globally. The objectives of the session are to: Raise awareness on data demand in the 2030 Agenda for Sustainable Development, Agenda 2063 and the New Urban Agenda among national and regional statistics and data communities and partners;  Promote the application and use of harmonized and globally comparable methodology, tools and data ; Strengthen and encourage synergies with key land partners, including United Nations agencies, civil society organizations, NGOs, the private sector and donors in support of national capacity strengthening and regional coordination mechanisms.";;"African Union;United Nations Economic Commission for Africa;United Nations Economic and Social Council";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;2016-11-30;en;"development;agricultural land management;land policies;land;sustainable development;sustainable land management;land governance;land administration;land reform;urban areas";"Urban Tenure;Land, Climate Change & Environment;Socio-Economic & Institutional Context";002;Conference Papers & Reports;https://repository.uneca.org/handle/10855/23503;http://repository.uneca.org/rest/bitstreams/79897/retrieve;http://repository.uneca.org/rest/bitstreams/81146/retrieve;;;10;;
uneca:10855/23260;Tracking progress in land policy formulation and implementation in Africa: background document;Land policy initiative;Cognizant of the centrality of land policy issues in Africa, a joint initiative was undertaken by the African Union Commission (AUC), United Nations Economic Commission for Africa (ECA) and the African Development Bank (AfDB) in 2006, forming the genesis of the Land Policy Initiative (LPI). Through the LPI important actions and measures have been launched including a series of regional studies on land issues across Africa accompanied by rigorous consultations and discussions at regional and continental levels. During the whole process, the immediate and urgent need to develop and implement a tracking system to monitor land policy formulation and implementation has been underlined in bold. These pinpointed the urgent need to track progress in land policy formulation and implementation, among other issues. The F&G outline the functions of the tracking system, and the principles and criteria to be used to develop it. This background document, therefore draws on the F&G, on a review of a series of land monitoring reports produced by LPI and other pertinent literatures. Broadly, its key purpose is to define a relevant, flexible and pragmatic system for tracking progress in land reform in Africa and design a strategic road map to realize the proposed tracking system.;;"African Union;United Nations Economic Commission for Africa;African Development Bank";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;2012-06-30;en;"land governance;agricultural land management;land policies;land;sustainable land management;land use;land administration;urban areas";"Urban Tenure;Land, Climate Change & Environment";002;Journal Articles & Books;https://repository.uneca.org/handle/10855/23260;http://repository.uneca.org/rest/bitstreams/76785/retrieve;http://repository.uneca.org/rest/bitstreams/76982/retrieve;;;79;;
uneca:10855/14511;Le système d'information du territoire agricole (ALIS) Egypte;;L'objectif du Project entreprise par 1GN et ses partenaires est ainsi de produire mettre à jour régulièrement un inventaire du territoire agricole de l’Egypte dans le but d’améliorer sa gestion et de la, le potentiel agricole de nations et dans un cadre plus général de favoriser le développement agricole.;;"United Nations Economic Commission for Africa;United Nations Economic and Social Council";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;1993-02-28;fr;"agricultural land management;sustainable land management;rural development;land use planning;agricultural landscape";Land, Climate Change & Environment;002;Conference Papers & Reports;https://repository.uneca.org/handle/10855/14511;http://repository.uneca.org/rest/bitstreams/16722/retrieve;http://repository.uneca.org/rest/bitstreams/54804/retrieve;;;1;;
uneca:10855/23263;Land policy in Africa: Central Africa regional assessment;;The initiative on land policies, aims to assist African states to equip themselves with land policies that can contribute to economic development and poverty reduction as well as peace building. One of the pressing objectives of the initiative is to draft a reference framework and guidelines for land policies in Africa. The land policy framework and guidelines are not meant to impose a uniform land policy on African states, but, on the contrary, to help them develop and implement national land policies that are efficient and effective. The framework and guidelines will be complemented by the drafting of benchmarks and land indicators, with a view to enabling the states assess the progress made in the implementation of their land policies and regulations. This report is part of the third step of the road-map. It constitutes a background document on the central Africa region. It aims at documenting land-related peculiarities, initiatives and lessons in Central Africa.;;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;2012-08-31;en;"land policies;land;land governance;assessment;urban areas";Urban Tenure;017;Journal Articles & Books;https://repository.uneca.org/handle/10855/23263;http://repository.uneca.org/rest/bitstreams/76793/retrieve;http://repository.uneca.org/rest/bitstreams/76992/retrieve;;;69;;
uneca:10855/24381;Life on land: background paper;;The present document is one of the background papers for the fourth session of the Africa regional forum on sustainable development, which is being held in preparation for the 2018 high-level political forum on sustainable development, to be held in New York from 9 to 18 July 2018. The theme of the regional forums is “Transformation towards sustainable and resilient societies”. This paper provides a brief assessment of the status of and progress made in efforts to achieve sustainable development goal 15 of the 2030 agenda for sustainable development and the corresponding goal 7 of agenda 2063: The Africa We Want. In addition, the challenges and lessons learned pertaining to combating land degradation and the sustainable management of forests and biodiversity are highlighted. An outline is also provided of some key messages, including actions to accelerate the achievement of those two goals in Africa. The paper draws from existing assessments and literature on the two related goals. Life on land is crucial for the attainment of most of the sustainable development goals and for fostering a transformation towards sustainable and resilient societies in Africa. The land, forests and biodiversity resources of Africa underpin diverse livelihoods and economic sectors and, as a result, form the foundation for poverty eradication, sustained and inclusive growth and sustainable development in the region. This underlines the importance of achieving goal 15.;;"United Nations Economic Commission for Africa;United Nations Economic and Social Council";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;2018-04-30;en;"agricultural landscape;land;land degradation;sustainable development";"Land, Climate Change & Environment;Socio-Economic & Institutional Context";002;Conference Papers & Reports;https://repository.uneca.org/handle/10855/24381;http://repository.uneca.org/rest/bitstreams/86310/retrieve;http://repository.uneca.org/rest/bitstreams/86642/retrieve;;;12;;
uneca:10855/3985;Principles, methodology and strategy for promoting the African green revolution : a design and training manual;;Now and again, it has been argued that lack of appropriate/improved technologies and non-use of complementary improved inputs are the root causes of the African vicious circle of low agricultural productivity, food shortage, low income and perpetual poverty. These constraints necessitate the African countries putting the applications of science and technology at the core of their vision and strategies for food security, poverty eradication and sustainable development.;;United Nations Economic and Social Council;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;2004-09-30;en;"food security;rural development;sustainable development";"Socio-Economic & Institutional Context;Land & Food Security";002;Reports & Research;https://repository.uneca.org/handle/10855/3985;http://repository.uneca.org/rest/bitstreams/10756/retrieve;http://repository.uneca.org/rest/bitstreams/75390/retrieve;;;91;;
uneca:10855/8658;Adoptions un cadastre;;Un cadastre qui sert uniquement à déterminer l'assiette fiscale du propriétaire foncier semble particulièrement bien convenir à des pays dont l’économie est principalement agricole.;;"United Nations Economic Commission for Africa;United Nations Economic and Social Council";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;1970-10-31;fr;"land rights;land registration;land economics";;UGA;Conference Papers & Reports;https://repository.uneca.org/handle/10855/8658;http://repository.uneca.org/rest/bitstreams/17001/retrieve;http://repository.uneca.org/rest/bitstreams/55879/retrieve;;;8;;
uneca:10855/10387;Evaluation des stratégies alimentaires dans les pays Africains les moins avancés;;L'Afrique au sud du Sahara ou se situent les pays africains les moins avances a été décrite comme la seule grande région du monde ou le taux de croissance démographique continue à croître et ou la production alimentaire par habitant a baissé au cours des vingt-cinq dernières années. Il est tout a fait évident que les pays africains les moins avancés doivent faire face a un problème d'autosuffisance alimentaire. Les secteurs des exportations et de l'alimentation des pays africains les moins avancés ont cédé le pas a la crainte de l’avenir. Les pays africains les moins avancés ne peuvent indéfiniment compter sur les importations alimentaires pour répondre au besoin lice à l'accroissement rapide de leur population.;;"United Nations Economic Commission for Africa;United Nations Economic and Social Council";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;1986-03-31;fr;"agricultural land management;land use planning;sustainable land management;rural development;agricultural and rural legislation;agricultural landscape;agriculture";Land, Climate Change & Environment;002;Reports & Research;https://repository.uneca.org/handle/10855/10387;http://repository.uneca.org/rest/bitstreams/13330/retrieve;http://repository.uneca.org/rest/bitstreams/49501/retrieve;;;50;;
uneca:10855/15674;Etude d'hydrologie routière: application au dimensionnement des ouvrages d'art;Developpement integre de la region du liptako gourma deuxieme phase;Cette synthèse regroupe les résultats essentiels de l'Etude hydrologique et présente la méthodologie d'utilisation du modèle ORSTOM étendu. Ce modèle permet de déterminer la crue décennale à partir de la pluie décennale.;;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;1976-06-30;fr;water management;;"002;MLI;NER;BFA";Reports & Research;https://repository.uneca.org/handle/10855/15674;http://repository.uneca.org/rest/bitstreams/38193/retrieve;http://repository.uneca.org/rest/bitstreams/60697/retrieve;;;25;;
uneca:10855/15158;La stabilisation des produits agricoles en Ouganda;;"La présents communication a pour objet d'exposer et d'apprécier dans

leurs grandes lignes les politiques et mesures appliquées en Ouganda pour stabiliser les produits agricoles.";;"United Nations Economic Commission for Africa;United Nations Economic and Social Council";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;1962-06-30;fr;"farming systems;agriculture;rural development";;UGA;Reports & Research;https://repository.uneca.org/handle/10855/15158;http://repository.uneca.org/rest/bitstreams/29111/retrieve;http://repository.uneca.org/rest/bitstreams/59586/retrieve;;;8;;
uneca:10855/17604;African agricultural development: reflections on the major lines of advance and the barriers to progress;;This study attempts to identify the main obstacles to progress and the developments possible. It would therefore be wrong to consider it as a first agricultural plan for Africa, similar to the one called for recently by the Ghanaian Ministry of Agriculture. Some consider that the main reason for Africa's backwardness in development is sleeping sickness and the other endemic tropical diseases, and others that it is the lingering after-effects of the slave trade and colonization, certain economic aspects of which survive as an orientation of trade mainly towards the former metropolitan country, so that the economy is externally dominated. Many other factors will be mentioned in this study. Whatever the causes, and their multiplicity amply justifies a divergence of explanations, results are certainly not brilliant at present. What made me decide to accept this almost impossible task was Africa's present difficulties, which it would be very dangerous to under-estimate.;;"United Nations Economic Commission for Africa;Food and Agriculture Organization of the United Nations (FAO)";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;1966-02-28;en;"development;land use planning;rural development;agricultural and rural legislation;agricultural landscape;farming systems";;002;Journal Articles & Books;https://repository.uneca.org/handle/10855/17604;http://repository.uneca.org/rest/bitstreams/73316/retrieve;http://repository.uneca.org/rest/bitstreams/77264/retrieve;;;243;;
uneca:10855/13190;Report on a mission to Swaziland on measures for promoting collaborative agricultural research : 15 - 27 May 1995;;The mission was in accordance with Programme Element 20.48 of the approved United Nations Regular Programme for Technical Cooperation for the 1994-1995 Biennium which calls for the provision of advisory services and training to member countries and inter-governmental organizations in support of their efforts at developing their agricultural support services.;Abalu, G.I.;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;1995-05-31;en;"land;agriculture;research";;SWZ;Conference Papers & Reports;https://repository.uneca.org/handle/10855/13190;http://repository.uneca.org/rest/bitstreams/13808/retrieve;http://repository.uneca.org/rest/bitstreams/60534/retrieve;;;29;;
uneca:10855/31643;LPI supports Southern Africa's work plan on land policy;;;;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;2014-07-31;en;"land policies;land rights;land";;002;Institutional & Promotional Materials;https://repository.uneca.org/handle/10855/31643;;;;;2;;
uneca:10855/9063;Rural life and community Action;Resolution 117 (VI) adopted by the commission at its 113th plenary meeting on 2 March 1964;The paper concerned on Rural life and community Action : Resolution 117 (VI) adopted by the commission at its 113th plenary meeting on 2 March 1964.;;"United Nations Economic Commission for Africa;United Nations Economic and Social Council";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;1964-03-31;en;"land use planning;rural planning;land tenure";;002;Conference Papers & Reports;https://repository.uneca.org/handle/10855/9063;http://repository.uneca.org/rest/bitstreams/7223/retrieve;http://repository.uneca.org/rest/bitstreams/53053/retrieve;;;2;;
uneca:10855/12863;Industrialization and economic co-operation for the North African sub-region of  the agricultural sector (1963 - 1980) : prepared by the ECA/FAO joint agriculture division;;"The ECA/FAO Joint Agriculture Division has been requested to collaborate with the Industry and Housing Division in the preparation of a study on ""industrialization and Economic Co-operation for the North African sub-region” by providing the relevant part of the study concerning ""The Agricultural Sector, 1963-1980"".";;"United Nations Economic Commission for Africa;United Nations Economic and Social Council";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;1969-03-31;en;"farmers;agricultural landscape;farming systems;agriculture";;"002;015";Conference Papers & Reports;https://repository.uneca.org/handle/10855/12863;http://repository.uneca.org/rest/bitstreams/25383/retrieve;http://repository.uneca.org/rest/bitstreams/59284/retrieve;;;177;;
uneca:10855/35608;Les experts avancent la mise en œuvre de l'agenda africain sur le foncier;;;;Nations Unies. Commission économique pour l'Afrique;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;2014-06-30;fr;land policies;;002;Institutional & Promotional Materials;https://repository.uneca.org/handle/10855/35608;;;;;2;;
uneca:10855/24560;La terre et l'avenir du développement de l'Afrique: Gérer les risques et les perspectives en matière d'investissements fonciers à grande échelle : Document de travail no. 2;;;;"African Development Bank;Nations Unies. Commission économique pour l'Afrique;Union Africaine";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;2012-10-31;fr;land subdivision;;002;;https://repository.uneca.org/handle/10855/24560;;;;;13;;
uneca:10855/15700;Food and agriculture in Africa : ECA/FAO Agriculture Division;ECA/FAO Agriculture Division staff papers No. 3;"This paper examines the role of the International Financial institutions in the formulation of African macro-economic policies with particular reference to efforts aimed at adjusting the agricultural sectors of African economies. The paper attempts to

assess the impact of Structural Adjustment Programs(SAP)on African agriculture and through an examination of the application of the programs in three African countries - Malawi,Tanzania and Zambia.";;"United Nations Economic Commission for Africa;Food and Agriculture Organization of the United Nations (FAO)";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;1986-12-31;en;"agricultural land management;sustainable development;land use planning;agricultural landscape;sustainable land management;rural development;agriculture";"Land, Climate Change & Environment;Socio-Economic & Institutional Context";002;Reports & Research;https://repository.uneca.org/handle/10855/15700;http://repository.uneca.org/rest/bitstreams/36809/retrieve;http://repository.uneca.org/rest/bitstreams/54950/retrieve;;;62;;
uneca:10855/40947;Land policy in Africa : Eastern African regional assessment;;;;"African Union;United Nations Economic Commission for Africa;African Development Bank";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;2010-12-31;en;"urbanization;land policies;land;land management;land administration;assessment";Urban Tenure;002;;https://repository.uneca.org/handle/10855/40947;;;;;154;;
uneca:10855/21149;Gestion patrimoniale et redistribution clientéliste:  les paradoxes d'un système corrupteur en Algérie;;;"Hadjidj Djounid
NU. CEA Conférence internationale sur: << Institutions, culture et corruption en Afrique>> (2008, oct. 13 - 15:  Addis Abeba, Ethiopie)";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;2008-12-31;fr;"land policies;land governance;corruption;urban areas";Urban Tenure;DZA;;https://repository.uneca.org/handle/10855/21149;;;;;13;;
uneca:10855/17760;Draft report;;This paper is a draft report on the Ad Hoc Committee on the Draft Medium Term Plan.;;"United Nations Economic Commission for Africa;United Nations Economic and Social Council";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;1989-10-31;en;"sustainable land management;agricultural land management;rural development";Land, Climate Change & Environment;002;Conference Papers & Reports;https://repository.uneca.org/handle/10855/17760;http://repository.uneca.org/rest/bitstreams/70173/retrieve;http://repository.uneca.org/rest/bitstreams/56372/retrieve;;;27;;
