ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publication date;Languages;Related concepts;Themes;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages;Potential List;Internal ID;
"mel:20.500.11766/7838";"Aperçu de l'interface Web-GIS";"";"Under the Economics of Land degradation initiative (ELD), scientists from ICARDA are collaborating with developments to develop the GeOC tool. It is a new web-based GIS tool to define context specific options for sustainable land management required to achieve Land Degradation Neutrality (LDN).
This video illustrates the interface of the web GIS component the GeOC tool.
To check the GeOC tool, please follow this link: http://geoc.mel.cgiar.org
To learn more about the project under which the GeOC tool is developed, please follow this link: https://mel.cgiar.org/projects/geoxc 

Acknowledgments:
“GeOC is the result of the synergic efforts by CGIAR Research Program on Dryland Systems (CRP-DS), the International Center for Agricultural Research in the Dry Areas (ICARDA) and its Geoinformatics Unit (GU), and is powered by iMMAP, Codeobia, D-Space and Amazon Web Services.”";"Fradi, Fajr
Diwediga, Badabate
Le, Quang Bao
Bonaiuti, Enrico
Lala-Pritchard, Tana
Thomas, Richard
Hemingway, Charlotte";"";"";"International Center for Agricultural Research in the Dry Areas";"2017-11-23";"fr";"sustainable land management";"Land, Climate Change & Environment";"001";"Videos";"https://hdl.handle.net/20.500.11766/7838";"https://mel.cgiar.org/reporting/download/hash/NjZ1hXlD";"https://mel.cgiar.org/graph/getthumbhash/hash/NjZ1hXlD/fetchthumbs/1/file_type/jpg";"CC-BY-NC";"";"";"";""
"mel:20.500.11766/7839";"Introduction de l'outil GeOC";"";"Under the Economics of Land degradation initiative (ELD), scientists from ICARDA are collaborating with developments to develop the GeOC tool. It is a new web-based GIS tool to define context specific options for sustainable land management required to achieve Land Degradation Neutrality (LDN).
This video gives further more infromation about the GeOC tool.
To check the GeOC tool, please follow this link: http://geoc.mel.cgiar.org
To learn more about the project under which the GeOC tool is developed, please follow this link: https://mel.cgiar.org/projects/geoxc 

Acknowledgments:
“GeOC is the result of the synergic efforts by CGIAR Research Program on Dryland Systems (CRP-DS), the International Center for Agricultural Research in the Dry Areas (ICARDA) and its Geoinformatics Unit (GU), and is powered by iMMAP, Codeobia, D-Space and Amazon Web Services.”";"Fradi, Fajr
Diwediga, Badabate
Le, Quang Bao
Lala-Pritchard, Tana
Thomas, Richard
Hemingway, Charlotte";"";"";"International Center for Agricultural Research in the Dry Areas";"2017-11-23";"fr";"sustainable land management";"Land, Climate Change & Environment";"001";"Videos";"https://hdl.handle.net/20.500.11766/7839";"https://mel.cgiar.org/reporting/download/hash/IsgqCYrr";"https://mel.cgiar.org/graph/getthumbhash/hash/IsgqCYrr/fetchthumbs/1/file_type/mp4";"CC-BY-NC";"";"";"";""
"mel:20.500.11766/7834";"Composantes de l'outil GeOC";"";"Under the Economics of Land degradation initiative (ELD), scientists from ICARDA are collaborating with developments to develop the GeOC tool. It is a new web-based GIS tool to define context specific options for sustainable land management required to achieve Land Degradation Neutrality (LDN).
This video illustrates the components of the GeOC tool.
To check the GeOC tool, please follow this link: http://geoc.mel.cgiar.org
To learn more about the project under which the GeOC tool is developed, please follow this link: https://mel.cgiar.org/projects/geoxc 

Acknowledgments:
“GeOC is the result of the synergic efforts by CGIAR Research Program on Dryland Systems (CRP-DS), the International Center for Agricultural Research in the Dry Areas (ICARDA) and its Geoinformatics Unit (GU), and is powered by iMMAP, Codeobia, D-Space and Amazon Web Services.”";"Fradi, Fajr
Diwediga, Badabate
Le, Quang Bao
Bonaiuti, Enrico
Lala-Pritchard, Tana
Thomas, Richard
Hemingway, Charlotte";"";"";"International Center for Agricultural Research in the Dry Areas";"2017-11-23";"fr";"sustainable land management";"Land, Climate Change & Environment";"001";"Videos";"https://hdl.handle.net/20.500.11766/7834";"https://mel.cgiar.org/reporting/download/hash/emSEoTut";"https://mel.cgiar.org/graph/getthumbhash/hash/emSEoTut/fetchthumbs/1/file_type/jpg";"CC-BY-NC";"";"";"";""
"mel:20.500.11766/7835";"Cartographie du type du contexte socio-ecologique";"";"Under the Economics of Land degradation initiative (ELD), scientists from ICARDA are collaborating with developments to develop the GeOC tool. It is a new web-based GIS tool to define context specific options for sustainable land management required to achieve Land Degradation Neutrality (LDN).
This video illustrates the process of mapping of the socio-ecological context type.
To check the GeOC tool, please follow this link: http://geoc.mel.cgiar.org
To learn more about the project under which the GeOC tool is developed, please follow this link: https://mel.cgiar.org/projects/geoxc 

Acknowledgments:
“GeOC is the result of the synergic efforts by CGIAR Research Program on Dryland Systems (CRP-DS), the International Center for Agricultural Research in the Dry Areas (ICARDA) and its Geoinformatics Unit (GU), and is powered by iMMAP, Codeobia, D-Space and Amazon Web Services.”";"Fradi, Fajr
Diwediga, Badabate
Le, Quang Bao
Bonaiuti, Enrico
Lala-Pritchard, Tana
Thomas, Richard
Hemingway, Charlotte";"";"";"International Center for Agricultural Research in the Dry Areas";"2017-11-23";"fr";"sustainable land management";"Land, Climate Change & Environment";"001";"Videos";"https://hdl.handle.net/20.500.11766/7835";"https://mel.cgiar.org/reporting/download/hash/2IxcanTY";"https://mel.cgiar.org/graph/getthumbhash/hash/2IxcanTY/fetchthumbs/1/file_type/jpg";"CC-BY-NC";"";"";"";""
"mel:20.500.11766/7836";"Aperçu de l'interface de l'outil de gestion durable des terres (GDT)";"";"Under the Economics of Land degradation initiative (ELD), scientists from ICARDA are collaborating with developments to develop the GeOC tool. It is a new web-based GIS tool to define context specific options for sustainable land management required to achieve Land Degradation Neutrality (LDN).
This video gives further illustrates the interface of the  SLM component of the GeOC tool.
To check the GeOC tool, please follow this link: http://geoc.mel.cgiar.org
To learn more about the project under which the GeOC tool is developed, please follow this link: https://mel.cgiar.org/projects/geoxc 

Acknowledgments:
“GeOC is the result of the synergic efforts by CGIAR Research Program on Dryland Systems (CRP-DS), the International Center for Agricultural Research in the Dry Areas (ICARDA) and its Geoinformatics Unit (GU), and is powered by iMMAP, Codeobia, D-Space and Amazon Web Services.”";"Fradi, Fajr
Diwediga, Badabate
Le, Quang Bao
Bonaiuti, Enrico
Lala-Pritchard, Tana
Thomas, Richard
Hemingway, Charlotte";"";"";"International Center for Agricultural Research in the Dry Areas";"2017-11-23";"fr";"sustainable land management";"Land, Climate Change & Environment";"001";"Videos";"https://hdl.handle.net/20.500.11766/7836";"https://mel.cgiar.org/reporting/download/hash/uLm8Xe62";"https://mel.cgiar.org/graph/getthumbhash/hash/uLm8Xe62/fetchthumbs/1/file_type/jpg";"CC-BY-NC";"";"";"";""
"mel:20.500.11766/7837";"Définition et visualisation du type du contexte socio-écologique (CSET)";"";"Under the Economics of Land degradation initiative (ELD), scientists from ICARDA are collaborating with developments to develop the GeOC tool. It is a new web-based GIS tool to define context specific options for sustainable land management required to achieve Land Degradation Neutrality (LDN).
This video illustrates the process of defining and visualizing  the socio-ecological context type in the GeOC tool.
To check the GeOC tool, please follow this link: http://geoc.mel.cgiar.org
To learn more about the project under which the GeOC tool is developed, please follow this link: https://mel.cgiar.org/projects/geoxc 

Acknowledgments:
“GeOC is the result of the synergic efforts by CGIAR Research Program on Dryland Systems (CRP-DS), the International Center for Agricultural Research in the Dry Areas (ICARDA) and its Geoinformatics Unit (GU), and is powered by iMMAP, Codeobia, D-Space and Amazon Web Services.”";"Fradi, Fajr
Diwediga, Badabate
Le, Quang Bao
Bonaiuti, Enrico
Lala-Pritchard, Tana
Hemingway, Charlotte";"";"";"International Center for Agricultural Research in the Dry Areas";"2017-11-23";"fr";"sustainable land management";"Land, Climate Change & Environment";"001";"Videos";"https://hdl.handle.net/20.500.11766/7837";"https://mel.cgiar.org/reporting/download/hash/FmHm5D3g";"https://mel.cgiar.org/graph/getthumbhash/hash/FmHm5D3g/fetchthumbs/1/file_type/jpg";"CC-BY-NC";"";"";"";""
"mel:20.500.11766/5835";"Farmer's field day in Chakwal (introduction of cactus)";"";"Increase resilience and improve use of marginal lands of agropastoral production systems while enhancing capacity development of farmers and extension agents through training, field days, etc.";"Louhaichi, Mounir
Islam, Muhammad
Qamar, Imtiaz Ahmed";"";"International Center for Agricultural Research in the Dry Areas";"International Center for Agricultural Research in the Dry Areas";"2015-05-29";"en";"climate change;land degradation";"Land, Climate Change & Environment";"034;PAK";"Reports & Research";"https://hdl.handle.net/20.500.11766/5835";"https://mel.cgiar.org/reporting/download/hash/ZIPRWGMM";"https://mel.cgiar.org/graph/getthumbhash/hash/ZIPRWGMM/fetchthumbs/1/file_type/pdf";"CC-BY-NC";"";"";"";""
"mel:20.500.11766/10193";"Annual Report 2018";"";"ICARDA continued to play a critical role in the development, improvement, and dissemination of climate-resilient crop varieties last year. The varieties strengthened food and nutritional security and provided a critical defense against extreme temperatures, water scarcity, and the emergence of new pests and diseases.
During 2018, some 1,521 sets of international nurseries of wheat, barley, faba bean, chickpea, lentil, and grass pea were distributed to 135 collaborators in 44 countries. ICARDA, through its collaborative partnerships with NARS also released 37 improved varieties of wheat, barley, chickpea, and lentil in 11 countries.";"Durrell, Jack";"";"International Center for Agricultural Research in the Dry Areas";"International Center for Agricultural Research in the Dry Areas";"2019-09-04";"en";"development;farming systems;poverty;rangelands;research;water management";"Rangelands, Drylands & Pastoralism";"015;034;143;145;AFG;ARE;EGY;IND;JOR;LBN;MAR;OMN;PAK;SDN;SYR;TUN;TUR;UZB";"Reports & Research";"https://hdl.handle.net/20.500.11766/10193";"https://mel.cgiar.org/reporting/download/hash/2c08ea887256c4083d9475c56280544e";"https://mel.cgiar.org/graph/getthumbhash/hash/2c08ea887256c4083d9475c56280544e/fetchthumbs/1/file_type/pdf";"CC-BY";"";"";"";""
"mel:20.500.11766/7115";"Improving arid land by establishing pistachio plantations";"";"Brief on Improving arid land by establishing pistachio plantations";"Akramkhanov, Akmal";"";"International Center for Agricultural Research in the Dry Areas";"International Center for Agricultural Research in the Dry Areas";"2016-11-28";"en";"agriculture";"";"143;UZB";"Policy Papers & Briefs";"https://hdl.handle.net/20.500.11766/7115";"https://mel.cgiar.org/reporting/download/hash/RNe4sDoL";"https://mel.cgiar.org/graph/getthumbhash/hash/RNe4sDoL/fetchthumbs/1/file_type/pdf";"CC-BY-NC";"";"";"";""
"mel:20.500.11766/8553";"A new approach for mapping and assessing degraded lands (Tunisia)";"";"This summary describes the work of the LADA (Land Degradation and Assessment in Dry Areas) project that identifies and describes geographical areas suffering from land degradation in the governorates of Tunisia. Through a comparative study of these areas, it identifies the failures and successes in national efforts to combat land degradation and, therefore, build local community capacity to resist climate change. It is intended for policymakers, donors and other partners and supporters.";"Remaury, Hugo";"";"International Center for Agricultural Research in the Dry Areas";"International Center for Agricultural Research in the Dry Areas";"2013-03-31";"en";"climate change;land degradation";"Land, Climate Change & Environment";"015;TUN";"Policy Papers & Briefs";"https://hdl.handle.net/20.500.11766/8553";"https://mel.cgiar.org/reporting/download/hash/a7107bac32d3f9c2292adda08a84af4c";"https://mel.cgiar.org/graph/getthumbhash/hash/a7107bac32d3f9c2292adda08a84af4c/fetchthumbs/1/file_type/pdf";"CC-BY-NC";"";"";"";""
"mel:20.500.11766/7594";"Impact and adoption of conservation agriculture in Africa: a multi-scale and multi-stakeholder analysis";"";"Conservation Agriculture (CA) is increasingly promoted in Africa as an alternative for coping with the need to increase food production on the basis of more sustainable farming practices. CA is specifically seen as a way to address the problems of soil degradation resulting from agricultural practices that deplete the organic matter and nutrient content of the soil. It aims at higher crop yields and lower production costs. Yet, success with adopting CA on farms in Africa has been limited (Kassam et al., 2009).
The European Commission has recently funded a collaborative project, CA2Africa (www.CA2Africa.eu), that seeks to better understand the reasons for the limited adoption of CA in Africa by analysing past and on-going CA experiences, in order to assess under which conditions and to what extent CA can strengthen the socio-economic position of smallholder farmers in Africa. A better comprehension of where, when and for whom CA works best, and how CA should be configured in different settings will enable the identification of knowledge gaps for future research, development and promotion of CA in Africa.";"El Mourid, Mohamad
Corbeels, Marc
Bernard, Triomphe
Penot, Eric
Apina, T.
Koala, Saidou
Schuler, Johannes
Traoré, Karim
Nyagumbo, Isaiah
Mrabet, Rachid
Macpherson, Gomez H.
De Graaff, Jan";"";"";"International Center for Agricultural Research in the Dry Areas";"2011-09-22";"en";"farming systems;land";"";"001";"Conference Papers & Reports";"https://hdl.handle.net/20.500.11766/7594";"https://mel.cgiar.org/reporting/download/hash/PT7Aadnw";"https://mel.cgiar.org/graph/getthumbhash/hash/PT7Aadnw/fetchthumbs/1/file_type/pdf";"CC-BY-NC";"";"";"";""
