ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publicaton date (YYYY/MM);Language;Related concepts;Themes;Overarching Categories;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages
handle:10986/14031;Kyrgyz Republic : Fiscal Sustainability Study;;"The study reviews the macroeconomic developments in the Kyrgyz Republic following the collapse of the Soviet Union, when adjustments were required since output fell by fifty percent between 1991-95, resulting in adverse fiscal consequences, which triggered losses in tax revenues, along with the implicit end of energy subsidies. Part I examines the fiscal, and debt sustainability, proposing a three-fold strategy: a) efforts for an urgent renewal are needed to consolidate macroeconomic stability -- fundamentally, a significant fiscal adjustment is required; b) debt relief should be considered, given the large burden, and there is the need to preserve social expenditures; and c) decisive structural reforms are necessary to underpin fiscal adjustment, and increase the efficiency of resource uses. Part II examines the structural issues, particularly the tax system, and the role of the state in infrastructure and utilities, focusing on accelerating the transformation of public infrastructure and utility companies, and how to improve taxation. The report also emphasizes a transparent and targeted system in the provision of basic services to the poor, through reform policies and the inclusion of the private sector.";;World Bank Group;World Bank Group;World Bank Group;2001-12-31;en;"agriculture;state property";;;"150;KGZ;143";Reports & Research;http://hdl.handle.net/10986/14031;https://openknowledge.worldbank.org/bitstream/10986/14031/1/multi0page.pdf;https://openknowledge.worldbank.org/bitstream/handle/10986/14031/multi0page.pdf.jpg?sequence=4&isAllowed=y;CC-BY;World Bank ;
handle:10986/14919;Truck Drivers and Casual Sex : An Inquiry into the Potential Spread of HIV/AIDS in the Baltic Region;;This study, perhaps the first of its kind in this region, is based on a study that explores the practice of casual sex among truck drivers, and commercial sex workers in the border areas of the Baltic region at a point of time, and, uses this evidence to extrapolate the potential impact on the spread of HIV/AIDS in these countries. While the threat of an HIV/AIDS epidemic cannot be taken lightly in any country of the Europe and Central Asia region, four countries - Poland, Latvia, Lithuania, and Estonia - stand out as being particularly vulnerable. First, the prevalence of HIV/AIDS is relatively high, and is rapidly increasing in locations neighboring these countries to the east, like Ukraine, Kaliningrad, Belarus, and Moldova, where public health conditions are also rapidly deteriorating. Second, because of their geographical location, those four countries stand at the crossroads of the main east-west, and north-south transport corridors, and represent the link between countries of the former Soviet Union and western Europe. The open borders, and rapid transit threatens to broaden the sweep of the HIV epidemic, as drug injectors and sex workers come into contact with other population groups. After the Introduction which provides background, Section 2 reviews similar studies carried out elsewhere in the world. Section 3 describes the methodology employed in this study, followed by a brief description of the data in Section 4. Finally, Section 5 contains a discussion of the results, and policy implications.;"Kulis, Marzena
Chawla, Mukesh
Kozierkiewicz, Adam
Subata, Emilis";;World Bank Group;World Bank Group;2004-06-30;en;;;;"151;150;143";Reports & Research;http://hdl.handle.net/10986/14919;https://openknowledge.worldbank.org/bitstream/10986/14919/1/298910PAPER0081ivers0and0Casual0Sex.pdf;https://openknowledge.worldbank.org/bitstream/handle/10986/14919/298910PAPER0081ivers0and0Casual0Sex.pdf.jpg?sequence=4&isAllowed=y;CC-BY;World Bank ;
handle:10986/15066;Poverty in Guatemala;;Poverty in Guatemala is high and deep. In 2000, over half of all Guatemalans lived in poverty. About 16 percent lived in extreme poverty. Available evidence suggests that poverty in Guatemala is higher than in other Central American countries. Although poverty has fallen over the past decade, its trend recently declined due to a series of economic shocks during 2001 and 2002. The drop of poverty incidence since 1990 is slightly slower than what would have been predicted given Guatemala's growth rates, suggesting that growth has not been particularly pro-poor. This pattern arises largely because growth in the rural sectors-where the poor are largely concentrated-has been slower than in other areas. Poverty and vulnerability are mainly chronic whereas only a fifth were transient poor. Likewise, while 64 percent of the population could be considered vulnerable to poverty, the majority of these are vulnerable due to low overall expected consumption rather than high volatility of consumption. The chronic nature of poverty and vulnerability highlights the importance of building the assets of the poor, rather than focusing primarily on the expansion of public safety nets or social insurance. Nonetheless, some public transfers (social assistance) could indeed be desirable to alleviate the poverty and suffering of the extreme poor, particularly when linked to participation in health and education activities. The Peace Accords represented a turning point for Guatemala's development path, paving the way for a transformation to a more prosperous and inclusive nation. Key areas related to economic development and poverty reduction include: a focus on human development, productive and sustainable development, modernization of the democratic state, and strengthening and promoting participation. The rights of the indigenous and women were also highlighted as cross-cutting themes throughout the accords, in an attempt to reverse the historical exclusion of these groups.;;World Bank Group;World Bank Group;World Bank Group;2004-12-31;en;"capacity building;food security;rural areas";Land & Food Security;Land Use, Management & Investment;"419;GTM";Reports & Research;http://hdl.handle.net/10986/15066;https://openknowledge.worldbank.org/bitstream/10986/15066/1/275860PAPER0English0Poverty0in0Guatemala.pdf;https://openknowledge.worldbank.org/bitstream/handle/10986/15066/275860PAPER0English0Poverty0in0Guatemala.pdf.jpg?sequence=4&isAllowed=y;CC-BY;World Bank ;
handle:10986/15125;Land Policies for Growth and Poverty Reduction;;"Land policies are of fundamental importance to sustainable growth, good governance, and the well-being of, and the economic opportunities open to, both rural and urban dwellers - particularly the poor. To this end, research on land policy, and analysis of interventions related to the subject, have long been of interest to the Bank's Research Department, and other academic, and civil society institutions. The report aims to strengthen the effectiveness of land policy in support of development, and poverty reduction, by setting out the results of recent research in a way that is accessible to a wide audience of policymakers, nongovernmental organizations, academics in the Bank's client countries, donor agency officials, and the broader development community. Its main message rests on three principles: 1) provision of secure tenure to land improves the welfare of the poor, particularly by enhancing the asset base of those whose land rights are often neglected, and, creates incentives needed for investment, paramount to sustainable economic growth; 2) facilitation of land exchange, and distribution, whether as an asset or for current services, at low cost, through markets, and non-market channels, will expedite land access by productive, but land-poor producers, so that once economic growth improves, financial markets would rely on the use of land as collateral; and, 3) governments' contribution to the promotion of socially desirable land allocation, and utilization. The report discusses mechanisms to promote tenure security, demonstrates the importance of rental market transactions, arguing the removal of impediments to these can generate equity advantages, and positive investments. It also illustrates mechanisms, ranging from taxation, to regulation and land use planning to address these issues.";Deininger, Klaus;;"World Bank Group;Oxford University Press";World Bank Group;2003-12-31;en;"property rights;land tenure;land use;land rent;land reform;land use planning;agrarian reform;agriculture;indigenous peoples;land administration;land distribution;land management;land markets;land ownership;land reform;land rights;land tenure;land use;land use planning;landowners;leases;property rights;sustainable development;transaction costs;urban planning;zoning";"Land & Investments;Socio-Economic & Institutional Context;Indigenous & Community Land Rights;Urban Tenure";"Land Policy & Legislation;Land Use, Management & Investment;Access to Land & Tenure Security";;Reports & Research;http://hdl.handle.net/10986/15125;https://openknowledge.worldbank.org/bitstream/10986/15125/1/multi0page.pdf;https://openknowledge.worldbank.org/bitstream/handle/10986/15125/multi0page.pdf.jpg?sequence=4&isAllowed=y;CC-BY;World Bank ;
handle:10986/15348;Density and Disasters : Economics of Urban Hazard Risk;;"Today, 370 million people live in cities in earthquake prone areas and 310 million in cities with a high probability of tropical cyclones. By 2050 these numbers are likely to more than double, leading to a greater concentration of hazard risk in many of the world's cities. The authors discuss what sets hazard risk in urban areas apart, summarize estimates of valuation of hazard risk, and discuss implications for individual mitigation and public policy. The main conclusions are that urban agglomeration economies change the cost–benefit calculation of hazard mitigation; that good hazard management is first and foremost good general urban management; and that the public sector must perform better in promoting market-based risk reduction by generating and disseminating credible information on hazard risk in cities.";"Lall, Somik V.
Deichmann, Uwe";;World Bank Group;World Bank Group;2012-02-01;en;urbanization;Urban Tenure;;"202;013;005;030;029;009;034";Journal Articles & Books;http://hdl.handle.net/10986/15348;https://openknowledge.worldbank.org/bitstream/10986/15348/1/wbro_27_1_74.pdf;https://openknowledge.worldbank.org/bitstream/handle/10986/15348/wbro_27_1_74.pdf.jpg?sequence=4&isAllowed=y;CC-BY-NC-ND;World Bank ;
handle:10986/16032;Republic of Armenia : Accumulation, Competition, and Connectivity;;"By 2013, the Armenian economy has left behind most of the hangover from the global financial crisis and a look at medium-to long-term growth drivers is therefore in order. Real Gross Domestic Product (GDP) growth reached 7.2 percent in 2012, and the current account deficit narrowed, although it remained high. Macroeconomic buffers have been rebuilt to some extent, although the public debt-to-GDP ratio, at 44 percent, remains too high to relax fiscal restraints. The central tenet of this report is that the government's job creation agenda requires a different growth model than the one followed before the global crisis. Reaching the goals of the government's strategy will require a combination of four factors: 1) higher investment and better financial intermediation between savers and investors; 2) better utilization of the labor force, including the largely untapped resource of Armenians abroad; 3) stronger competitive pressures in the markets for goods and services, which will improve incentives for companies to innovate, adopt new technologies, and become more efficient; and 4) enhanced connections of the landlocked Armenian economy with world markets, including through land, air, and through internet and communication technologies. This report's theoretical framework emphasizes structural reforms to drive growth. Economic growth theory distinguishes between accumulation of the factors of production and enhancing the productivity with which these factors are employed.";;World Bank Group;World Bank Group;World Bank Group;2013-04-30;en;forestry;Forest Tenure;;"150;143;ARM";Training Resources & Tools;http://hdl.handle.net/10986/16032;https://openknowledge.worldbank.org/bitstream/10986/16032/1/768270ESW0P1270ox379788B00PUBLIC000.pdf;https://openknowledge.worldbank.org/bitstream/handle/10986/16032/768270ESW0P1270ox379788B00PUBLIC000.pdf.jpg?sequence=4&isAllowed=y;CC-BY;World Bank ;
handle:10986/16650;Lesotho : A Safety Net to End Extreme Poverty;;"The objective of this study is to help the government to decide what role safety net and transfer programs should play in the coming 5 to 10 years. It seeks to answer following three questions: (i) can increased spending on transfers accelerate poverty reduction in the medium to long term?; (ii) which groups and aspects of poverty will it make sense to target with transfers?; and (iii) which programs will have the greatest impact at an affordable cost? This study examined such programs in Lesotho both ones that currently exist, and the potential scope for using instruments that may not currently exist. It also widened its scope to examine all programs that transfer public resources directly to households such as agricultural subsidies and university bursaries. It analyzed them through the lens of their impact on the poor because it is important to evaluate public spending and trade-offs in the context of where public funds are currently being spent and what distributional impact they are having. The assumption underlying this analysis throughout the report is that the over-riding objective of both the government and its development partners is to reduce the high levels of poverty and inequality that persist in Lesotho. This report is organized as follows: chapter one explores the country context and fiscal space for public expenditure on social safety nets. Chapter two examines the dynamics of poverty in Lesotho and the characteristics of the major vulnerable groups and discusses which of these groups it will make most sense for the social safety net to target. Chapter three analyzes Lesotho's existing transfer programs. Chapter four reviews institutional and capacity issues. Chapter five presents options for a long-term package of social safety nets and associated costs, makes some recommendations for strengthening existing programs, and suggests which type of programs it might be cost-effective to expand.";;World Bank Group;World Bank Group;World Bank Group;2013-06-13;en;"farmers;food security;land management;natural disasters;rural areas;rural development";"Land, Climate change & Environment;Land & Food Security";Land Use, Management & Investment;"002;LSO";Training Resources & Tools;http://hdl.handle.net/10986/16650;https://openknowledge.worldbank.org/bitstream/10986/16650/1/777670REVISED0box379793B00PUBLIC0.pdf;https://openknowledge.worldbank.org/bitstream/handle/10986/16650/777670REVISED0box379793B00PUBLIC0.pdf.jpg?sequence=4&isAllowed=y;CC-BY;World Bank ;
handle:10986/16788;Tanzania Poverty, Growth, and Public Transfers : Options for a National Productive Safety Net Program;;"Tanzania has made significant economic progress in the recent past, with per capita national income almost doubling from United States (U.S.) 230 dollars equivalent in the late-1990s to U.S. 440 dollars. This report explores the role safety nets and transfers can play in reducing poverty more rapidly in Tanzania. It presents the potential need and costs, to inform a debate of options. The report reviews existing programs, and provides recommendations for an action plan to strengthen the current system and develop a more unified national program, one which will have a greater impact on poverty levels at reasonable cost, in line with the Government's poverty reduction strategy, known by the Swahili acronym MKUKUTA. The report looks at transfers to the poor, including public works employment, subsidies, food distribution programs, cash and in-kind transfers, and vouchers. This paper is organized in following chapters: chapter one gives introduction; attempts to lay out what the options might be, within an analytical assessment of the nature of poverty and shocks faced by the poor in Tanzania is given in chapter two; chapter three examines the effectiveness of existing transfer programs; at a strategic level it then evaluates the capacity of the state to spend on transfers, and how safety net programs can fit into the wider national development agenda is given in chapter four. The paper concludes by discussing some of the institutional and administrative concerns that effect program design in chapter five; and outlines for a series of immediate steps to improve the effectiveness of existing programs; as well as a medium-term strategy for moving towards a more unified national program is discussed in chapter six.";;World Bank Group;World Bank Group;World Bank Group;2011-09-21;en;"food security;rural areas;rural population";Land & Food Security;Land Use, Management & Investment;"TZA;002";"Reports & Research;Training Resources & Tools";http://hdl.handle.net/10986/16788;https://openknowledge.worldbank.org/bitstream/10986/16788/1/646200ESW0P123000PUBLIC00Box379832B.pdf;https://openknowledge.worldbank.org/bitstream/handle/10986/16788/646200ESW0P123000PUBLIC00Box379832B.pdf.jpg?sequence=4&isAllowed=y;CC-BY;World Bank ;
handle:10986/17282;The Implementation of Industrial Parks : Some Lessons Learned in India;;Industrial parks are as popular as they are controversial, in India and globally. At their best they align infrastructure provision and agglomeration economies to jolt industrial growth. More often, they generate negative spill-overs, provide handouts, sit empty, or simply do not get built. This paper disaggregates how parks are built and how they fail. It contextualizes parks in India, followed by a thick case study of an innovative scheme that appears to buck the trend. This performance is then explained by the way in which the scheme's design and action fit India's political economy. The paper concludes by considering how the analysis and the lessons learned might inform the design and implementation of industrial park programs and other public interventions, in India and elsewhere.;"Saleman, Yannick
Jordan, Luke";;World Bank Group;World Bank Group;2014-03-31;en;"capacity building;corruption;land markets;land speculation;transaction costs;urban areas;urbanization";"Land & Investments;Urban Tenure";Land Use, Management & Investment;"IND;034";"Reports & Research;Policy Papers & Briefs";http://hdl.handle.net/10986/17282;https://openknowledge.worldbank.org/bitstream/10986/17282/1/WPS6799.pdf;https://openknowledge.worldbank.org/bitstream/handle/10986/17282/WPS6799.pdf.jpg?sequence=4&isAllowed=y;CC-BY;;
handle:10986/17591;Converting Land into Affordable Housing Floor Space;;"Cities emerge from the spatial concentration of people and economic activities. But spatial concentration is not enough; the economic viability of cities depends on people, ideas, and goods to move rapidly across the urban area. This constant movement within dense cities creates wealth but also various degrees of unpleasantness and misery that economists call negative externalities, such as congestion, pollution, and environmental degradation. In addition, the poorest inhabitants of many cities are often unable to afford a minimum-size dwelling with safe water and sanitation, as if the wealth created by cities was part of a zero-sum game where the poor will be at the losing end. The main challenge for urban planners and economists is reducing cities' negative externalities without destroying the wealth created by spatial concentration. To do that, they must plan and design infrastructure and regulations while leaving intact the self-organizing created by land and labor markets. The balance between letting markets work and correcting market externalities through infrastructure investment and regulation is difficult to achieve. Too often, planners play sorcerer's apprentice when dealing with markets whose functioning they poorly understand. The role of the urban planner is then, first, to better understand the complex interaction between market forces and government interventions, infrastructure investment and regulation, and second, to design these interventions based on precise quantitative objectives. Each city's priorities would depend on its history, circumstances, and political environment. But maintaining mobility and keeping land affordable remains the main urban planning objective common to all cities.";Bertaud, Alain;;World Bank Group;World Bank Group;2013-11-30;en;"decentralization;land markets;land speculation;land use;property rights;slums;squatters;transaction costs;urban planning;urban population;urbanization";"Land & Investments;Urban Tenure";"Land Policy & Legislation;Land Use, Management & Investment;Access to Land & Tenure Security";;"Reports & Research;Policy Papers & Briefs";http://hdl.handle.net/10986/17591;https://openknowledge.worldbank.org/bitstream/10986/17591/1/842520WP0Bertaud0Box0382136B00PUBLIC0.pdf;https://openknowledge.worldbank.org/bitstream/handle/10986/17591/842520WP0Bertaud0Box0382136B00PUBLIC0.pdf.jpg?sequence=4&isAllowed=y;CC-BY;;
