ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publicaton date (YYYY/MM);Language;Related concepts;Themes;Overarching Categories;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages;
eldis:A28003;Conservation, reclamation and grazing in the northern Negev:  Contradictory or complementary concepts?;;Paper explores the relationships between the following concepts under the conditions of Middle Eastern semi-arid ecosystems. Paper states that there are two apparent contradictions in the title of this paper. First, grazing by domestic  livestock is often considered to be hostile to nature conservation, especially in semi-arid areas (the ongoing conflict between ranchers and environmentalists in western USA is just one contemporary example of this). Second, the aims of conservation and development (in the sense of reclamation) would also appear to be contradictory, since the latter concerns changing or manipulating the natural environment, while the former would tend to exclude or prevent it. ;A. Perevolotsky;;Pastoral Development Network, ODI;eldis;01/01/1995;en;"land degradation;grazing";"Land, Climate change & Environment;Rangelands, Drylands & Pastoralism";Land Use, Management & Investment;"ISR;145;015";;http://www.eldis.org/document/A28003;http://www.odi.org.uk/pdn/papers/paper38a.html;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.odi.org.uk%2Fpdn%2Fpapers%2Fpaper38a.html;;;;"Pastoralism Med;Agriculture and food;Negev;biodiversity and agriculture;Conflict and security;livestock;EADI;Animal production and health;Pastoralism land use conflict;biodiversity vs development;conservation;Environmental conflict;pastoralism;land degradation;Grazing;Pastoralism;biodiversity conservation"
eldis:A23817;Awareness raising workshop on the implementation of the United Nations Convention to Combat Desertification;;This paper presents the proceedings of a United Nations Convention to Combat Desertification (UNCCD) held in December 2005. The report presents the workshop programme, objectives and methodology. Four papers were presented at the workshop, ensuing discussions by the participants are also included. The papers discuss:desertification as the foremost environmental issue in Sudanthe history, objectives, principles and importance of the UNCCDSudan’s National Action Plan (NAP) and implementation mechanismthe integration and linkages between UNCCD/NAP with Sudan’s development policies and programmes.Four working groups discussed:identification of the role and commitments of the national parliamentarians establishing the implementation mechanism of the NCCD/NAPintegration of the NAP in Sudan’s development strategies, policies and programmesto set time frames for the revision and finalisation of the NAP, establishment of the implementation mechanism, and integration of the NAP in Sudan’s development strategies.The document concludes that the workshop was a breakthrough in that it was the first time that legal and political representatives were engaged to support efforts for combating desertification in the Sudan. The workshop strongly recommended the finalisation of the NAP to counter desertification and the creation of an enabling environment for its implementation and follow-up through strong political and financial support. The workshop also emphasised the critical roles of all stakeholders, in particular civil society organisations and local communities, in implementing the NAP through partnerships, as well as the crucial need for raising awareness at all levels about the UNCCD and the NAP. ;"A.A. Belal
F.S. Hussein";;Drylands Coordination Group, Norway;eldis;01/01/2006;en;"environment;desertification";Land, Climate change & Environment;Land Use, Management & Investment;"SDN;202";;http://www.eldis.org/document/A23817;http://www.drylands-group.org/noop/file.php?id=808;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.drylands-group.org%2Fnoop%2Ffile.php%3Fid%3D808;;;;"national action program;Environment and natural resource management;Environment;natural resource management drylands;NAP;Norway;drylands;MEA;desertification;multilateral environmental agreements desertification;Africa;unccd;Multilateral environmental agreements"
eldis:A65238;Advancing agroforestry on the policy agenda : A guide for decision makers;;"In a new guide published today and aimed at decision-makers, key policy advisors, NGOs and governmental institutions, FAO shows how agroforestry can be integrated into national strategies and how policies can be adjusted to specific conditions. The policy guide provides examples of best practices and success stories, as well as suggesting ten major tracks for policy action, including:


	raising awareness of agroforestry systems to farmers and the global community
	reforming unfavourable regulations in forestry, agricultural and rural codes
	clarifying land-use policy regulation

 ";G. Buttoud;;Forestry Department, FAO;eldis;01/01/2013;en;"environment;forestry;land tenure";"Land, Climate change & Environment;Forest Tenure";"Land Policy & Legislation;Access to Land & Tenure Security";;;http://www.eldis.org/document/A65238;http://www.fao.org/docrep/017/i3182e/i3182e00.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.fao.org%2Fdocrep%2F017%2Fi3182e%2Fi3182e00.pdf;;;;"Environment;Environment and Forestry;agroforestry;Land tenure;Agriculture and food;Source;FAO;Land issues;Bookmarklet;silviculture"
eldis:A35425;Water, land and people: a learning initiative implemented in Bolivia, Mali and India;;"This document reports on findings from learning groups relating to water management in Bolivia, India and Mali during 2005-2006. The groups analysed specific topics with the aim of improving the current and future development strategies of Integrated Water Resource Management (IWRM). In each of the three countries, the learning group identified key topics to address – equity, empowerment and environmental sustainability were identified as cross-cutting issues. The learning process resulted in products that can be used as a resource base at different levels including local, national, policy and wider public. Key lessons include: 

    where there are changes on the use of land, conflicts occur due to water access when the systems are not planned with a multiple use vision 
    the availability of the water resource is integral to the development of women’s organisations – allowing the creation of substantial incomes for families and communities 
    it is time to shift focus from development to management of water resources by improving water management mechanisms to address competition for a finite resource such as groundwater. 

Whilst the ‘learning process’ demonstrated that: 

    story-telling is an innovative learning tool – it allowed participants to break out of the usual more formal setting, seeing complex issues from previously unperceived angles 
    the learning process is most effective and motivating if intermediate results are produced and immediately used as inputs for decision-making and in other learning initiatives 
    the stakeholders should own the learning process but this can only be achieved if they are involved right from the planning stage. 
 ";;;Swiss Agency for Development and Cooperation ;eldis;01/01/2007;en;land;;;"202;BOL;IND;MLI;419;034";;http://www.eldis.org/document/A35425;http://www.waterlandpeople.net/en/index.htm;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.waterlandpeople.net%2Fen%2Findex.htm;;;;"Bolivia;learning process;IWRM;Water management and irrigation;Mali;Agriculture and food;Agricultural biodiversity and natural resource management;Integrated Water Resource Management;India"
eldis:A74271;Soil carbon management in large-scale Earth system modelling: implications for crop yields and nitrogen leaching;;"Results demonstrate that the effects of management on cropland can be beneficial for carbon and nutrient retention without risking (large) yield losses.

Nevertheless, effects on soil carbon are small compared with extant stocks in natural and semi-natural ecosystem types and managed forests.

While agricultural management can be targeted towards sustainable goals, from a climate change or carbon sink perspective avoiding deforestation or reforestation constitutes a far more effective overall strategy for maintaining and enhancing global carbon sinks.

However, enhanced carbon storage in agricultural soils could also be seen as a surrogate for enhanced soil structure and reduced erosion having additional (non-climate) environmental benefits.

[Adapted from author conclusions]
 ";S. Olin;;Copernicus Publications;eldis;01/01/2016;en;"deforestation;climate change;land use;scale";"Land, Climate change & Environment;Forest Tenure";Land Use, Management & Investment;;;http://www.eldis.org/document/A74271;http://www.earth-syst-dynam.net/6/745/2015/esd-6-745-2015.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.earth-syst-dynam.net%2F6%2F745%2F2015%2Fesd-6-745-2015.pdf;;;;"Low carbon energy in climate change;Carbon sinks;Climate change agriculture and food security;Land use;CDKN;carbon capture and storage;deforestation;Source;Climate and Development Knowledge Network;Climate change;carbon;Funder;Bookmarklet;crop yields"
eldis:A71215;Mainstreaming climate-sensitive indicators into an existing food monitoring system: climate change and food security in Nepal ;;"In 2011, the Government of Nepal made its policy on climate change public. The policy envisions a country “spared from the adverse impacts of climate change, by considering climate justice, through the pursuit of environmental conservation, human development, and sustainable development [with] all contributing toward a prosperous society”. This objective of making Nepal and Nepali society more resilient to climate change is laudable, especially as emerging evidence suggests that Nepal and its people are likely to be very vulnerable to the impacts of climate change.

This report encapsulates findings of a year-long study that proposes mainstreaming climate sensitive food security indicators into Nepal Khadhya Surakshya Anugaman Pranali-NeKSAP (Nepal Food Security Monitoring System). The study uses series of consultations with World Food Programme WFP-Nepal functionaries to review indicators obtained from global literature and NeKSAP. The study analyses NeKSAP and proposed 28 indicators to assess vulnerabilities to climate change. The 28 indicators are to be used with Vulnerability Analysis and Mapping (VAM) and administered at the household level. The set of 28 indicators were pre-tested, administered and the data obtained analysed for ranking vulnerability. In addition, the study proposes 15 district level indicators referred to as Climate-Sensitive Food Security Indicators (CLIFSI).

The use of CLIFSI data helps rank Nepal’s region in assessing vulnerability to climate change. By incorporating CLIFSI, NeKSAP will be strengthened and become useful for planning and policy making in relation to climate change vulnerabilities. The paper concludes by stating that relevant agencies will find CLIFSI useful as a decision support tool to design strategies for building resilient food systems as well as to develop the capacity of local households to overcome food insecurity.
 ";"A. Dixit
Y. Subedi
T. McMahon
M. Moench";;Institute For Social And Environmental Transition ISET-Nepal;eldis;01/06/2013;en;"climate change;land use;food security";"Land, Climate change & Environment;Land & Food Security";Land Use, Management & Investment;"NPL;034";;http://www.eldis.org/document/A71215;http://isetnepal.org.np/publications/mainstreaming-climate-sensitive-indicators-into-an-existing-food-monitoring-system;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fisetnepal.org.np%2Fpublications%2Fmainstreaming-climate-sensitive-indicators-into-an-existing-food-monitoring-system;;;;"food security;Source;Climate change agriculture and food security;Content partner summary;vulnerability;CDKN;Climate justice;Climate-sensitive indicator;Climate change;ISET-Nepal;Funder;Bookmarklet;Land use;Institute For Social And Environmental Transition ISET-Nepal"
eldis:A70777;Mediating land conflict in Burundi: a documentation and analysis project;;"Mediating Land Conflict in Burundi: A Documentation and Analysis Project was an assessment and evaluation project undertaken by ACCORD between July 2009 and February 2010. The purpose of the project was twofold. First, it explored how land conflict mediation addresses or relates to other more long-term challenges for peace in Burundi – principally, the utilisation of land and increasing access to sustainable livelihoods. In this context, emphasis was put on the triple-R challenges of the repatriation and reintegration of returnees, and reconciliation between different Burundian societal groups. Second, the project documented and analysed ACCORD’s land conflict mediation practice in the two Burundi provinces of Bururi and Ruyigi.

To this end, the following questions were answered:


	in what ways do the activities of ACCORD Legal Aid Clinics contribute to the sustainable resolution of land disputes? What are the different types of solutions found? Are they sustainable?
	what effect does ACCORD’s mediation work have on the reintegration of returnees and the reconciliation process in Burundi

 ";"T. Bunte
L. Monnier";;African Centre for Constructive Resolution of Disputes ;eldis;01/01/2011;en;"land governance;land";;;BDI;;http://www.eldis.org/document/A70777;http://www.accord.org.za/images/downloads/reports/Mediating_Land_Conflict_Burundi.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.accord.org.za%2Fimages%2Fdownloads%2Freports%2FMediating_Land_Conflict_Burundi.pdf;;;;"Assessing areas of governance;Conflict and security;African Centre for Constructive Resolution of Disputes (ACCORD);Peacebuilding;Land governance;Fragile states;Content partner summary;China Institute of International Studies;Governance;Agriculture and food;Source;natural resources as driver of conflict;conflict resolution and reconciliation;Migration;Land issues;Governance Assessments;Bookmarklet;Drivers of conflict;Impact of migration"
eldis:A28861;Forest cleansing: racial oppression in scientific nature conservation;;"Article looks at a specific case of racial oppression manifesting itself within development programs. At a more general level, the article looks at how ecological project can become politicised.An example of this is South-East Asia, where valley-based states have regularly attempted to sedentarize or repress hill-dwelling ethnic minorities. Racist patterns and processes in the region have been sustained and strengthened through the activities of international environmentalists and developmentalists. The potential for racial violence in the region is exemplified by a current conflict over water and forests in Chom Thong, a district in Chiang Mai province of Northern Thailand. Here, over the past decade, elite conservationists, state bureaucracies and politicians have helped each other exploit, rework and augment a legacy of highland-lowland ethnic tensions in the course of pressing for resettlement of mountain communities on ""environmental"" grounds and for greater elite and state control over mountain resources.The establishment by Thai elites, under the tutelage of US and other international conservationists, of parks and wildlife reserves has helped to entrench an upland vs lowland ethnic grid. A simplified people-vs.-trees narrative of forest decline was superimposed on the realities of forest history, making it possible to reinterpret the character and persistence of highland forests as a result of the relative absence of human influence rather than of human stewardship or commercial inaccessibility. In an irony often noted by minority observers, the disproportionate survival of good forest in minority-occupied areas was transformed into a reason for evicting minorities.Physical violence against mountain minorities, much of it unreported, has been an integral part of their increased stigmatization and scapegoating. The violence is directed, again following the standard racist dualism, at either removal or assimilation.Certain conservation organisations involved in this issue have mobilised ethnic divisions in the service of ""forest conseration"" and centralisation through:Physical exclusionConceptual exclusion from the Thai nationDivision of minority groups from each otherDissemination of racial stereotypesConcludes:Throughout their existence, campaigns to dispossess hill-dwelling minorities in Thailand have tapped the power of international racist science and development discourseUnderstanding environmental racism means paying attention both to the uniqueness of particular cases and to wider parallels. Examples such as the one explored in this article provide rich materials for understanding evolving patterns of ethnic violence and their links both to local and regional inter-class politics and resource competition and to structures of racism embedded in international science and mainstream environmentalism ";L. Lohmann;;The Corner House, UK;eldis;01/01/1999;en;"environment;land tenure";Land, Climate change & Environment;"Land Policy & Legislation;Access to Land & Tenure Security";"030;009;THA";;http://www.eldis.org/document/A28861;http://www.thecornerhouse.org.uk/item.shtml?x=51969;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.thecornerhouse.org.uk%2Fitem.shtml%3Fx%3D51969;;;;"Conflict and security;Forest policies and management;ethnic minorities;SCIENCE;forestry participation;Participation;participation conservation;Environmentalism;ethnic violence;Environmental conflict;CBNRM;ethnic conflict;Environment and Forestry;sedentarisation;Security;Environment;biodiversity vs development;Environmental protection natural resource management;Human rights in conflict and security;New wars;racism;resettlement;Land tenure;Biodiversity and forest conservation;conservation;forest;Agriculture and food;forced migration;participation;biodiversity conservation"
eldis:A67699;Philippine landcare after nine years: a study on the impacts of agroforestry on communities, farming households, and the local environment in Mindanao;;"This paper reviews the impact of the Landcare Program on, farming households, communities, and the local environments in three sites in Mindanao, Philippines: Claveria in Misamis Oriental; Lantapan in Bukidnon; and Ned, Lake Sebu in South Cotabato. This paper reviews and synthesizes various studies conducted throughout the period from 1996 to 2004, during which the Landcare Program was established and matured. The key intervention studied is the landcare approach which consists basically of two components: conservation farming technologies and landcare processes and institutions. The primary direct impacts from the landcare approach are improved livelihood options, human and social capital, environmental governance, and access to livelihood resources such as financial, physical and technical assistance.
 ";;;World Agroforestry Centre ;eldis;01/01/2006;en;"forestry;land;climate change;land use;environment";"Land, Climate change & Environment;Forest Tenure";Land Use, Management & Investment;PHL;;http://www.eldis.org/document/A67699;http://www.worldagroforestry.org/downloads/publications/PDFS/OP06229.PDF;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.worldagroforestry.org%2Fdownloads%2Fpublications%2FPDFS%2FOP06229.PDF;;;;"World Agroforestry Centre ;Climate change agriculture and food security;Content partner summary;Source;World Agroforestry Centre;Climate change;Bookmarklet;Land use"
eldis:A68047;Mozambique land policy development case study;;"Mozambique has experienced accelerated rates of growth over the past decade, averaging 7.2% per year, with projected growth rates of over 8%. However, this high growth rate has failed to translate into significant reductions in poverty and inequality has increased in almost all parts of the country.This Evidence on Demand Helpdesk Report provides a detailed case study on the evolution of land policy in Mozambique and provide the reader with insights into what is viewed as one of Africa’s most progressive land laws, recognising multiple forms of tenure. Donors are planning to continue to support improved land administration and management through land tenure regularisation and land-use planning, and by rolling out a land information management system nationwide. Other opportunities for donor support include: enhancing awareness of rights and responsibilities under the Land Law and Regulation, particularly for women; deepening ongoing efforts to develop effective mechanisms and fora to resolve land disputes; developing further opportunities for innovative community-investor partnerships; improving land policy/legal consultation mechanisms; strengthening current investment project review processes; and supporting monitoring of land allocation and project implementation. This would usefully be underpinned by the strengthened coordination of donor engagement on land. ";A. Locke (ed);;Evidence on Demand;eldis;01/01/2014;en;"development;land;poverty;land tenure";;"Land Policy & Legislation;Access to Land & Tenure Security";MOZ;;http://www.eldis.org/document/A68047;http://www.evidenceondemand.info/Core/DownloadDoc.aspx?documentID=788&contentID=3655;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.evidenceondemand.info%2FCore%2FDownloadDoc.aspx%3FdocumentID%3D788%26contentID%3D3655;;;;"Livelihoods Agriculture;Evidence on Demand;Service;Land tenure;Agriculture and food;Rural poverty;Poverty;Land issues;Livelihoods"
eldis:A68659;Displacement and dispossession through land grabbing in Mozambique: the limits of international and national legal instruments — Refugee Studies Centre;;"The scale and speed of coordinated land grabs over the past five years has created a new avenue through which people are being displaced and dispossessed of their lands.  This paper looks at what limits international and national law in addressing displacement and dispossession due to land grabs in Mozambique.

The author argues that the limits of law to address displacement and dispossession are not due to a lack of institutionalising international good governance norms into domestic-level legal frameworks. Nor can the limits be attributed to state incapacity. Rather, the limits of law lie within the norm implementation process, wherein norms are conditioned by the local Mozambican governance context to serve domestic interests.
 ";H. Twomey;;Refugee Studies Centre, Oxford;eldis;01/01/2014;en;"land;land governance;dispossession;land grabbing;displacement;land tenure";Land Conflicts;"Land Policy & Legislation;Access to Land & Tenure Security";MOZ;;http://www.eldis.org/document/A68659;http://www.rsc.ox.ac.uk/publications/displacement-and-dispossession-through-land-grabbing-in-mozambique-the-limits-of-international-and-national-legal-instruments;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.rsc.ox.ac.uk%2Fpublications%2Fdisplacement-and-dispossession-through-land-grabbing-in-mozambique-the-limits-of-international-and-national-legal-instruments;;;;"Assessing areas of governance;Land governance;Governance;Land tenure;Agriculture and food;Source;Land issues;Governance Assessments;Bookmarklet"
eldis:A101927;Tribal representation & local  land governance in India: A case study from the Khasi Hills of Meghalaya;;In India, the Schedule Tribes have remained on the fringes of growth, but less so in the majority tribal areas of the North East. This has increased the interest in the Sixth Schedule, the special constitutional provision relating to these areas, recognising the tribal communities’ rights of ownership and control over their land and natural resources. These communities have the advantage of protective provisions against ‘external threats’ from the state or private actors, compared to their tribal counterparts in other areas.  This article presents a case study of the socio-political dynamics of community ownership and control of land in the Khasi Hills of Meghalaya. It shows how land loss and marginalisation of families occurred in relation with a state-led township project around the capital Shillong, bringing interesting perspectives to the debates on land management in this Sixth Schedule region. The study indicates, firstly: that land alienation, displacement and socio-economic marginalisation affects vulnerable people in the tribal communities, despite the constitutional protection. Community land control does not in itself ensure protection for individuals against land alienation and marginalisation. Secondly: Land alienation and marginalisation can gain impetus through “external threats”, including development initiatives by the state. However, displacements are also driven by intra-community land alienations. Thirdly: The Sixth Schedule aimed to protect and preserve the tribal communities’ way of life and was primarily a ‘settlement’ between the Indian state and particular social groups. Individual social justice would presumably flow from protection and preservation of the communities’ own social justice mechanisms. Communal land holdings are one such tribal social security convention that has been assumed to serve the cause of social justice. However, with time, and the influences of modern communications and the market economy, the communities are becoming more heterogeneous, which also challenges the ‘tribal ethics’ of land relations. ;K.N. Søreide;;Chr. Michelsen Institute, Norway;eldis;01/04/2017;en;"land governance;land";;;IND;;http://www.eldis.org/document/A101927;https://www.cmi.no/publications/file/6243-tribal-representation-local-land-governance-in.pdf;http://ims.ids.ac.uk/thumbnail/?url=https%3A%2F%2Fwww.cmi.no%2Fpublications%2Ffile%2F6243-tribal-representation-local-land-governance-in.pdf;;Not Known;;"Agriculture and food;Decentralisation & Local Governance;Norway;Governance;Land issues"
eldis:A25938;United Nations Convention to Combat Desertification in Countries Experiencing  Serious Drought and/or Desertification, Particularly in Africa: full text of Convention;;Full text of the Convention to Combat Desertification, which was elaborated by the Intergovernmental Negotiating Committee (INCD) and signed in June 1994.Also available from the CCD WWW site in French and English ;;;Convention to Combat Desertification ;eldis;01/01/1994;en;"environment;desertification;poverty;capacity building";Land, Climate change & Environment;Land Use, Management & Investment;202;;http://www.eldis.org/document/A25938;http://www.unccd.int/convention/text/convention.php;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.unccd.int%2Fconvention%2Ftext%2Fconvention.php;;;;"Agricultural biodiversity and natural resource management;multilateral environmental agreements desertification;Environment and Forestry;PRSP;Governance;ngos;Environment;Aid and debt;Participation;Capacity building sector specific;healthpov;Strengthening economic planning and analysis;Poverty;Capacity building in aid and debt;Capacity building;Agriculture and food;Environmental protection natural resource management;Food and agriculture markets;Soil and land management;Forest policies and management;Multilateral environmental agreements;capacity building sector specific environment"
eldis:A31622;Livelihood diversification in Borana pastoral communities of Ethiopia - prospects and challenges;;This paper analyses the livelihoods of the Borana pastoral communities of Southern Oromiya in Ethiopia. It aims to inform policy makers, donors, and development practitioners about the best strategies for protecting and promoting sustainable livelihoods in the region. The study is based on survey data from participatory research carried out in three communities, as well as stakeholder consultations at district and regional levels. The study draws the following conclusions: • livestock mobility can potentially allow higher productivity, due to changing environment, water and feed sources and better pasture supply • mobility is limited by a number of factors, including population growth, settlement, land claims by different ethnic groups on rangelands and drought • richer households oppose expansion of croplands, as they have more livestock, while the poor have fewer livestock and want more cropland to diversify income • agro-pastoralists are significantly poorer than the pure pastoral communities, indicating that farming has been adapted to cope with food insecurity caused by declining livestock herd• pastoralists have also diversified into petty trades, wage, remittance, firewood and charcoal production, and incense collection. The paper makes a number of recommendations, which include: • policy makers should seek to avoid conflict between crop producers and large livestock owners through appropriate land use policy designed with participation of all stakeholders• government should recognise that mobility of livestock is an important livelihood option in the pastoral areas• investment in rural infrastructure such as roads, radio and other means of communication in the pastoral areas would help increase market access and allow information sharing for early warning• asset ownership by women would help poor households create an asset base. ;"K. Gemtessa
E. Bezabih
W. Tiki";;Noragric, Department of International Environment and Development Studies, Norwegian University of Life Sciences;eldis;01/01/2007;en;"food security;land use;land registration;environment;poverty;land tenure;agriculture";"Land, Climate change & Environment;Land & Food Security";"Land Policy & Legislation;Land Use, Management & Investment;Access to Land & Tenure Security";"ETH;202";;http://www.eldis.org/document/A31622;http://www.ilri.org/Link/Publications/Publications/Theme%201/Pastoral%20conference/Papers/Gemtessa%20Livelihood%20Diversification%20of%20the%20Pastoral%20Communities%20of%20Borena.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.ilri.org%2FLink%2FPublications%2FPublications%2FTheme%25201%2FPastoral%2520conference%2FPapers%2FGemtessa%2520Livelihood%2520Diversification%2520of%2520the%2520Pastoral%2520Communities%2520of%2520Borena.pdf;;;;"Agricultural biodiversity and natural resource management;Food security Norway;Agriculture and propoor growth;livestock;mobility;Environment;Ethiopia;Livelihoods;Livelihoods natural resource management;Pastoralism;Land registration;agriculture;Environment and natural resource management;food security;Norway;land use;Livelihoods food security;Sustainable livelihoods;Agriculture Norway;Drylands Norway;income;policy;farming;Communal land;infrastructure;Agriculture and food;poverty;Sustainable;Environment Natural Resource Access and Management;Livelihoods Agriculture;Livestock Norway;natural resource management drylands;Africa;Soil and land management;Land tenure;rural"
eldis:A69787;Reducing the vulnerability of urban slum dwellers in the Southern African region to the impact of climate change and disasters;;"Current estimates of climate change state that the world’s average temperature is due to increase by at least 2oC to 2.4oC over the next 50?100 years. Furthermore it is expected that by the end of the century a range of additional impacts will be felt: sea levels will rise by an estimated 60cm, resulting in flooding and the salinisation of fresh water aquifers, and snow and ice cover will decrease. Simultaneously, precipitation patterns will change so that some areas will receive large increases whilst other areas will become hotter and drier.

This concept paper summarises some of the current issues, concerns and debates surrounding urban vulnerability, climate change and the ability of certain adaptation and mitigation strategies to reduce or moderate the impacts and effects of climate change for slum and informal dwellers.

Importantly for urban areas, it is expected that there will be an increase in the number and severity of certain types of “disasters” such as tropical cyclones, storms, floods and heat waves (GTZ, n.d.). There will also be a host of indirect impacts for cities, such as decreases in food production, freshwater availability and large numbers of migrants and climate change refugees (World Bank, 2010).

The paper find that the end result is that poor urban dwellers who already live in states of vulnerability and currently bear the highest health and diseases burden will be most affected by climate change. Within that group, differentiations can still be made such that women, the very young, and very old, new migrants and the generally socially and politically marginalized will be most adversely affected.

The author conludes by admiting that there are certainly ‘gaps’ in the literature, advocacy  on vulnerability of urban dwellers to climate change and suggests a variety of interventions around land rights, land tenure and vulnerability, mitigation and adaptation strategies to reduce or moderate the impacts and effects of climate change for slum and informal dwellers.
 ";M. Rubin;;Urban LandMark;eldis;01/02/2011;en;"climate change;land governance";Land, Climate change & Environment;;"AGO;MOZ;202;ZMB;LSO;ZWE;NAM;BWA;SWZ;ZAF;MWI";;http://www.eldis.org/document/A69787;http://www.urbanlandmark.org/downloads/concept_paper_cc_vulnerability.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.urbanlandmark.org%2Fdownloads%2Fconcept_paper_cc_vulnerability.pdf;;;;"Assessing areas of governance;CDKN;maladaptation;climate change;Content partner summary;vulnerability;greenhouse gases;Urban LandMark;hazard;Source;concatenated hazards;mitigation;adaptation;Climate change;Funder;Governance Assessments;Bookmarklet;Land governance;Governance"
eldis:A14026;Risk-sharing networks among households in rural Ethiopia;;This paper tests the role of informal risk-sharing networks by setting up a limited commitment model and using panel data on informal credit transactions from Ethiopia.Findings:enforcement problems limit the direct role of credit transactions in risk sharing arrangements between rural households, whether the villages are ethnically homogenous or nothouseholds with more land have better access to the informal credit markets and access is significantly improved through their participation in small group networksinformal credit market and the networks under consideration serve little purpose to the land poor householdsThe paper concludes that full risk-sharing does not appear to materialise at the village level. It recommends that policy action is needed to improve access to credit and insurance options for the poor on the basis of equity and efficiency grounds. Further research is also needed to have a better understanding of rural households in Ethiopia and the role of small networks in consumption smoothing. ;D. Ayalew;;Centre for the Study of African Economies, Oxford;eldis;01/01/2003;en;"land;poverty;land tenure";;"Land Policy & Legislation;Access to Land & Tenure Security";"ETH;202";;http://www.eldis.org/document/A14026;http://www.csae.ox.ac.uk/workingpapers/pdfs/2003-04text.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.csae.ox.ac.uk%2Fworkingpapers%2Fpdfs%2F2003-04text.pdf;;;;"understanding risk;land;finance;consumption;Ethiopia;microcredit;Agriculture and food;risk-sharing;Livelihoods;social protection assessing risk;Land tenure;Microcredit;credit;Poverty;consumption smoothing;Microcredit2;informal credit;Livelihoods social protection;Social protection"
eldis:A20035;Gas flaring in Nigeria: a human rights, environmental and economic monstrosity;;This report examines the social, environmental and economic consequences of gas flaring- the process of burning-off surplus combustible vapours from a well, either as a means of disposal or as a safety measure -  in the Niger Delta. More gas is flared in Nigeria than anywhere else in the world. Estimates are notoriously unreliable, but roughly 2.5 billion cubic feet of gas associated with crude oil is wasted in this way everyday.Flaring of associated gas began at the start of the industry in the Delta at the very end of British rule, and has been carried to world record heights by Shell, ExxonMobil, ChevronTexaco, Agip and TotalFinaElf in joint ventures with the state-owned Nigerian National Petroleum Corporation. This has happened despite its immense social, environmental and economic costs, which have made it general illegal since 1984:the flares have contributed more greenhouse gases than all of sub- Saharan Africa combinedthe flares contain a cocktail of toxins that affect the health and livelihood of local communities, exposing Niger Delta residents to an increased risk of premature deaths, child respiratory illnesses, asthma and cancer2.5 billion cubic feet of gas associated with crude oil is wasted in this way everyday which is equal to 40% of all Africa's natural gas consumption in 2001, while the annual financial loss to Nigeria is about US $2.5 billionthe benefits of nearly half a century of oil production have gone almost exclusively to the multinationals and the corrupt local eliteeven though the Nigerian President Olusegun Obasanjo and the major transnational oil companies appear to have agreed a non-binding commitment to a flare-out date of 2008, efforts to achieve the target have been, at best, slowwith crude oil production having risen to 2.5 million barrels per day in 2004, and with the projected increase to 4 million barrels per day by 2010, it is difficult to see how most of the resulting increased amounts of associated gas will not be flare.The report demands an immediate end to gas flaring, and an end to exploration and new oil field development until facilities are in place for the utilisation of all associated gas.[adapted from author] ;;;Friends of the Earth International ;eldis;01/01/2005;en;"environment;climate change;extractive industries";Land, Climate change & Environment;;"202;NGA";;http://www.eldis.org/document/A20035;http://www.eldis.org/vfile/upload/1/document/0708/DOC19308.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.eldis.org%2Fvfile%2Fupload%2F1%2Fdocument%2F0708%2FDOC19308.pdf;;;;"gas flaring;gas;Corporate Social Responsibility;ChevronTexaco;TotalFinaElf;SHELL;Climate change;Extractive industries oil;Extractive industries;ExxonMobil;Agip"
