ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publication date;Languages;Related concepts;Themes;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages;Potential List;Internal ID;
"kla:2788";"Unjust Enrichment-The Making of Land Grabbing Millionaires-Living Large Series";"";"The illegal and irregular allocations of public land as chronicled in the Ndungu Report amount to a rip-off that dwarfs the Goldenberg and Anglo-Leasing scandals. Our analysis in this first issue in the series covers Karura, Ngong Road and Kiptagich forests and suggests a loss of public resources in excess of Ksh.18.4 billion. The Ndungu Report covers ten other forests as well as other public land, ranging from road reserves to cemeteries to public toilets and even State House land. As we cover these in future issues of the series, the cumulative loss will certainly be astounding.";"";"Kenya Land Alliance";"Kenya Land Alliance";"Kenya Land Alliance";"2006-06-02";"en";"advocacy;alienation (land);land dispute;land dispute resolution;land documentation;land governance;land grabbing;land rights";"Land Conflicts";"KEN";"Policy Papers & Briefs";"http://www.kenyalandalliance.or.ke/download/unjust-enrichment-the-making-of-land-grabbing-millionaires-living-large-series/";"http://www.kenyalandalliance.or.ke/download/unjust-enrichment-the-making-of-land-grabbing-millionaires-living-large-series/?wpdmdl=2788";"http://www.kenyalandalliance.or.ke/wp-content/uploads/2018/11/unjust-enrichment.png";"";"";"";"";""
"kla:2684";"DFID Support To Kenya Land Reform Process";"";"The consultancy required a Project Completion Report of DFID’s support to the Kenya Land Alliance (KLA) and advice to DFID on possible future activities that would support pro poor land reform in Kenya. This final report has been prepared following the comments on the draft report by the Hon Kimunya, Minister of Lands and Settlement, and senior managers in the Ministry, the responsible DFID-Kenya officials and KLA’s Co-ordinator.";"";"Kenya Land Alliance";"Kenya Land Alliance";"Kenya Land Alliance";"2003-08-11";"en";"customary tenure;land;land access;land governance;land information systems;land policies;land reform;land rights;land tenure;land use";"";"KEN";"Journal Articles & Books";"http://www.kenyalandalliance.or.ke/download/dfid-support-to-kenya-land-reform-process/";"http://www.kenyalandalliance.or.ke/download/dfid-support-to-kenya-land-reform-process/?wpdmdl=2684";"http://www.kenyalandalliance.or.ke/wp-content/uploads/2018/10/dfid_support_to_kenya_land_reform_process.pdf.png";"";"";"";"";""
"kla:2686";"Kenya Land Issuance Disaggregated Data Analysis";"";"This booklet reveals that women only got 103,043 titles representing 10.3 percent, while men got 865,095 titles representing 86.5 percent of the total. The glaring disparity is made clear when looked at against the actual land sizes and titled for women against men. The data sample shows that out of 10,129,704 hectares of land titled between 2013 and 2017 women got 163,253 hectares representing a paltry 1.62 while men got 9,903,304 hectares representing 97.76 percent.";"";"Kenya Land Alliance";"Kenya Land Alliance";"Kenya Land Alliance";"2018-03-05";"en";"gender equity in access to land;land;land access;land governance;land ownership;land records;land tenure;women";"Land & Gender";"KEN";"Policy Papers & Briefs";"http://www.kenyalandalliance.or.ke/download/kenya-land-issuance-disaggregated-data-analysis/";"http://www.kenyalandalliance.or.ke/download/kenya-land-issuance-disaggregated-data-analysis/?wpdmdl=2686";"http://www.kenyalandalliance.or.ke/wp-content/uploads/2018/10/Kenya-Land-Issuance-Disaggregated-Data-Analysis.png";"";"";"";"";""
"kla:2703";"Campaign for the Enactment of The Ghai Constitution in Time for the Forthcoming Election and to Complete the on-Going Reform  Agenda";"";"The KLA proposed constitutional principles on land reform as captured in the constitutional draft have become more pronounced with the approach of General Elections and the transition that is expected to see the departure of President Moi from leadership. We therefore, detest the frantic efforts to go to the forthcoming elections before adopting the Ghai draft constitution, because that will be endangering the aroused expectation that at long last we are on the road to sorting out land problems we have lived with since independence.";"";"Kenya Land Alliance";"Kenya Land Alliance";"Kenya Land Alliance";"2002-09-19";"en";"advocacy;land;land access;land administration;land tenure;land tenure systems";"";"KEN";"Institutional & Promotional Materials";"http://www.kenyalandalliance.or.ke/download/kla-compaign-on-ghai-constitution-and-reform-agenda/";"http://www.kenyalandalliance.or.ke/download/kla-compaign-on-ghai-constitution-and-reform-agenda/?wpdmdl=2703";"http://www.kenyalandalliance.or.ke/wp-content/uploads/2018/10/CAMPAIGN-FOR-THE-ENACTMENT-OF-THE-GHAI-CONSTITUTION-IN-TIME-FOR-THE-FORTHCOMING-ELECTION-AND-TO-COMPLETE-THE-ON-GOING-REFORM-agenda.png";"";"";"";"";""
"kla:2660";"Land-Laws-Amendment-Bill-2015";"";"<p style=""text-align: justify;"">The first set of the land laws were enacted in 2012 in line with the timelines outlined in the Constitution of Kenya 2010. In keeping with the spirit of the constitution, the Land Act, Land Registration Act and the national Land Commission Act respond to the requirements of Articles 60, 61, 62, 67 &amp; 68 of the Constitution.</p>";"";"Kenya Land Alliance";"Kenya Land Alliance";"Kenya Land Alliance";"2015-10-21";"en";"cadastral map;common rights;customary land rights;customary tenure;land;land access;land classification;land cover;land cover mapping;land documentation;land governance;land policies;land reform;land tenure;land titling";"";"KEN";"Institutional & Promotional Materials";"http://www.kenyalandalliance.or.ke/download/land-laws-amendment-bill-2015/";"http://www.kenyalandalliance.or.ke/download/land-laws-amendment-bill-2015/?wpdmdl=2660";"http://www.kenyalandalliance.or.ke/wp-content/uploads/2018/10/Land-Laws-Amendment-Bill-2015.png";"";"";"";"";""
"kla:3079";"LAND  ACCESS  ACQUISITION COMPENSATION AND RESETTLEMENT IN THE CONTEXT OF EXTRACTIVES  ON COMMUNITY LAND";"";"<p style=""text-align: justify;"">About 3.5 billion people live in countries rich in oil, gas or minerals. With good governance and transparent management, the revenues from extractive sector can have positive impacts leading to poverty reduction hence boosting shared prosperity , while respecting both the needs of the community and the environment. The extractive sector in Kenya contributes about one (1) per cent to Gross Domestic Product (GDP) and three (3) per cent of the total export earnings. The sector has the potential for higher contribution especially with recent discoveries of oil in Turkana County , Titanium and Rare Earth Elements (REE) in Kwale County , coal and gas in Kitui and Lamu Counties. This is recognized in both the long-term development plan, Kenya Vision 2030 and its subsequent Medium-Term Plans. Specifically , the Second Medium T erm Plan (MTP II) reaffirmed this position by introducing oil and other mineral resources as the seventh sector under the Economic Pillar of Vision 2030.The future strategy is to reduce social conflicts and land issues related to exploration and mining and to improve access to high quality mining talent from our Kenyan universities.</p>";"";"Kenya Land Alliance";"Kenya Land Alliance";"Kenya Land Alliance";"2018-11-01";"en";"community land rights;illegal occupation;land;land access;land acquisitions;land conflicts;land ownership";"Indigenous & Community Land Rights;Land Conflicts;Land in Post-Conflict Settings";"KEN";"Journal Articles & Books";"http://www.kenyalandalliance.or.ke/download/land-access-acquisition-compensa-tion-and-resettlementin-the-contextofextractives-on-communityland/";"http://www.kenyalandalliance.or.ke/download/land-access-acquisition-compensa-tion-and-resettlementin-the-contextofextractives-on-communityland/?wpdmdl=3079";"http://www.kenyalandalliance.or.ke/wp-content/uploads/2018/11/trocaire.jpg";"";"";"";"";""
"kla:2674";"Unjust-Enrichment-Volume 2";"";"<p style=""text-align: justify;"">The figures of public resources estimated to have been channeled into private pockets are so high one hopes, obviously against hope, that they would turn out to be typographical errors. The figures of public resources estimated to have been channeled into private pockets are so high one hopes, obviously against hope, that they would turn out to be typographical errors. Our estimates covering only part of the reports findings show that within a short period of about ten years, a few thousand Kenyans were unjustly enriched by as much as Ksh 53 billion through grabbing of public land at three forests, parastatals and protected areas.</p>";"";"Kenya Land Alliance";"Kenya Land Alliance";"Kenya Land Alliance";"2007-12-03";"en";"arable land;assessment;customary land rights;customary tenure;food security;gender equity in access to land;land;land access;land administration;land area;land classification;land conservation;land cover mapping;land governance;land grabbing;land investments;land management;land policies;land rights;land tenure;land use mapping;natural resources;rural development;sustainable development;women";"Land & Food Security;Land & Gender;Land & Investments;Socio-Economic & Institutional Context";"KEN";"Journal Articles & Books";"http://www.kenyalandalliance.or.ke/download/unjust-enrichment-volume-2-the-making-of-land-grabbing-millionaires/";"http://www.kenyalandalliance.or.ke/download/unjust-enrichment-volume-2-the-making-of-land-grabbing-millionaires/?wpdmdl=2674";"http://www.kenyalandalliance.or.ke/wp-content/uploads/2018/10/Unjust-Enrichment-Volume-1.png";"";"";"";"";""
"kla:2677";"Land & Property Rights";"";"<p style=""text-align: justify;"">The women Land Rights Project is a project of Kenya Land Alliance that aims at actualisation Women land and property rights, as provided in the Constitution of Kenya, 2013 and as a means towards poverty alleviation. This considering the fact that, in Kenya where the foundation of most communities is Agriculture and livestock production, women contribute up to 80% of workforce yet they only hold 1% of registered land in their names and around 5-6% of registered titles are held in joint names (Kenya Land Alliance, 2013).</p>";"";"Kenya Land Alliance";"Kenya Land Alliance";"Kenya Land Alliance";"2014-08-04";"en";"customary tenure;gender equity in access to land;land access;land distribution;land governance;land improvement;land owners;land policies;land reform;land rights;sustainable development;women";"Land & Gender;Socio-Economic & Institutional Context";"KEN";"Journal Articles & Books";"http://www.kenyalandalliance.or.ke/download/land-property-rights-kenya-land-alliance-project/";"http://www.kenyalandalliance.or.ke/download/land-property-rights-kenya-land-alliance-project/?wpdmdl=2677";"http://www.kenyalandalliance.or.ke/wp-content/uploads/2018/10/Women-Land-Property-Rights.png";"";"";"";"";""
"kla:2778";"Challenges Facing the Implementation of the Forest Act 2005";"";"<p style=""text-align: justify;"">The Kenya Land Alliance (KLA) welcomes the new Forest Act 2005 for placing forest resources at the core of sustaining both the local and national economies. Indeed locally forests are a source of food, fodder, wood fuel, construction materials, spiritual and cultural nourishment and traditional medicines among others. The Act, beyond highlighting the environmental and ecological functions of the forest sector, affirmsthe importance of our forest cover as one of the country’s major national assets, and this underscores the need to entrench it.</p>";"";"Kenya Land Alliance";"Kenya Land Alliance";"Kenya Land Alliance";"2006-06-30";"en";"activities;land rights";"";"KEN";"Institutional & Promotional Materials";"http://www.kenyalandalliance.or.ke/download/challenges-facing-the-implementation-of-the-forest-act-2005/";"http://www.kenyalandalliance.or.ke/download/challenges-facing-the-implementation-of-the-forest-act-2005/?wpdmdl=2778";"http://www.kenyalandalliance.or.ke/wp-content/uploads/2018/11/volume-5-number-2.png";"";"";"";"";""
"kla:2775";"A Survey into the Management and use of Wetlands in Kenya";"";"<p style=""text-align: justify;"">The Role Of Wetlands In Poverty Reduction- Extreme poverty among rural poor people living around wetlands remains a daily reality for more than 56% of Kenya’s population, who subsist on less than one dollar a day. Seventy percent of extremely poor households, a majority of who live in rural areas where hunger and poverty prevails, are now being caught up in a new web of lack of access to wetlands as safety-net during hard times due to appropriation of wetlands by private developers. The number of rural households deprived of wetlands, the main source of their livelihood, is increasing daily as a result of expropriation and expansion of commercial activities. If access to wetlands and other common property resources is not treated as a basic human right, the downward spiral of poverty and conflicts this creates will continue.</p>";"";"Kenya Land Alliance";"Kenya Land Alliance";"Kenya Land Alliance";"2006-03-31";"en";"agrarian reform;arable land;land;land cover;land cover change;land cover mapping;land management";"";"KEN";"Institutional & Promotional Materials";"http://www.kenyalandalliance.or.ke/download/a-survey-into-the-management-and-use-of-wetlands-in-kenya/";"http://www.kenyalandalliance.or.ke/download/a-survey-into-the-management-and-use-of-wetlands-in-kenya/?wpdmdl=2775";"http://www.kenyalandalliance.or.ke/wp-content/uploads/2018/11/volume-5-number-1.png";"";"";"";"";""
"kla:2655";"National Conference on Emerging Land Issues in Kenyan Agriculture and their Implications for Food Policy and Institutional Reforms";"";"For a long time sub-Saharan Africa has been considered to have abundant and underutilized land than any other continent. On the contrary, recent studies show that many rural Africans live in increasingly densely populated areas where all arable land is allocated or under cultivation. This has led to a long-term decline in farm size and reduced fallows.";"";"Kenya Land Alliance";"Kenya Land Alliance";"Kenya Land Alliance";"2014-10-30";"en";"advocacy;agrarian reform;compensation;conflicts;customary tenure;displacement;encroachment;eviction;expropriation;extensive land use;food security;land access;land governance;land grabbing;land management;land policies;land reform;land titling;land use";"Land & Food Security;Land Conflicts;Land in Post-Conflict Settings";"KEN";"Journal Articles & Books";"http://www.kenyalandalliance.or.ke/download/national-conference-on-emerging-land-issues-in-kenyan-agriculture-and-their-implications-for-food-policy-and-institutional-reforms/";"http://www.kenyalandalliance.or.ke/download/national-conference-on-emerging-land-issues-in-kenyan-agriculture-and-their-implications-for-food-policy-and-institutional-reforms/?wpdmdl=2655";"http://www.kenyalandalliance.or.ke/wp-content/uploads/2018/10/kenya-land-alliance-conference-report.png";"";"";"";"";""
"kla:2770";"Kenya Finally Starts the Process of Developing a National Land Policy";"";"<p style=""text-align: justify;"">The Government of Kenya through the Ministry of Lands and Housing (MOLH) has finally embarked on the process of developing a National Land Policy (NLP) that is envisaged to be in place by June 2005. It has been a tortuous journey for many in the civil society and other stakeholders. The NLP will come, as a gratifying culmination of a battle well fought and the win will hopefully be savoured for a very long time to come. The Minister of Lands and Housing, Hon. Amos Kimunya launched the NLP policy formulation process during a two-day stakeholders’ workshop that was held at the School of Monetary Studies in Nairobi. The meeting held on 10th and 11th February 2004, drew participants from different departments in the MOLH and the civil society, private sector, academic and professional bodies. Other participants included representatives from UNEP, DFID, JICA, Oxfam GB and UN Habitat</p>";"";"Kenya Land Alliance";"Kenya Land Alliance";"Kenya Land Alliance";"2004-06-30";"en";"advocacy;land;land governance;land policies;land reform";"";"KEN";"Institutional & Promotional Materials";"http://www.kenyalandalliance.or.ke/download/kenya-finally-starts-the-process-of-developing-a-national-land-policy/";"http://www.kenyalandalliance.or.ke/download/kenya-finally-starts-the-process-of-developing-a-national-land-policy/?wpdmdl=2770";"http://www.kenyalandalliance.or.ke/wp-content/uploads/2018/11/volume-3-number-2.png";"";"";"";"";""
"kla:2772";"The National Land Policy in Kenya Must Address Natural Resources";"";"<p style=""text-align: justify;"">Although The National Land Policy Formulation Process is concentrated on addressing land issues, the reform agenda requires inter- alia that there are policy directions for establishing an equitable framework for economic growth and access to natural resources. The natural resources in question include water, forests, minerals, mineral oils, wildlife, marine resources, fisheries, pastures, and wetlands. Natural resources are important for social and economic development as a source of revenue and enhancement of lives of communities whose livelihoods entirely depend on them. Thus, it is necessary that the use and access to natural resources is regulated for sustainable development.</p>";"";"Kenya Land Alliance";"Kenya Land Alliance";"Kenya Land Alliance";"2004-09-04";"en";"advocacy;arable land;land administration;land law;land policies;natural resources;natural resources management";"";"KEN";"Policy Papers & Briefs";"http://www.kenyalandalliance.or.ke/download/the-national-land-policy-in-kenya-must-address-natural-resources/";"http://www.kenyalandalliance.or.ke/download/the-national-land-policy-in-kenya-must-address-natural-resources/?wpdmdl=2772";"http://www.kenyalandalliance.or.ke/wp-content/uploads/2018/11/volume-3-number-3.png";"";"";"";"";""
"kla:2773";"How Should the ‘Ndung’u’ Report Recommendations be Implemented? - What Kenyans Say.";"";"<p style=""text-align: justify;"">The report of the Presidential Commission of Inquiry into the Illegal/Irregular Allocation of Public Land is finally out! Popularly known as the ‘Ndung’u’ Report, the publication of this three-volume document is important to the Kenya Land Alliance for two major reasons. Firstly, the appointment of the Coordinator of the Kenya Land Alliance to the Commission marked a threshold in the relations between KLA and the Government of Kenya. Coming in those heady first six months of the NARC government, the appointment caused quite a stir among the KLA membership and the general public.</p>";"";"Kenya Land Alliance";"Kenya Land Alliance";"Kenya Land Alliance";"2004-12-31";"en";"advocacy;commons;dispossession;land administration;land allocation;land area;land dispute;land dispute resolution;land law;land management";"Land Conflicts";"KEN";"Policy Papers & Briefs";"http://www.kenyalandalliance.or.ke/download/how-should-the-ndungu-report-recommendations-be-implemented-what-kenyans-say/";"http://www.kenyalandalliance.or.ke/download/how-should-the-ndungu-report-recommendations-be-implemented-what-kenyans-say/?wpdmdl=2773";"http://www.kenyalandalliance.or.ke/wp-content/uploads/2018/11/volume-3-number-4.png";"";"";"";"";""
"kla:2717";"Background to Human-Wildlife conflicts in Kenya";"";"Wildlife is one of Kenya’s greatest natural resource and is the foundation upon which nature-based tourism is based. However, it is one resource that is in constant danger of extinction as burgeoning populations and animals fight for limited space In addition, poaching has greatly reduced wildlife populations in the absence of adequate policies to manage consumptive utilisation that would generate benefits for communities living with wildlife.";"";"Kenya Land Alliance";"Kenya Land Alliance";"Kenya Land Alliance";"2012-02-06";"en";"climate change;land;land use;natural resources;natural resources management;sustainable land use";"Land, Climate Change & Environment";"KEN";"Policy Papers & Briefs";"http://www.kenyalandalliance.or.ke/download/background-to-human-wildlife-conflicts-in-kenya/";"http://www.kenyalandalliance.or.ke/download/background-to-human-wildlife-conflicts-in-kenya/?wpdmdl=2717";"http://www.kenyalandalliance.or.ke/wp-content/uploads/2018/10/background-to-human-wildlife-conflict.png";"";"";"";"";""
