ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publication date;Languages;Related concepts;Themes;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages;Potential List;Internal ID;
"IDRC:10625/56764";"Securing community tenure rights to land in Betem, Akpet, Idoma and Akampa in Cross River State, Nigeria";"";"The study focuses on impacts of  PZ Wilmar’s acquisition of nearly 30,000 hectares of land. Wilmar is a multinational company involved in land grabbing cases related to oil palm plantations in Cross River State, Nigeria. The study shows the extent of Wilmar’s infringement on communal land rights,  examining cases of eviction and destruction of livelihoods. Findings show that the four communities studied suffered from increasing food prices, deficits of local staple foods, evictions and displacement of poor farmers. Severe loss of biodiversity due to pollution and unsustainable environmental practices was observed. Recommendations outline effective community action and advocacy.";"Uyi Ojo, Godwin
Uwagie-Ero, Adesuwa
Tokunbor, Nosa";"";"FIAN International;Transnational Institute";"International Development Research Centre";"2017-09-30";"en";"forest conservation;indigenous peoples;land governance;land grabbing;land rights;land tenure";"Forest Landscape Restoration;Forest Tenure;Indigenous & Community Land Rights";"202;NGA";"Reports & Research";"http://hdl.handle.net/10625/56764";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/56764/2/IDL-56764.pdf";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/56764/4/IDL-56764.pdf.jpg";"";"";"";"LAND GRABBING;LAND TENURE;INDIGENOUS PEOPLES;NATURAL RESOURCE CONFLICTS;LAND GOVERNANCE;NIGERIA;SOUTH OF SAHARA;ENVIRONMENTAL DEGRADATION;FOREST MANAGEMENT;FOREST CONSERVATION;LAND RIGHTS;RIGHT TO NATURAL RESOURCES CONTROL;PALM OIL;PLANTATIONS;LAND CONCENTRATION;TENURE GUIDELINES;CROSS RIVER STATE;GORILLAS;PRIVATIZATION;EXPLOITATION;CORPORATE IMPUNITY;IMPUNITY";""
"IDRC:10625/20079";"Seeding reforestation : what drives forest expansion in China?";"";"Summary of EEPSEA research report: Econometric analysis of the causes of forest land use changes in Hainan, China";"";"International Development Research Centre";"";"International Development Research Centre";"2001-12-31";"en";"land reform;land use";"Land, Climate Change & Environment;Socio-Economic & Institutional Context";"CHN";"Reports & Research";"http://hdl.handle.net/10625/20079";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/20079/5/116773.pdf";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/20079/7/116773.pdf.jpg";"";"";"";"FOREST MANAGEMENT;LAND USE;FOREST UTILIZATION;TROPICAL FORESTS;ISLANDS;CHINA;FOREST POLICY;LAND REFORM;ECONOMETRIC MODELS";""
"IDRC:10625/23897";"Resource tenure";"";"";"";"";"International Development Research Centre";"International Development Research Centre";"1999-12-31";"en";"land tenure;natural resources;property rights;sustainable development";"Indigenous & Community Land Rights;Land, Climate Change & Environment;Socio-Economic & Institutional Context";"";"Reports & Research";"http://hdl.handle.net/10625/23897";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/23897/5/114514.pdf";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/23897/7/114514.pdf.jpg";"";"";"";"NATURAL RESOURCES;RESOURCES MANAGEMENT;RESOURCES UTILIZATION;PROPERTY RIGHTS;SUSTAINABLE DEVELOPMENT;COMMUNITY PARTICIPATION;LOCAL LEVEL;LAND TENURE;PARTICIPATORY RESEARCH;FIELD RESEARCH";""
"IDRC:10625/40328";"Peri-urban informal rental housing market in Luanda : it's magnitude, characteristics and implications for poverty reduction strategies and programmes (scoping study of informal housing rental markets in peri-urban areas of Angola)";"";"";"";"Development Workshop";"";"International Development Research Centre";"2009-12-31";"en";"land tenure";"Indigenous & Community Land Rights";"AGO";"Reports & Research";"http://hdl.handle.net/10625/40328";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/40328/1/128830.pdf";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/40328/3/128830.pdf.jpg";"";"";"";"ANGOLA INFORMAL RENTAL HOUSING;PERI-URBAN INFORMAL RENTAL HOUSING MARKET;POVERTY REDUCTION STRATEGIES;SOCIO-ECONOMIC SURVEYS;INTERVIEWS;LAND TENURE;HOUSING CONDITIONS;SANITATION SERVICES;GOVERNMENT POLICY;ANGOLA";""
"IDRC:10625/35356";"Context : brief historical background, and the genesis of the GAAS action research efforts";"";"Chapter in ARCHIV 127335 - Rebuilding common property management : a case study of community-based natural resource management in rural Guizhou, China";"Qiu Sun
Vernooy, Ronnie";"";"Wageningen University & Research";"International Development Research Centre";"2007-12-31";"en";"grasslands;land tenure";"Indigenous & Community Land Rights";"CHN";"Journal Articles & Books";"http://hdl.handle.net/10625/35356";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/35356/1/127335.pdf";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/35356/3/127335.pdf.jpg";"";"";"";"GLOBAL COMMONS;COMMUNAL LAND;LAND TENURE;GRASSLANDS;FOREST RESOURCES;WATER RESOURCES;RESOURCES MANAGEMENT;COMMUNITY PARTICIPATION;CHINA";""
"IDRC:10625/57167";"Gender dynamics in mango production system in India";"";"Rural women in India are rarely consulted in development projects that may increase men’s production and income, but add to their own workloads. Women’s on-farm household and productive labor is significant but underrecognized and under-valued. Women farmers have no rights to farmlands, though most farm production is carried out by them. This paper addresses women’s decision making regarding mango production. Study findings suggest that redressing the gender gap in decision making, and improving management skills of women through training would reduce post harvest losses, impacting farm productivity and increasing income and household food security.";"Sekar, C.
Subramanian, Kizhaeral Sevathapandian
Subramanian, Jayasankar
Prakash, Vijaya";"";"";"International Development Research Centre";"2014-12-31";"en";"food security;land rights";"Indigenous & Community Land Rights;Land & Food Security";"034;IND";"Peer-reviewed publication";"http://hdl.handle.net/10625/57167";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/57167/2/IDL-57167.pdf";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/57167/4/IDL-57167.pdf.jpg";"";"";"";"POSTHARVEST LOSSES;WOMEN IN AGRICULTURE;GENDER ROLES;OWNERSHIP;DECISION MAKING;FOOD SECURITY;INDIA;SOUTH ASIA;MANGOES;LAND RIGHTS;GENDER DISCRIMINATION;WOMEN'S EMPLOYMENT";""
"IDRC:10625/52827";"Owning land a path out of poverty in Pakistan";"";"For decades, efforts to distribute agricultural land more equitably consistently excluded women. Then, a groundbreaking research project made women part of the discussion. It set the stage for a provincial campaign that for the first time in Pakistan’s history transferred land to poor women.";"Dale, Stephen";"";"International Development Research Centre";"International Development Research Centre";"2011-12-31";"en";"land reform;property rights;right of access";"Indigenous & Community Land Rights;Socio-Economic & Institutional Context";"PAK";"Reports & Research";"http://hdl.handle.net/10625/52827";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/52827/1/IDL-52827.pdf";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/52827/3/IDL-52827.pdf.jpg";"";"";"";"PAKISTAN;LAND TITLES;PROPERTY RIGHTS;RIGHT OF ACCESS;WOMEN'S PARTICIPATION;POVERTY MITIGATION;WIDOWS;FEMALE-HEADED HOUSEHOLDS;GENDER EQUALITY;LAND REFORM";""
"IDRC:10625/25659";"Tradition among the Gran Sabana Pemón";"";"";"Eberlee, John";"";"International Development Research Centre";"International Development Research Centre";"1996-12-31";"en";"deforestation;land management";"Forest Landscape Restoration;Forest Tenure;Land Stakeholders & Institutions;Land, Climate Change & Environment";"VEN";"Journal Articles & Books";"http://hdl.handle.net/10625/25659";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/25659/2/112179.pdf";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/25659/4/112179.pdf.jpg";"";"";"";"SAVANNAS;LAND MANAGEMENT;TRADITIONAL TECHNOLOGY;DEFORESTATION;VENEZUELA";""
"IDRC:10625/54846";"Geographical information systems for endemic diseases control in Botswana : consultancy report (24 January 1994 - 1 February 1994)";"";"";"Nuttall, I.";"";"";"International Development Research Centre";"1994-02-28";"en";"land tenure";"Indigenous & Community Land Rights";"BWA";"Reports & Research";"http://hdl.handle.net/10625/54846";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/54846/1/IDL-54846.pdf";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/54846/3/IDL-54846.pdf.jpg";"";"";"";"GEOGRAPHIC INFORMATION SYSTEMS;BOTSWANA;DATABASES;DATA COLLECTION;HEALTH FACILITIES;LAND TENURE;TRAINING COURSES;TECHNOLOGY TRANSFER;DISEASE CONTROL;CONSULTANTS' REPORTS";""
"IDRC:10625/38935";"Common land : commercialization vs conservation";"";"Across South Asia, many rural people use common land to harvest naturally-growing plants, grow crops and feed their livestock. Increasingly this activity is being commercialized as farmers move to sell the produce they obtain. Despite the importance of this development to village people, its overall effect is uncertain and there are fears that it will damage the environment.";"Dasgupta, Purnamita";"";"South Asian Network for Development and Environmental Economics";"International Development Research Centre";"2006-12-31";"en";"land management;land use;sustainable development";"Land Stakeholders & Institutions;Land, Climate Change & Environment;Socio-Economic & Institutional Context";"IND";"Policy Papers & Briefs";"http://hdl.handle.net/10625/38935";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/38935/1/128294.pdf";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/38935/3/128294.pdf.jpg";"";"";"";"COMMUNAL LAND;LAND USE;INCOME GENERATION;ENVIRONMENTAL DEGRADATION;SUSTAINABLE DEVELOPMENT;LAND MANAGEMENT;INDIA";""
"IDRC:10625/52824";"New attitudes key to progress in Malawi, Cameroon";"";"Women in many African countries have a legal right to
own land, but this often means little in areas where
“customary law” prevails. As a result, researchers in two
countries have come to believe that women’s security
of tenure depends as much on addressing social
assumptions as on enacting legal reforms.";"Dale, Stephen";"";"International Development Research Centre";"International Development Research Centre";"2011-12-31";"en";"customary law;land tenure";"Indigenous & Community Land Rights";"202";"Reports & Research";"http://hdl.handle.net/10625/52824";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/52824/1/IDL-52824.pdf";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/52824/3/IDL-52824.pdf.jpg";"";"";"";"LAND TENURE;WOMEN'S PARTICIPATION;WOMEN'S ROLE;CUSTOMARY LAW;LIVELIHOOD SECURITY;WOMEN'S STATUS;EQUITY;SUB-SAHARAN AFRICA;ACCESS TO LEGAL INFORMATION;LEGAL STATUS";""
"IDRC:10625/34025";"Searching for sustainable land use practices in Honduras : lessons from a program of participatory research with hillside farmers";"";"";"Humphries, Sally
Gonzales, Juan
Jimenez, Jose
Sierra, Fredy";"";"";"International Development Research Centre";"1999-12-31";"en";"land management";"Land Stakeholders & Institutions";"HND";"Reports & Research";"http://hdl.handle.net/10625/34025";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/34025/1/125247.pdf";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/34025/3/125247.pdf.jpg";"";"";"";"SUSTAINABLE AGRICULTURE;CULTIVATION PRACTICES;LAND MANAGEMENT;PARTICIPATORY RESEARCH;HONDURAS;AGRICULTURAL EXTENSION;ON-FARM RESEARCH;SMALL FARMS;HILLS";""
"IDRC:10625/59141";"Land live : land ownership in rural India and intra household exchanges";"";"The study examines the role of land ownership in shaping the well-being of older Indians by using data from the India Human Development Survey II (IHDS-II). In a society structured around extended households it focuses on the exchanges between parents and adult children in order to explore possible financial motives involved in elder care. Three aspects of well-being are considered: co-residence, medical expenditure and decision-making power within the household.";"Desai, Sonalde
Barik, Debasis";"";"";"International Development Research Centre";"2017-02-24";"en";"land ownership";"";"034;IND";"Reports & Research";"http://hdl.handle.net/10625/59141";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/59141/2/IDL-59141.pdf";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/59141/4/IDL-59141.pdf.jpg";"";"";"";"LAND OWNERSHIP;INHERITANCE;AGEING;DEMOGRAPHICS;FINANCIAL ASPECTS;CULTURAL ASPECTS;WOMEN’S STATUS;INDIA;SOUTH ASIA";""
"IDRC:10625/23738";"Land reform is not enough : farming in the Caribbean";"";"Library has French version: Chaque paysan sa parcelle";"Campbell, F.";"";"International Development Research Centre";"International Development Research Centre";"1986-12-31";"en";"farm tenancy;land reform;smallholders";"Indigenous & Community Land Rights;Land Stakeholders & Institutions;Socio-Economic & Institutional Context";"ATG;MSR";"Journal Articles & Books";"http://hdl.handle.net/10625/23738";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/23738/1/111050.pdf";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/23738/3/111050.pdf.jpg";"";"";"";"LAND REFORM;FARM TENANCY;SMALLHOLDERS;SURVEYS;ANTIGUA AND BARBUDA;MONTSERRAT";""
"IDRC:10625/47428";"Inter-American Institute (IAI) newsletter, issue 2, 2011";"";"IAI projects funded by the US National Science Foundation (NSF) and Canada's IDRC included support of research in the La Plata Basin, which has experienced extensive land use changes. Projects examine the effects of hydrological and climate change on agriculture, as well as how land use feeds back into effects on regional hydrology and climate, both economically and socially. Several articles in this newsletter present results of these interactions, such as an economic analysis of flooding, effects on soil carbon stocks, and drivers of land use change.";"";"";"";"International Development Research Centre";"2011-12-31";"en";"agriculture;land use change";"";"";"Institutional & promotional materials";"http://hdl.handle.net/10625/47428";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/47428/1/133770.pdf";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/47428/3/133770.pdf.jpg";"";"";"";"AGRICULTURE;LAND USE CHANGE;LA PLATA RIVER BASIN;CLIMATE CHANGE ADAPTATION;WATER SECURITY;POLLUTION;URBAN MANAGEMENT";""
"IDRC:10625/37561";"Decentralisation, Land Rights and the Construction of Women's Citizenship in Sub-Saharan Africa : a Comparative Study of Uganda, Kenya and Tanzania; first project evaluation report";"";"The evaluation report reviews a methodology workshop and project proposal, held in Nairobi, Kenya. At the workshop it was recommended that team members should be grounded in a shared understanding of the conceptual literature on citizenship generally, and social citizenship in particular, as well as literature on the broader question of whether decentralization necessarily improves service delivery. Some other determinants of research were analyzed, such as clarification of objectives, identification of themes, preparation of a work schedule, and aspects that would further focus the design of research.";"Nyamu Musembi, Celestine";"";"";"International Development Research Centre";"2008-12-31";"en";"land tenure";"Indigenous & Community Land Rights";"KEN;TZA;UGA";"Institutional & promotional materials";"http://hdl.handle.net/10625/37561";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/37561/1/127903.pdf";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/37561/3/127903.pdf.jpg";"";"";"";"PROJECT DESIGN;COMPARATIVE ANALYSIS;LAND TENURE;WOMEN'S RIGHTS;WOMEN'S PARTICIPATION;KENYA;TANZANIA;UGANDA;PROGRAMME EVALUATION;PROJECT APPRAISAL";""
"IDRC:10625/58827";"An ecoHealth approach : prediction and prevention of emerging infectious diseases from wildlife : final technical report";"";"Approximately 20% of novel emerging infectious diseases (EIDs) and 50% of emerging and re-emerging zoonotic diseases have been attributed to land-use change. It is a clear threat to global biodiversity and ecosystem services and a key driver of EIDs. The project investigates the mechanisms underlying disease emergence by assessing the impacts of land-use change, measured as forest fragmentation, on viral diversity and bat host assemblages. The University of São Paulo (USP) research team and New York-based EcoHealth Alliance have used active surveillance of bat and domestic animal populations to detect pathogens that cause emerging and established zoonotic diseases.";"EcoHealth Alliance";"";"";"International Development Research Centre";"2015-03-31";"en";"deforestation;land use change";"Forest Landscape Restoration;Forest Tenure;Land, Climate Change & Environment";"005;BRA";"Reports & Research";"http://hdl.handle.net/10625/58827";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/58827/2/IDL%20-%2058827.pdf";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/58827/4/IDL%20-%2058827.pdf.jpg";"";"";"";"CLIMATE SENSITIVE DISEASES;DISEASE VECTORS;BATS;CHIROPTERA;ZOONOTIC DISEASES;DISEASE CONTROL;EPIDEMIOLOGY;DEFORESTATION;LAND USE CHANGE;PATHOGENS;CORONAVIRUS;ECOHEALTH;GLOBAL HEALTH;BRAZIL;AMAZON REGION;SOUTH AMERICA";""
"IDRC:10625/25483";"Useful site : urban planning in Quito, Ecuador";"";"";"Ruiz, W.";"";"International Development Research Centre";"International Development Research Centre";"1985-12-31";"en";"land speculation;urban land";"Land & Investments;Urban Tenure";"ECU";"Journal Articles & Books";"http://hdl.handle.net/10625/25483";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/25483/1/110944.pdf";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/25483/3/110944.pdf.jpg";"";"";"";"HOUSING SHORTAGE;URBAN LAND;LAND SPECULATION;URBAN POLICY;HOUSING PROJECTS;TOWNS;ECUADOR";""
"IDRC:10625/52293";"Significance of social networks in sustainable land management in Central Ethiopia and Eastern Uganda";"";"Fostering collective action is necessary for scaling sustainable land management (SLM)  innovations. This paper analyses the significance of social networks in SLM among agricultural rural communities in central Ethiopia and eastern Uganda. Social networks facilitate collective action important for small-scale resource-poor farmers, who tend to rely more on informal sources of information, as well as for women farmers, whose information needs are often not addressed by formal extension services.  Findings showed a positive relationship between the strength of social networks and SLM innovation practices. However, private sector networks, particularly important in fostering market-led innovations for enhanced adoption, are conspicuously lacking.";"Tukahirwa, J.M.B.
Fungo, B.
Kamugisha, R.
Wagoire, W.
Gorfu, B.";"";"African Crop Science Society";"International Development Research Centre";"2013-12-31";"en";"sustainable land management";"Land, Climate Change & Environment";"014;ETH;UGA";"Peer-reviewed publication";"http://hdl.handle.net/10625/52293";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/52293/1/IDL-52293.pdf";"https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/52293/3/IDL-52293.pdf.jpg";"";"";"";"EASTERN AFRICA;HIGHLANDS;INNOVATION PLATFORMS;ETHIOPIA;UGANDA;SOCIAL CAPITAL;LOCAL GOVERNANCE;SUSTAINABLE LAND MANAGEMENT;KNOWLEDGE SHARING;NATURAL RESOURCE MANAGEMENT;LAND POLICY;RURAL COMMUNITIES;INDIGENOUS KNOWLEDGE";""
