ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publicaton date (YYYY/MM);Language;Related concepts;Themes;Overarching Categories;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages
LaReferencia:BR_aa6fb98879a5203a0f8832977537d803;Conocimientos tradicionales Ticuna en la agricultura de chagra y los mecanismos innovadores para su protección;;La vinculación de los pueblos indígenas al mercado global es una realidad y en ella se configuran estrategias de apropiación del conocimiento tradicional, sin que medie norma alguna que permita restituir los derechos que ostentan los poseedores de dichos conocimientos, en tanto que las poblaciones indígenas vienen solicitando un sistema sui generis para su protección y vinculación equitativa en dichos mercados. El artículo presenta los resultados de un proceso de investigación participativa desarrollada con comunidades Ticuna, en el sur de la Amazonia colombiana, territorio fronterizo que Colombia comparte con Brasil y Perú en el alto río Amazonas, y analiza cómo, a partir del conocimiento sobre los usos y manejos de las chagras indígenas, se estructura la cadena agroalimentaria de la yuca (Manihot esculenta Crantz), proceso que ha permitido adelantar la discusión sobre los derechos de propiedad intelectual con énfasis en las indicaciones geográficas y las marcas colectivas, como posibles mecanismos idóneos a ser utilizados por los productores indígenas para la protección de los conocimientos tradicionales asociados a la biodiversidad.;"Acosta Muñoz,Luis Eduardo

Zoria Java,José";;MCTI/Museu Paraense Emílio Goeldi;LA Referencia;01/08/2012;es;"indigenous peoples; indigenous tenure; agriculture; food security";"Indigenous & Community Land Rights;Land & Food Security";Access to Land & Tenure Security;"BRA;COL;PER";Journal Articles & Books;http://www.lareferencia.info/vufind/Record/BR_aa6fb98879a5203a0f8832977537d803;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-81222012000200007;;;info:eu-repo/semantics/openAccess : Open Access, this refers to access without restrictions, and without financial incentives. Access to the resource is gained directly, without any obstacles.;
LaReferencia:CO_9cfa10325f6cd1d1f7db01c025e0f25a;Análisis de alternativas de política para la conservación del bosque nativo de Caldén de Córdoba, Argentina;;El objetivo de este trabajo es desarrollar un análisis beneficio-costo que permita identificar el incentivo económico a la deforestación del bosque de Caldén y el impacto económico de diferentes alternativas políticas. Los resultados indican que, de mantenerse las condiciones de precios y rendimientos actuales, existe un incentivo económico a la deforestación en más de 70 % de la superficie actual de bosque. A partir del aprovechamiento múltiple del bosque, junto a la política actual de bosques, se podría conservar la superficie actual, así como reducir los esfuerzos del Estado en términos de transferencias y el costo de oportunidad del productor que incentiva a la deforestación. ;"Tello, Diego Sebastián; Universidad Nacional de Río Cuarto

de Prada, Jorge Dante; Universidad Nacional de Río Cuarto, Argentina.";;Editorial Javeriana.;LA Referencia;16/05/2018;es;"natural resources management; forest land; forest conservation; forest management plans; deforestation";"Land, Climate change & Environment;Forest Tenure";Land Use, Management & Investment;ARG;Journal Articles & Books;http://www.lareferencia.info/vufind/Record/CO_9cfa10325f6cd1d1f7db01c025e0f25a;http://revistas.javeriana.edu.co/index.php/ambienteydesarrollo/article/view/22183;;CC-BY;Copyright (c) 2018 Diego Sebastián Tello;
LaReferencia:CR_51bb076afa9dc65ef28875d52beaf0f2;GENDER EQUALITY IN COSTA RICA: FROM RECOGNITION TO REDISTRIBUTION;;For the purposes of this article, we address gender inequality as a dimension ofsocioeconomic inequality expressed in Costa Rica. Through the evaluation of a seriesof socioeconomic variables, we show that even when the country has moved forward interms of recognition of women rights, there is still much to do to achieve greater levels ofequality in the access to productive resources, socio-economic assets and employment.;"Arias Ramírez, Rafael

Sánchez Meza, Rafael

Sánchez Hernández, Leonardo";;Universidad de Costa Rica;LA Referencia;01/08/2014;es;"women; land rights; gender equity in access to land; land distribution; property";Land & Gender;Access to Land & Tenure Security;CRI;Journal Articles & Books;http://www.lareferencia.info/vufind/Record/CR_51bb076afa9dc65ef28875d52beaf0f2;https://revistas.ucr.ac.cr/index.php/sociales/article/view/19116;;;Copyright (c) 2015 Revista de Ciencias Sociales;
LaReferencia:PE_6c8ce10aead02651db58c27bcefa0029;La influencia de las redes transnacionales de sociedad civil en la implementación de la política de formalización de territorios indígenas en la Amazonía peruana. El caso de la cooperación noruega;;Una de las principales demandas de los pueblos indígenas es el reconocimiento y seguridad jurídica de sus territorios. En Perú se realiza a través del otorgamiento de títulos a comunidades nativas, política que se viene dando desde la década de los setenta, pero que a la fecha no ha culminado, existiendo todavía una demanda considerable de comunidades nativas por titular. La presente investigación estudia cómo las organizaciones indígenas amazónicas peruanas han logrado influenciar en las políticas nacionales de reducción de deforestación para implementar el proceso de titulación de comunidades nativas. Para ello se estudia a las redes transnacionales de advocacy formadas para este fin, quienes siguiendo el patrón boomerang , emplean la presión a organismos internacionales y otros Estados como Noruega, los cuales a su vez generan influencia, para lograr cambios en las políticas domésticas. Así, los pueblos indígenas amazónicos se posicionaron en las discusiones internacionales sobre la reducción de la deforestación y el cambio climático, generando redes transnacionales que les permiten tener influencia a nivel nacional e internacional, y fueron exitosos en conseguir recursos financieros de la cooperación internacional climática para culminar los procesos de titulación de las comunidades nativas en el país.;Huamani Mujica, Suyana;;Pontificia Universidad Católica del Perú;LA Referencia;02/08/2017;es;"indigenous peoples; indigenous tenure; indigenous land rights; sustainable development";"Socio-Economic & Institutional Context;Indigenous & Community Land Rights";Access to Land & Tenure Security;PER;Reports & Research;http://www.lareferencia.info/vufind/Record/PE_6c8ce10aead02651db58c27bcefa0029;http://tesis.pucp.edu.pe/repositorio/handle/123456789/9147;;CC-BY-NC-ND;info:eu-repo/semantics/openAccess : Open Access, this refers to access without restrictions, and without financial incentives. Access to the resource is gained directly, without any obstacles.;
LaReferencia:BR_277fb13eeca7e84f2b643618591db61f;Manejo da irrigação em pastagem irrigada por pivô-central;;"A aplicação de lâminas de irrigação em pastagem irrigada sob pivô-central é, de maneira geral, realizada sem um critério técnico pertinente ao sistema, pois se deve considerar que para um mesmo período a pastagem se encontra em diferentes estádios de desenvolvimento em cada parcela, apresentando taxas de evapotranspiração diferenciadas dentro da área irrigada; todavia, usualmente se aplica uma única lâmina para toda a área. Neste trabalho foi desenvolvido um modelo para aplicação de lâminas de irrigação distinta para cada parcela do pivô o qual, de modo geral, considera: i) a capacidade do pivô-central de aplicar lâminas distintas na área; ii) o nível de desenvolvimento da cultura em cada parcela; iii) o período de retorno do gado a determinada parcela (ciclo de pastejo); e iv) o potencial de desenvolvimento da pastagem de certa região. Para modelar o coeficiente de cultura (Kc) foram utilizadas duas metodologias, a primeira com taxa de variação do Kc constante com o número de dias em que a parcela está em descanso (k), e a segunda, com taxa de variação do Kc na forma senoidal com k. O modelo foi aplicado para pastagens hipotéticas nas regiões de Piracicaba e Pereira Barreto, para avaliação e, como resultado, observou-se que o modelo se mostrou sensível ao nível de desenvolvimento de cada parcela e às condições de variação do clima de cada região.";"Xavier,Alexandre C.

Coelho,Rubens D.

Lourenço,Leandro F.

Machado,Ronalton E.";;Departamento de Engenharia Agrícola - UFCG;LA Referencia;01/12/2004;pt;"natural resources management; land use; water management";;Land Use, Management & Investment;BRA;Journal Articles & Books;http://www.lareferencia.info/vufind/Record/BR_277fb13eeca7e84f2b643618591db61f;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662004000200011;;;info:eu-repo/semantics/openAccess : Open Access, this refers to access without restrictions, and without financial incentives. Access to the resource is gained directly, without any obstacles.;
LaReferencia:AR_9c6adf8eff05c974b43ef311277a11d1;Regional Climate Modeling over South America: A Review;;This review summarizes the progress achieved on regional climate modeling activities over South America since the early efforts at the beginning of the 2000s until now. During the last 10 years, simulations with regional climate models (RCMs) have been performed for several purposes over the region. Early effortsweremainly focused on sensitivity studies to both physicalmechanisms and technical aspects of RCMs. The last developments were focused mainly on providing   high-resolution information on regional climate change. This paper describes the most outstanding contributions from the isolated efforts to  the ongoing coordinated RCM activities in the framework of the CORDEX initiative, which represents a major endeavor to produce ensemble climate change projections at regional scales and allows exploring the associated range of uncertainties. The remaining challenges in modeling South American climate features are also discussed.;Solman, Silvina Alicia;;Hindawi Publishing Corporation;LA Referencia;29/02/2016;en;"climate change; natural resources management; environment";Land, Climate change & Environment;Land Use, Management & Investment;5;Journal Articles & Books;http://www.lareferencia.info/vufind/Record/AR_9c6adf8eff05c974b43ef311277a11d1;http://hdl.handle.net/11336/4517;;CC-BY;info:eu-repo/semantics/openAccess : Open Access, this refers to access without restrictions, and without financial incentives. Access to the resource is gained directly, without any obstacles.;
LaReferencia:AR_dee4b35ab93e0c9f21c98cdf411cd4ac;Las políticas habitacionales en la ciudad de Buenos Aires, el rol de las organizaciones sociales y el ejercicio de los “derechos a una vivienda digna”;;"En la Ciudad de Buenos Aires, hacia la década del noventa se declaró el estado de ""emergencia habitacional"" con la finalidad de frenar los desalojos compulsivos y masivos que dejaban a familias enteras en la calle. Con la crisis del año 2001, la actualización de las respuestas institucionales al problema habitacional resultó sumamente compleja porque implicaba políticas urbanas y sus procesos de gestión, pero que debían confrontarse con las nuevas necesidades de participación de las organizaciones sociales y la inercia de las mismas prácticas institucionales y de los múltiples grupos y sectores involucrados. En este trabajo se desarrollarán las implicancias de las políticas habitacionales desplegadas desde el gobierno y su confrontación con las acciones desplegadas por las organizaciones sociales que defienden el ""derecho a una vivienda digna"". Se focalizará en el accionar desplegado por algunas organizaciones sociales y la puesta en crisis del rol de las instituciones que esto implica.";Sanchez, Sandra Ines;;Pontificia Universidad Javariana;LA Referencia;27/04/2017;es;"land rights; housing rights; land use; property";Urban Tenure;"Land Use, Management & Investment;Access to Land & Tenure Security";ARG;Journal Articles & Books;http://www.lareferencia.info/vufind/Record/AR_dee4b35ab93e0c9f21c98cdf411cd4ac;http://hdl.handle.net/11336/15798;;CC-BY-NC-SA;info:eu-repo/semantics/openAccess : Open Access, this refers to access without restrictions, and without financial incentives. Access to the resource is gained directly, without any obstacles.;
LaReferencia:PE_73e89e7ca848b7845235d5f6197e9495;Consecuencias jurídicas de la edificación de buena fe en terreno ajeno, en relación a la posesión precaria derecho de propiedad y libertad contractual. Huancayo 2014;;"El Proyecto de Investigación parte del Problema: ¿Cuáles son las consecuencias jurídicas lesivas de la edificación de buena fe en terreno ajeno?; siendo el Objetivo: Determinar cuales son las consecuencias jurídicas lesivas de la edificación de buena fe en terreno ajeno, con un Marco Teórico sobre la Buena Fe en relación a la Propiedad; La Investigación se ubica dentro del Tipo: Básico; en el Nivel: Descriptivo-Explicativo, propositivo; Se utilizará para contrastar la Hipótesis: Las consecuencias jurídicas lesivas de la edificación de buena fe en terreno ajeno ocasiona un detrimento del derecho de propiedad del legítimo propietario ocasionado por el invasor de buena fe, situación por la cual el propietario puede llegar a perder la propiedad, solo por la buena fe que ampara al invasor, los Métodos: Inductivo, Comparativo, Análisis; así mismo Métodos Particulares como Exegético, Sistemático, Sociológico; Con un Diseño: de estudio Descriptivo simple, con una sola Muestra y un Tipo de Muestreo Probabilístico Simple. Para la Recolección de Información se utilizará Encuestas y Análisis Documental; llegándose a la conclusión de que jurídicamente existen ciertos inconvenientes y/o aspectos negativos entorno a la buena fe dentro del campo de las construcciones en terreno ajeno, la cual lesiona derechos de propiedad y de libertad contractual dentro de la sociedad en general, no contribuyendo al fin del derecho que es la justicia y paz social.";Carlos Matta, Paul Richard;;Universidad Nacional Hermilio Valdizán;LA Referencia;31/10/2015;es;"property; land ownership; land distribution; land rights";;Access to Land & Tenure Security;PER;Reports & Research;http://www.lareferencia.info/vufind/Record/PE_73e89e7ca848b7845235d5f6197e9495;http://repositorio.unheval.edu.pe/handle/UNHEVAL/1542;;CC-BY-NC-ND;info:eu-repo/semantics/openAccess : Open Access, this refers to access without restrictions, and without financial incentives. Access to the resource is gained directly, without any obstacles.;
LaReferencia:PE_35cc08b915d79cb1fbc183fc0042a6f7;Manejo forestal participativo como alternativa determinante para alcanzar el desarrollo rural de las comunidades de Nina Rumi y Puerto Almendra, San Juan Bautista, Loreto, Perú;;"El objetivo del presente estudio fue evaluar el impacto de un programa de manejo forestal participativo en relación con el cambio de hábitos de aprovechamiento de los recursos forestales de los pobladores rurales de Nina Rumi y Puerto Almendra. La muestra estuvo conformada por 50 moradores de las comunidades involucradas, de las cuales 32 fueron de Nina Rumi y 18 de Puerto Almendra. Se aplicaron encuestas socioeconómicas para determinar la situación actual respecto al aprovechamiento de los recursos forestales de la zona y se encontró que el 36% de la población está vinculada a actividades agropecuarias sin reposición del bosque; un 22% a la pesca; un 22% lo forman obreros; un 14% comercializa productos de primera necesidad, leña, carbón y madera rolliza para viviendas y un 6% se compone de amas de casa cuyos ingresos proceden de la crianza de animales menores y de la venta de especies nativas como aguaje, ungurahui, pescado, carne del monte y otros productos de la zona. Se puso en práctica la evaluación de un programa de manejo forestal participativo, para tal efecto se establecieron dos plantaciones: La primera en Nina Rumi de aproximadamente 3,5 hectáreas y la segunda en Puerto Almendra de 1 hectárea. Los resultados fueron alentadores, pues evidenciaron que el 72% de la población de Nina Rumi y el 78% de la población de Puerto Almendra están dispuestos al cambio de actitud con respecto al aprovechamiento de los recursos forestales.";"Alegría Muñoz, Waldemar; Universidad Nacional de la Amazonía Peruana

Tello Espinoza, Rodil; Universidad Nacional de la Amazonía Peruana

Panduro del Águila, Marlen Yara; Universidad Nacional de la Amazonía Peruana

Álvarez Vásquez, Luis; Universidad Nacional de la Amazonía Peruana

Macedo Bardales, Luis Arturo; Universidad Nacional de la Amazonía Peruana

Bardales Meléndez, Juan de la Cruz; Universidad Nacional de la Amazonía Peruana

Rojas Tuanama, Rildo; Universidad Nacional de la Amazonía Peruana

Ramírez Arévalo, Freddy; Universidad Nacional de la Amazonía Peruana";;Conocimiento Amazónico;LA Referencia;22/10/2015;es;"natural resources management; forest management plans; forest conservation; rural development";"Land, Climate change & Environment;Forest Tenure";Land Use, Management & Investment;PER;Journal Articles & Books;http://www.lareferencia.info/vufind/Record/PE_35cc08b915d79cb1fbc183fc0042a6f7;http://revistas.unapiquitos.edu.pe/index.php/Conocimientoamazonico/article/view/23;;;Copyright (c) 2015 Conocimiento Amazónico;
LaReferencia:CL_192d5ce8d123ccb7dc45fe36537ad9ce;Santiago: territorios, anhelos y temores. Efectos sociales y espaciales de la expansión urbana;;"El artículo se propone examinar cuáles son los tipos de espacios que se generan en la ciudad de Santiago de Chile, centrando su interés en aquellas áreas que se despliegan en los límites de la urbe. La periferia se ha ido desarrollando a través de la fuerte expansión experimentada por la ciudad durante las últimas décadas, surgiendo en ella nuevos desarrollos que comienzan a modificar la forma de habitar el territorio. Entre estos identificar zonas residenciales de nivel medio y alto, áreas de vivienda social, ""artefactos de la globalización"" y nuevas zonas industriales. Dada la importancia de los cambios, se analiza cómo dicho crecimiento desigual, está afectando la vida de los habitantes urbanos y cómo resulta vivir en cada uno de estos fragmentos yuxtapuestos. Adicionalmente se examinan las dinámicas que subyacen a las formas urbanas contemporáneas, las políticas de localización de las personas y actividades, el síndrome de la casa propia, el estatus y el estigma en la ciudad, la ciudad que decimos querer para vivir y el miedo a la violencia y al crimen";Ducci,María Elena;;Pontificia Universidad Católica de Chile;LA Referencia;01/12/2000;es;"urbanization; urban areas; urban population;";Urban Tenure;;CHL;Journal Articles & Books;http://www.lareferencia.info/vufind/Record/CL_192d5ce8d123ccb7dc45fe36537ad9ce;https://scielo.conicyt.cl/scielo.php?script=sci_arttext&pid=S0250-71612000007900001;;;info:eu-repo/semantics/openAccess : Open Access, this refers to access without restrictions, and without financial incentives. Access to the resource is gained directly, without any obstacles.;
LaReferencia:BR_1d977ecad8f1993d4686144e270cf456;Historia de un despojo y de un litigio agrario: el caso de San José de Gracia y la presa Calles;;Lo presente artículo trata de la cuestión de la disputa de tierras por parte de los indios deSan José de Gracia, desde el embate con el propietario de la Hacienda de Paredes, biencomo, posteriormente, hasta el inundamento de las tierras en consecuencia de la construcciónde la presa Calles. El inundamento trajo como consecuencia la salida de los indiosde su comunidad por medio de la expropiación. Los indios jamás recibieron indemnizacióny fueron dejados a su propia suerte. Aunque la administración pública federal haya prometidouna compensación, ésta hasta hoy no ocurrió, haciendo con que se ingresase con unaacción judicial. Más de 80 años después del ocurrido, los descendientes de aquel puebloesperan por justicia y por la debida indemnización. ;Rangel, Jesús Antonio Torre;;Editora Universitária Champagnat - PUCPRess;LA Referencia;01/01/2010;pt;"dispossession; property; land ownership;land dispute; indigenous land rights; indigenous lands;";"Land Conflicts;Indigenous & Community Land Rights";"Land Use, Management & Investment;Access to Land & Tenure Security";MEX;Journal Articles & Books;http://www.lareferencia.info/vufind/Record/BR_1d977ecad8f1993d4686144e270cf456;https://periodicos.pucpr.br/index.php/direitoeconomico/article/view/6311;;CC-BY-NC;info:eu-repo/semantics/openAccess : Open Access, this refers to access without restrictions, and without financial incentives. Access to the resource is gained directly, without any obstacles.;
LaReferencia:PE_3a199a81cbc0a301237550c25016a4f9;Medidas de protección a la propiedad inmobiliaria desde el registro;;"La tesis comprende cuatro marcos conceptuales: El primero, el aspecto metodológico que sienta las bases de la investigación, desde el planteamiento del problema, la hipótesis y su justificación. El segundo, comprende el desarrollo doctrinario de la propiedad y del registro desde una óptica histórica, económica y jurídica, que permita explicar la necesaria interrelación de ambas instituciones como consecuencia de la libertad que gozan las personas para contratar en el mercado. El tercero, el análisis e identificación de la casuística sobre las modalidades de fraude más recurrentes en el procedimiento registral, por medio de las cuales las organizaciones criminales logran la usurpación de la propiedad sobre los inmuebles inscritos. El cuarto, la respuesta que ha dado la Superintendencia Nacional de los Registros Públicos – Sunarp, como ente rector del Sistema Registral Peruano, a dichas patologías, empleando para ello medidas de regulación y de tecnología en el procedimiento registral. Entonces, el objetivo de la tesis se centra en que, a partir del entendimiento de la función de la propiedad y del registro en el régimen jurídico peruano, se identifique y analice las principales causas de fraude inmobiliario a través del uso indebido del registro –expuestas como falsificación de documentos, suplantación de identidad y fraude a la ley–, para luego evaluar las acciones que el Estado Peruano, a través de la Sunarp, ha emprendido; esto en el contexto del grave problema de inseguridad ciudadana que atraviesa el país. Finalmente, producto de esta investigación de carácter teórica-cualitativa y con algunos casos prácticos al identificar las patologías en el registro, se ha concluido, entre otros, que las medidas de regulación y de tecnología impulsadas, elaboradas y aplicadas por la Sunarp han permitido, desde una perspectiva teórica, disuadir y neutralizar las modalidades más recurrentes de fraude que afectan la inscripción del derecho de propiedad sobre inmuebles.";Rojas Alvarez, Jorge Armando Enrique;;;LA Referencia;31/10/2018;es;"land ownership; property; security of tenure (land);";;Access to Land & Tenure Security;PER;Reports & Research;http://www.lareferencia.info/vufind/Record/PE_3a199a81cbc0a301237550c25016a4f9;http://www.repositorioacademico.usmp.edu.pe/handle/usmp/3566;;CC-BY-NC;info:eu-repo/semantics/openAccess : Open Access, this refers to access without restrictions, and without financial incentives. Access to the resource is gained directly, without any obstacles.;
LaReferencia:BR_3ffafe0a4108853ff20603aa3cfddb06;La responsabilidad patrimonial de la Administración Pública en el ordenamiento peruano: aproximaciones a una institución pendiente de reforma;;Los autores nos introducen al estudio del sistema de responsabilidad patrimonial de la Administración Pública en el ordenamiento jurídico peruano, introducido por vez primera en la Ley 27444, del Procedimiento Administrativo General, norma que por primera vez regula los alcances sustantivos de dicha capital garantía patrimonial en el ámbito del derecho público en el Perú. No obstante ello, la eficacia práctica de dicha institución se ve amenazada diariamente, dado que casi no hay casos judiciales de aplicación de la misma, y asimismo hay deficiencias en su regulación normativa. Por tanto, se proponen algunas alternativas de solución a tales problemáticas.;"Huapaya Tapia, Ramón

Sánchez Povis, Lucio";;Editora Universitária Champagnat - PUCPRess;LA Referencia;01/07/2015;pt;"land ownership; property; security of tenure (land);";;Access to Land & Tenure Security;PER;Journal Articles & Books;http://www.lareferencia.info/vufind/Record/BR_3ffafe0a4108853ff20603aa3cfddb06;https://periodicos.pucpr.br/index.php/direitoeconomico/article/view/5777;;CC-BY-NC;info:eu-repo/semantics/openAccess : Open Access, this refers to access without restrictions, and without financial incentives. Access to the resource is gained directly, without any obstacles.;
LaReferencia:BR_7128c67eb0cfbc4720f9a33f10e29b71;Modelo computacional para suporte à decisão em áreas irrigadas. Parte I: Desenvolvimento e análise de sensibilidade;;Este trabalho se refere ao desenvolvimento de um modelo computacional para suporte à tomada de decisão, quanto ao planejamento e manejo de projetos de irrigação e/ou drenagem. O modelo computacional, denominado MCID, é aplicável em nível de unidade de produção, gerando informações sobre como diferentes práticas de manejo da irrigação e configurações do sistema de drenagem afetam a produtividade e o retorno financeiro. Essas informações podem ser empregadas em estudos de otimização de padrão de cultivo em nível de propriedade agrícola, em relação ao retorno financeiro e ao uso da água, associados à análise de risco com base em simulações. O balanço hídrico e de sais na zona radicular e as estimativas da profundidade do lençol freático e vazão nos drenos, são conduzidos em base diária. A análise de sensibilidade indicou que os parâmetros de entrada que mais influenciaram o requerimento de irrigação totalizado para o ciclo, foram espaçamento entre drenos, porosidade drenável, número da curva, condutividade hidráulica horizontal do solo saturado, profundidade da camada impermeável e os parâmetros n e alfa do modelo de van Genuchten-Mualem.;"Borges Júnior,João C. F.

Ferreira,Paulo A.

Hedden-Dunkhorst,Bettina

Andrade,Camilo de L. T. de";;Departamento de Engenharia Agrícola - UFCG;LA Referencia;01/02/2008;pt;"farming systems; water management; land use; agriculture;";;Land Use, Management & Investment;BRA;Journal Articles & Books;http://www.lareferencia.info/vufind/Record/BR_7128c67eb0cfbc4720f9a33f10e29b71;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662008000100001;;;info:eu-repo/semantics/openAccess : Open Access, this refers to access without restrictions, and without financial incentives. Access to the resource is gained directly, without any obstacles.;
LaReferencia:EC_6cf5b7d41e2ea40ab2829f8e9a2fa40b;La Amazonía: región imaginaria;;"Si la reflexión requiere funtamentarse en la propuesta metodológica esbozada en el ensayo sobre la cuestión regional es indudable provocar respuestas a dos problemas centrales: uno, referido a las condiciones en las cuales la amazonia se destruye o redefine en cuanto espacio regional tradicional en el proceso de integración; y dos, el problema de las condiciones en las cuales se dinamiza este proceso. Las posibles respuestas a los dos problemas planteados se constituyen, sin embargo como un intento de interpretación de un proceso único: la constitución del capitalismo en la región.";Trujillo León, Jorge Nelson;;Centro Andino de Acción Popular;LA Referencia;31/08/1983;es;"forest land; forest conservation; forest management plans; land use; sustainable development;";"Land, Climate change & Environment;Forest Tenure;Socio-Economic & Institutional Context";Land Use, Management & Investment;ECU;Journal Articles & Books;http://www.lareferencia.info/vufind/Record/EC_6cf5b7d41e2ea40ab2829f8e9a2fa40b;http://hdl.handle.net/10469/11500;;;info:eu-repo/semantics/openAccess : Open Access, this refers to access without restrictions, and without financial incentives. Access to the resource is gained directly, without any obstacles.;
LaReferencia:AR_c27e328b608b128c4c7db1a06841225c;Lógicas y tendencias de la expansión residencial en áreas periurbanas. El Partido de La Plata, Buenos Aires, Argentina, entre 1990 y 2010;;"Con el propósito de contribuir al conocimiento de las lógicas y tendencias de la expansión residencial en áreas periurbanas y su impronta en la organización futura de las ciudades medias, tendiente al logro de una relación armónica entre la actividad residencial y las otras actividades socioeconómicas que se presentan en dichas áreas, en la presente Tesis doctoral se aborda el estudio del proceso de expansión residencial que se han venido desarrollando en el espacio periurbano del Partido de La Plata desde principios de los años '90 hasta nuestros días. Para tal fin, se profundiza en el estudio de espacios periurbanos, caracterizados por su dinamismo, heterogeneidad y complejidad. En relación a los espacios residenciales que se desarrollan en estas áreas periféricas del Partido, fueron reconocidas tres tendencias diferenciadas: a) el proceso de urbanización cerrada, con tendencias al aislamiento de viviendas y complejos habitacionales, b) la ""producción de periferia"" relacionada con los sectores de población que no consiguen acceder al mercado formal de la tierra y la vivienda, asociada por lo general a modalidades de asentamiento espontáneo; y c) la ocupación gradual de baldíos urbanos con escasa o nula provisión de servicios y redes de infraestructura. En la presente Tesis se profundizará en las dos primeras de estas modalidades expansivas, indagándose en las lógicas de los distintos actores -sociales, políticos y económicos- que intervienen en el proceso urbano expansivo que hemos denominado ""formal cerrado"" e ""informal abierto"", respectivamente. La hipótesis que guía nuestro trabajo plantea que la expansión urbana en el Partido de La Plata trae aparejada una competencia por el territorio entre diferentes usos del suelo y actividades, con el consecuente incremento en los precios de la tierra, abandono de los sectores de bajos ingresos como habitantes originales y disminución del uso de tierra rural. Para dar respuesta a los objetivos e hipótesis planteados en nuestra Tesis, los criterios metodológicos adoptados parten de considerar al territorio como un sistema complejo. En este marco, el abordaje desde una visión sistémica y de la complejidad de nuestro objeto de estudio necesita de un abordaje dialéctico y de la convergencia metodológica para obtener distintos puntos de vista sobre el mismo. En el desarrollo de esta Tesis se han utilizado como herramientas de investigación: el método del estudio de caso, la construcción tipológica, la realización de entrevistas semiestructuradas y en profundidad, la utilización de modelos y la construcción de escenarios urbanos. Finalmente, producto de estos años de investigación en la temática, se arribó a las siguientes conclusiones, que han sido estructuradas en cinco apartados principales en función de su carácter predominantemente teórico, empírico, metodológico y/o propositivo, a saber: 1. el periurbano: ¿espacio de competencia o complementariedad?; 2. la construcción de tipologías como camino explicativo en materia de espacios periurbanos; 3. las lógicas residenciales periféricas: la ""privatópolis"" y la ""precariópolis""; 4. las tendencias residenciales periféricas y los desafíos de la planificación urbana, y 5. nuevos interrogantes y perspectivas surgidos de esta Tesis.";Frediani, Julieta Constanza;;;LA Referencia;08/06/2010;es;"urban areas; urbanization; urban population; land use;";Urban Tenure;Land Use, Management & Investment;ARG;Reports & Research;http://www.lareferencia.info/vufind/Record/AR_c27e328b608b128c4c7db1a06841225c;http://www.memoria.fahce.unlp.edu.ar/tesis/te.355/te.355.pdf;;CC-BY-NC-ND;info:eu-repo/semantics/openAccess : Open Access, this refers to access without restrictions, and without financial incentives. Access to the resource is gained directly, without any obstacles.;
LaReferencia:PE_15bffe433ffc1dbe44c3c4eb100da527;En la periferia de la ciudad y la gobernanza : un estudio de caso sobre la gestión local del agua y saneamiento en el Asentamiento Humano del Cerro Las Ánimas;;Lima presenta una inequidad en el acceso a los servicios de agua y saneamiento, por ello la modernización del sector apunta a la universalización del servicio. Esta tesis investiga a partir del enfoque de la ecología política y los sistemas socioecológicos los impactos de la política hídrica urbana en la gestión local del agua en las zonas periurbana de Lima, a través de un estudio de caso sobre el acceso al agua y alcantarillado del Asentamiento Humano del Cerro Las Ánimas, en el distrito de Puente Piedra. La investigación se ampara en los pilares de la investigación cualitativa. Los hallazgos señalan que las principales barreras para lograr la equidad del acceso al agua y saneamiento a las periferias, no obedecen a la falta de financiamiento o escasez del agua, sino que se vinculan a una gobernanza que favorece un manejo centralizado, intereses políticos, economías de escala, privilegia el sistema convencional de agua y que descarta a priori la participación de sistemas alternativos de agua y saneamiento. Aunque estos parezcan informales y subalternos al estado, son productos de sus políticas hídricas.;Mendoza Flores, Mariel Milagros;;Pontificia Universidad Católica del Perú;LA Referencia;04/08/2016;es;"urban areas; urban population; water management; land development (urbanization);";Urban Tenure;Land Use, Management & Investment;PER;Reports & Research;http://www.lareferencia.info/vufind/Record/PE_15bffe433ffc1dbe44c3c4eb100da527;http://tesis.pucp.edu.pe/repositorio/handle/123456789/7183;;CC-BY;info:eu-repo/semantics/openAccess : Open Access, this refers to access without restrictions, and without financial incentives. Access to the resource is gained directly, without any obstacles.;
