ID;Title;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publicaton date (YYYY/MM);Language;Related concepts;Themes;Overarching Categories;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages
"LEX-FAOC094867";"Waste Management (Registration of Sewage Sludge Facility) Regulations 2010 (S.I. No. 32 of 2010).";"These Regulations provide for the registration and regulation of sewage sludge facilities for purposes of giving effect to provisions of Directive 2006/12/EC of the European Parliament and of the Council on waste. Facilities already regulated under other environmental legislation, such as licensed facilities under the Waste Management Acts, are excluded. Sewage sludge facilities shall be registered, upon compulsory application by operators, by local authorities pursuant to these Regulations in the register established and maintained by them pursuant to section 19 of the Waste Management Act, 1996. The Regulations define duties of operators of registered facilities and provide for inspection of such facilities by local authorities and the Environmental Protection Agency.

Implements: Waste Management Act, 1996. (1996-05-20)
Implements: Directive 2006/12/EC of the European Parliament and of the Council on waste. (2006-04-05)";"Hupperts, Rudolph (CONSLEGB)";"";"British and Irish Legal Information Institute";"FAO Legal Office";"2010-01-28";"en";"waste;land registration";"";"Land Policy & Legislation";"IRL;150;AUT;BEL;BGR;CYP;CZE;DEU;DNK;ESP;EST;FIN;FRA;GBR;GRC;HRV;HUN;IRL;ITA;LTU;LUX;LVA;MLT;NLD;POL;PRT;ROU;SVK;SVN;SWE;154";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC094867";"http://extwprlegs1.fao.org/docs/pdf/ire94867.doc";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"13"
"LEX-FAOC096197";"Land Registration (Proper Office) Order 2010  (S.I. No. 1635 of 2010).";"This Order designates offices for the receipt of an application to registrar except an application delivered to the registrar: (a) in accordance with a written arrangement as to delivery made between the registrar and the applicant or between the registrar and the applicant’s conveyancer; or (b) under the provisions of any relevant notice given under Schedule 2 to the Land Registration Rules 2003.

Implements: Land Registration Act 2002 (Chapter 9). (2002-02-26)
Amended by: Land Registration (Proper Office) (Amendment) Order 2011 (S.I. No. 1411 of 2011). (2011-06-02)
Repealed by: Land Registration (Proper Office) Order 2013  (S.I. No. 1627 of 2013). (2013-07-01)";"GSEBryand01";"";"Government of the United Kingdom";"FAO Legal Office";"2010-06-19";"en";"cadastres;land registration";"";"Land Policy & Legislation";"GBR;150;AUT;BEL;BGR;CYP;CZE;DEU;DNK;ESP;EST;FIN;FRA;GBR;GRC;HRV;HUN;IRL;ITA;LTU;LUX;LVA;MLT;NLD;POL;PRT;ROU;SVK;SVN;SWE;154";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC096197";"http://extwprlegs1.fao.org/docs/pdf/uk96197.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC101538";"Ministerial Decree No. 1172 validating the Regulation on determining and mapping coastlines.";"This Ministerial Decree sets forth the modalities for the accurate determination and mapping of the effective position of coastlines. The crossline between the surface of surface waterbodies (seas, lakes, rivers, ponds and water reservoirs) and the surface of dry land shall be established depending upon the determined water edge. Effective position of sea coastline shall be established at the maximum level of high tide and in the absence of such phenomenon in accordance with the surf line.

Repeals: Ministerial Decree No. 233 validating the Regulation on determining and mapping coastlines. (2005-03-15)";"gnetii";"";"Government of the Republic of Kazakhstan";"FAO Legal Office";"2010-11-08";"ru";"surveyors;land management;coastal area";"";"Land Policy & Legislation";"KAZ;143;ARM;BLR;KAZ;KGZ;MDA;RUS;TJK;TKM;UKR;UZB;AFG;ARM;AZE;BDI;BFA;BOL;BTN;BWA;CAF;ETH;KAZ;KGZ;LAO;LSO;MDA;MKD;MLI;MNG;MWI;NER;NPL;PRY;RWA;SSD;SWZ;TCD;TJK;TKM;UGA;UZB;ZMB;ZWE;RUS";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC101538";"http://extwprlegs1.fao.org/docs/pdf/kaz101538.doc";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"2"
"LEX-FAOC163020";"Loi n°1-16 du 25 Mai 2015 portant modalités de transfert de compétences de l’Etat aux communes.";"La présente loi définit la nature des compétences propres à la commune (collectivité territoriale décentralisée) et celles transférées à elle par l'Etat.Ces compétences portent sur à l'administration et à l'aménagement du territoire; le foncier, au développement économique, éducatif, social, sanitaire ainsi qu'à la protection et à la mise en valeur de l'environnement et de l’assainissement; la lutte contre la pollution; la protection des ressources naturelles notamment des forêts, des sols, de la faune, de la flore, des ressources hydrauliques, des nappes phréatiques et contribue à leur meilleure utilisation.Par ailleurs, elle intervient dans la protection des terres agricoles, des pâturages, des espaces verts, de la nappe phréatique, des plans et cours d'eau de surface dans l'implantation des différentes réalisations à caractère public ou privé. Par ailleurs, elle est compétente en matière de gestion des déchets (solides et liquides); construction et de gestion des abattoirs et des aires d'abattage; l’approvisionnement en eau potable et sécurité sanitaire autour des captages et puits.
";"";"";"Government of Burundi";"FAO Legal Office";"2015-05-25";"fr";"land use planning;land tenure;environment;land management;forest conservation;forest land;waste";"";"Land Policy & Legislation";"BDI;002;014;AFG;ARM;AZE;BDI;BFA;BOL;BTN;BWA;CAF;ETH;KAZ;KGZ;LAO;LSO;MDA;MKD;MLI;MNG;MWI;NER;NPL;PRY;RWA;SSD;SWZ;TCD;TJK;TKM;UGA;UZB;ZMB;ZWE";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC163020";"http://extwprlegs1.fao.org/docs/pdf/Bur163020.pdf";"";"All rights reserved";"© FAO. Afin d’assurer une large diffusion de ses informations, la FAO s’attache à donner libre accès à ce contenu et encourage l’utilisation, la reproduction et la diffusion des données, des informations textuelles et des supports multimédia présentés. Sauf indication contraire, le contenu peut être reproduit, imprimé et téléchargé aux fins d’étude privée, de recherches ou d’enseignement ainsi que pour utilisation dans des produits ou services non commerciaux, sous réserve que la FAO soit correctement mentionnée comme source et comme titulaire du droit d’auteur et à condition qu’il ne soit ni déclaré ni sous-entendu en aucune manière que la FAO approuverait les opinions, produits ou services des utilisateurs.";""
"LEX-FAOC155351";"Acuerdo Nº 30 - Reglamento Operativo del Sistema de Apoyos Económicos para el Programa Nacional de Vivienda Social.";"El presente Acuerdo expide el Reglamento Operativo del Sistema de Apoyos Económicos (SAV) para el Programa Nacional de Vivienda Social, que tiene como objetivo facilitar a los hogares ecuatorianos de bajos ingresos y vulnerables, situados en cualquier parte del país, el acceso a una vivienda en condiciones de habitabilidad y servicios básicos, indispensables para una vida digna. El SAV es un sistema integral de ámbito nacional, que permite la gestión y control del Programa Nacional de Vivienda Social.El SAV interviene en los siguientes ámbitos: 1) Urbano, en el cual el apoyo económico está destinado a adquirir una vivienda nueva, construir una vivienda en terreno propio o mejorar una vivienda existente; 2) Rural y urbano marginal, en el cual el apoyo económico es destinado a construir una vivienda en terreno propio o mejorar una vivienda existente. En casos excepcionales se otorgará un apoyo económico complementario exclusivamente para la conexión del agua para consumo humano a la vivienda rural. Las viviendas que se construyan con el apoyo económico para vivienda urbana, rural o urbano marginal, expresamente se califican como viviendas de interés social, por lo tanto les son aplicables las exoneraciones tributarias previstas en la Ley de Desarrollo de Vivienda de Interés Social.El Reglamento Operativo establece las condiciones generales de elegibilidad del terreno, disponiendo que no serán elegibles los terrenos que estén asentados en zonas objetadas en los certificados de intersección emitidos por el Ministerio del Ambiente o en el certificado emitido por la Secretaría de Gestión de Riesgos, terrenos o inmuebles sin factibilidad de servicios básicos de infraestructura o que se ubiquen en sectores no autorizados por la municipalidad para la implantación de vivienda, invasiones o asentamientos clandestinos, áreas de reserva ecológica o zonas de alto riesgo.
";"";"";"Government of Ecuador";"FAO Legal Office";"2014-09-04";"es";"land use planning;environment;farmland;poverty;urban areas";"";"Land Policy & Legislation";"ECU;019;005";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC155351";"http://extwprlegs1.fao.org/docs/pdf/ecu155351.pdf";"";"All rights reserved";"© FAO. Para garantizar la amplia difusión de su información, la FAO se ha comprometido a poner libremente a disposición de los interesados este contenido y alienta el uso, la reproducción y la difusión de los textos, productos multimedia y datos presentados. Salvo que se indique lo contrario, el contenido se puede copiar, imprimir y descargar con fines de estudio privado, investigación y docencia, y para uso en productos o servicios no comerciales, siempre que se reconozca de forma adecuada a la FAO como fuente y titular de los derechos de autor  y que no se indique o que ello implique en modo alguno que la FAO aprueba los puntos de vista, productos o servicios de los usuarios.";""
"LEX-FAOC161472";"Loi n° 2003-010 du 1er  octobre 2003 portant création de communes urbaines.";"La présente loi crée les communes urbaines suivantes: Commune urbaine de Kévé dans la préfecture de l’Avé; Commune urbaine de Danyi-Apéyémé dans la préfecture de Danyi; Commune urbaine d’Agou-Gadzépé dans la préfecture d'Agou; Commune urbainede Blitta dans la prefecture de Blitta; Commune urbaine d'Elavagnondans la prefecture de l'EstMono; Commune urbaine de Tohoun dans la prefecture du MoyenMono; Commune uFbaine de Tandjoare dans la prefecture de Tandjoare; Commune urbaine de Mandouri dans la prefecture de Kpendjal; Commune urbaine de Guerin-Koukaoaansla prefecture de Dankpeno. Le ressort territorial et les limites géographiques des communes urbaines ainsi créées seront fixés par décret pris en Conseil des ministres.
";"";"";"Government of Togo";"FAO Legal Office";"2003-10-01";"fr";"land use planning;land governance";"";"Land Policy & Legislation";"TGO;002;011";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC161472";"http://extwprlegs1.fao.org/docs/pdf/tog161472.pdf";"";"All rights reserved";"© FAO. Afin d’assurer une large diffusion de ses informations, la FAO s’attache à donner libre accès à ce contenu et encourage l’utilisation, la reproduction et la diffusion des données, des informations textuelles et des supports multimédia présentés. Sauf indication contraire, le contenu peut être reproduit, imprimé et téléchargé aux fins d’étude privée, de recherches ou d’enseignement ainsi que pour utilisation dans des produits ou services non commerciaux, sous réserve que la FAO soit correctement mentionnée comme source et comme titulaire du droit d’auteur et à condition qu’il ne soit ni déclaré ni sous-entendu en aucune manière que la FAO approuverait les opinions, produits ou services des utilisateurs.";""
"LEX-FAOC033599";"Décret relatif à l’aménagement du territoire, coordonné le 22 octobre 1996.";"Ce décret porte des dispositions relatives à l’aménagement du territoire, coordonné le 22 octobre 1996. Le texte est formé par 73 articles répartis en 4 titres comme suit: Aménagement du territoire (I). Ce titre porte les chapitres suivants: Dispositions générales (I); Plans régionaux (II); Plans de secteur (III); Plans communaux (IV); Expropriations et indemnités (V); Remembrement et relotissement (VI); Révision des plans (VII). Le titre II porte l'intitulé «Le permis de bâtir» et est divisé comme suit: Délivrance du permis (I); L’introduction et l'instruction des demandes et des recours (II); Suspension de l'exécution du permis de bâtir et de lotir (III); Le titre III porte l’intitulé «Le permis de lotir. Le titre IV est relatif aux «Dispositions diverses» et porte les chapitres suivants: Règlements sur les bâtisses (I); Renseignements à fournir par les pouvoirs publics et les notaires (II); Suspension de l'exécution du permis de bâtir et de lotir (III); Sanctions (IV); Dispositions fiscales (V). Deux annexes sont jointes.
";"DeFranchis, Elfriede (CONSLEGB)";"";"Government of Belgium";"FAO Legal Office";"1962-03-29";"fr";"land consolidation;expropriation;land use planning;land subdivision;land law;urban areas";"";"Land Policy & Legislation";"BEL;150;AUT;BEL;BGR;CYP;CZE;DEU;DNK;ESP;EST;FIN;FRA;GBR;GRC;HRV;HUN;IRL;ITA;LTU;LUX;LVA;MLT;NLD;POL;PRT;ROU;SVK;SVN;SWE;155";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC033599";"http://extwprlegs1.fao.org/docs/pdf/bel33599.doc";"";"All rights reserved";"© FAO. Afin d’assurer une large diffusion de ses informations, la FAO s’attache à donner libre accès à ce contenu et encourage l’utilisation, la reproduction et la diffusion des données, des informations textuelles et des supports multimédia présentés. Sauf indication contraire, le contenu peut être reproduit, imprimé et téléchargé aux fins d’étude privée, de recherches ou d’enseignement ainsi que pour utilisation dans des produits ou services non commerciaux, sous réserve que la FAO soit correctement mentionnée comme source et comme titulaire du droit d’auteur et à condition qu’il ne soit ni déclaré ni sous-entendu en aucune manière que la FAO approuverait les opinions, produits ou services des utilisateurs.";"20"
"LEX-FAOC119056";"Andhra Pradesh Irrigation Utilization and Command Area Development Act, 1984 (Act No. 15 of 1984).";"This Act provides for the involvement of farmers in irrigation utilization with the Command Area Development concept, and for the regulation, maintenance and repair of irrigation systems.The Act provides for the establishment of a Command Area Development Authority and for the appointment of Commissioner Pipe Committees and other agencies. Functions of the Authority include: formulate and implement schemes for the comprehensive development of the command areas; ensure integrated utilization of water flows; arrange systematic land development including planning construction and maintenance of field channels field drains and farm roads; enforce a proper system of rotational water supply and fair distribution of water to individual fields; formulate conjunctive use of surface and groundwater; to prevent land erosion and water logging; etc.The Act prescribes the responsibilities of land holders for the maintenance of the water course and field channels. All lands comprising the command area under a pipe outlet shall form into a single unit for purposes of systematic land development and maintenance and upkeep of irrigation systems.The Act further provides for: powers of irrigation officers to regulate irrigation systems; liability for unlawful use of water; water use management; localization of command areas for the purpose of irrigation and regulation of cropping patterns; credit facilities for land holders included in the scheme for systematic land development; offences and penalties; etc.
";"IBMPRELOAD";"";"Government of India";"FAO Legal Office";"1984-03-21";"en";"land consolidation;agricultural land management";"";"Land Policy & Legislation";"IND;142;034";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC119056";"http://extwprlegs1.fao.org/docs/pdf/ind119056.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC163029";"Country Investment Plan.";"The Country Investment Plan (Plan) is a roadmap towards investment in agriculture, food security and nutrition in Bangladesh. It is a five-year comprehensive plan with national coverage that aims to ensure sustainable food security which entered into force in 2011. The Plan provides a coherent set of 12 priority investment programmes to improve food security and nutrition in an integrated way divided into three components: 1) food availability, 2) food access, and 3) food utilization. The Plan will seek to plan and invest resources in a coordinated way, addressing the three dimensions of food security through an integrated approach; to increase convergence of domestic and external sources of funding in support of agriculture, food security and nutrition; to mobilize additional resources from the national budget and from external partners, and to monitor commitments, pledges, expenses and remaining gaps; and to monitor and evaluate investments in food security and prescribe remedial measures to activities that requires strengtheningThe Plan is comprehensive in that it addresses the three dimensions of food security — availability, access and nutrition — in an integrated way. The Plan seeks to cover investment in Infrastructure (including facilities, equipment and materials), information (including studies, generation and propagation of information through research and advisory services), institutions (including strengthening physical and human capacities of institutions, streamlining operational modalities, training, staff motivation and awareness) and innovations. The Plan aims at linking food availability, food access and food utilization, in particular by shaping food availability proposals - mostly related to agriculture - so that they enhance access and improve nutrition of the most food insecure and malnourished.The Plan will seek sustainable and diversified agriculture through integrated research and extension; improved water resource management and infrastructure for irrigation purposes; improved quality of inputs and soil fertility; fisheries and aquaculture development; livestock development, with a focus on poultry and dairy production; and strengthened capacities for implementation and monitoring of this Strategy.The Plan will seek to reduce rural poverty through the development of value chains that contribute to increased rural incomes and employment opportunitiesPublic goods financed by the Plan will aim to directly increase production of, access to and balanced utilization of nutritious food; enable increased investment by smallholder producers; and encourage / leverage private investment through the promotion of Public-Private Partnerships. The Plan will seek improved access to market, value addition in agriculture and non-farm incomes; enhanced public food management system; food safety and quality improvement; institutional development and capacity development for more effective safety nets; community based nutrition programmes and services; and orient food and nutrition actions through data.The Plan will build the capacities of the Ministry of Food and Disaster Management and Directorate of Food to better manage the food system through capacity building interventions to handle public food distribution systems. This includes staff training in all spheres of public food management and effective responses to emergencies and improving supervisory and monitoring activities through logistics support. In addition, the plan will increase and modernize public storage and handling facilities, including in disaster prone areas. The Plan will seek to build modern storage facilities that are better equipped to adapt to the climate change impacts and resist disaster shocks; repair and rehabilitate existing warehouses; and improve ambient environment of stocks to maintain quality and increase shelf life. These interventions are aimed towards speeding up strategic response capacity, reducing cost and storage loss, maintaining food quality and safety and adapting to the climatic impacts.The Food Planning and Monitoring Committee, a cabinet-level committee representing the ministers and secretaries of the ministries concerned with food security, will be responsible for providing political guidance and orientation. In addition, a national committee, a food policy and working group and thematic teams will support the implementation of the Plan.
";"HossainS";"";"";"FAO Legal Office";"2011-01-01";"en";"agricultural land management;food security;public ownership;capacity building;sustainable development;land governance;research;fisheries;water rights;sustainable land use;poverty;aquaculture";"";"Land Policy & Legislation";"BGD;142;034";"National Policies";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC163029";"http://extwprlegs1.fao.org/docs/pdf/bgd163029.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC090522";"Proclamation of the President regarding the transfer of administration of the Land and Agricultural Development Bank Act, 2002 and powers and functions entrusted by the Act, from the minister responsible for agriculture to the minister of finance (No. 28 of 2008).";"This Proclamation of the President transfers the administration and any power or function entrusted to the Minister responsible for agriculture by the Land and Agricultural Development Bank Act, 2002 to the Minister of Finance.

Amends: Land and Agricultural Development Bank Act, 2002 (No. 15 of 2002). (2000-60-8)";"Government Gazette 31246, Proclamation 28 of 2008";"";"Government of South Africa";"FAO Legal Office";"2008-07-11";"en";"";"";"Land Policy & Legislation";"ZAF;002;018";"Other";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC090522";"http://extwprlegs1.fao.org/docs/pdf/saf90522.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC054305";"Water Pollution (Control) Ordinance, 2002 (P.I. 407/2002).";"With this Ordinance, the Code of Good Agricultural Practice is hereby created. The creation of this Code comes along with the implementation of Council Directive 91/676/EEC on the protection of waters against pollution caused by nitrates from agricultural sources. The Code has the aim of promoting guidelines able to assist farmers to reduce water pollution caused by fertilizers from agricultural sources and to prevent further such pollution and to set the acceptable environmental conditions for the use of urban waste water for irrigation purposes. It mainly deals with land application of fertilizers, waste water treatment, waste water recycling and sewerage disposal.

Implements: Council Directive 91/676/EEC concerning the protection of waters against pollution caused by nitrates from agricultural sources. (1991-12-12)
Repealed by: Water Pollution Control (Code of Good Agricultural Practice) Order, 2007 (P.I. 263/2007). (2007-06-22)";"";"";"";"FAO Legal Office";"2002-09-06";"el";"farming systems;farmland;waste;fisheries";"";"Land Policy & Legislation";"CYP;AUT;BEL;BGR;CYP;CZE;DEU;DNK;ESP;EST;FIN;FRA;GBR;GRC;HRV;HUN;IRL;ITA;LTU;LUX;LVA;MLT;NLD;POL;PRT;ROU;SVK;SVN;SWE;145";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC054305";"http://extwprlegs1.fao.org/docs/pdf/cyp54305.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC120023";"Real Estate (Dealers and Developers) (Amendment) Regulations, 2010.";"These Regulations amend the Real Estate (Dealers and Developers) Regulations in provisions concerning: licences for dealers, registration of dealers, and fees for development. They also insert a new regulation 5A on conditions to e complied with by a developer who wishes to have discharged from any land a charge that has been executed and lodged with the Registrar of Titles in favour of the Real Estate Board.

Amends: Real Estate (Dealers and Developers) Regulations. (2005)";"";"";"";"FAO Legal Office";"2010-03-10";"en";"land use planning;land ownership;land tenure";"";"Land Policy & Legislation";"JAM;019;029;ABW;AIA;ASM;ATG;BHR;BHS;BLZ;BRB;COK;COM;CPV;CUB;CUW;DMA;DOM;FJI;FSM;GNB;GRD;GUM;GUY;HTI;JAM;KIR;KNA;LCA;MDV;MHL;MNP;MSR;NCL;NIU;NRU;PLW;PNG;PRI;PYF;SGP;SLB;STP;SUR;SXM;SYC;TLS;TON;TTO;TUV;VCT;VGB;VIR;VUT;WSM";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC120023";"http://extwprlegs1.fao.org/docs/pdf/jam120023.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC100480";"Taxation (Land Transactions) (LTT Statements and Receipts) (Jersey) Order 2009.";"This Order prescribes information required in a statement for the purposes of article 4(1)(a) of the Taxation (Land Transactions) (Jersey) Law 2009 and concerns a land transaction tax (LTT) receipt as defined by article 9 of the Law.

Implements: Taxation (Land Transactions) (Jersey) Law 2009. (2010-01-01)";"";"";"Jersey Legal Information Board";"FAO Legal Office";"2009-01-01";"en";"";"";"Land Policy & Legislation";"JEY;150;154";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC100480";"http://extwprlegs1.fao.org/docs/pdf/jer100480.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC136479";"Décret N° 2010-080 du 31 Mars 2010 abrogeant et remplaçant le décret n°2000/089 du 17 juillet 2000 portant application de  l’ordonnance 83-127 du 05 Juin 1983 portant réorganisation foncière et domaniale.";"Le présent décret est composé de 143 articles regroupés en dix (10) chapitres) notamment, les dispositions générales (Chapitre I), les organes de gestion domaniale en zone rurale (Chapitre II), les espaces vitaux et réserves foncières (Chapitre III), l’individualisation des droits fonciers collectifs (Chapitre IV), les concessions domaniales rurales (Chapitre V), La gestion des conflits domaniaux (Chapitre), (Chapitre), la constatation des droits sur la terre et régularisation foncière (Chapitre VII), les concessions urbaines (Chapitre VIII), les dispositions transitoires (Chapitre IX), les dispositions finales (Chapitre X).Les terres mises en valeur par personnes privées et protégées par celles-ci font partie de leur domaine, conformément à l'ordonnance N° 83-127 du 5 juin 1983. Cette mise en valeur résulte de constructions, de plantations, de digues de retenue d'eau, d'ouvrages hydro-agricoles, ou de leurs traces évidentes.La gestion des terres domaniales en zone rurale doit impliquer les autorités administratives compétentes, les élus locaux et les représentants de la société civile et des organisations socioprofessionnelles à vocation rurale notamment, un comité interministériel des affaires foncières, un comité technique de suivi des affaires foncières, une commission nationale de prévention et d'arbitrage des conflits fonciers collectifs, une Commission nationale d'examen des demandes de concessions rurales.Les agglomérations rurales, vivant d'une activité essentielle autre que le pastoralisme bénéficient d'un espace vital protégé si 'elles sont constituées d'au moins cinquante habitations permanentes, installées dans une zone disposant de conditions de viabilité. L'espace vital des agglomérations rurales est protégé dans les limites strictement nécessaires aux besoins de leur extension.En zone rurale, l'attribution de concession provisoire ou définitive est accordée, après avis des commissions compétentes respectives par le Ministre des Finances lorsque la superficie n'excède pas cent hectares, le Conseil des Ministre lorsque la superficie est supérieure à cent hectares. La concession doit être en harmonie avec le schéma des structures et inscrite au Plan Foncier.En zone urbaine, l'attribution des concessions provisoires ou définitives relève exclusivement du Ministre des Finances lorsque la superficie n’excède pas mille mètres cartes quelque soit la zone; et du Conseil des Ministres lorsque la superficie est supérieure à mille mètres carrés.La gestion des conflits domaniaux individuels ou collectifs peut conduire à l'éviction des occupants irréguliers des terrains domaniaux.Ce décret abroge toutes dispositions antérieures contraires au présent décret notamment le décret N° 2000-089 du 17 juillet 2000 portant application de l'ordonnance 83-127 du 05 Juin 1983 portant réorganisation foncière et domaniale.

Met en oeuvre: Ordonnance nº 83-127 portant réorganisation foncière et domaniale. (1983-06-05)
Abroge: Décret n° 2000-089 abrogeant et remplaçant le décret n° 90-020 du 31 janvier 1990 portant application de l’ordonnance 83-127 du 5 juin 1983 portant réorganisation foncière et domaniale. (2000-07-17)";"";"";"Groupe d'Etudes et de Recherches sur la Démocratie et le Développement Economique et Social en Mauritanie";"FAO Legal Office";"2010-03-31";"fr";"farmland;public ownership;concession (land);expropriation;land registration;land tenure;cadastres;land dispute resolution;customary law;land reform;urban areas;land ownership;land";"";"Land Policy & Legislation";"MRT;002;011";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC136479";"http://extwprlegs1.fao.org/docs/pdf/mau136479.pdf";"";"All rights reserved";"© FAO. Afin d’assurer une large diffusion de ses informations, la FAO s’attache à donner libre accès à ce contenu et encourage l’utilisation, la reproduction et la diffusion des données, des informations textuelles et des supports multimédia présentés. Sauf indication contraire, le contenu peut être reproduit, imprimé et téléchargé aux fins d’étude privée, de recherches ou d’enseignement ainsi que pour utilisation dans des produits ou services non commerciaux, sous réserve que la FAO soit correctement mentionnée comme source et comme titulaire du droit d’auteur et à condition qu’il ne soit ni déclaré ni sous-entendu en aucune manière que la FAO approuverait les opinions, produits ou services des utilisateurs.";""
"LEX-FAOC160200";"Regional Law No. 10 “On objects of cultural heritage”.";"This Regional Law regulates relations in the sphere of conservation, protection and promotion of the objects of cultural heritage of regional significance. Regional Government shall carry out the following plenary powers in the sphere of protection of the objects of cultural heritage: (a) implementation of state policy; (b) validation of the list of objects of cultural heritage pertaining to public property and not subject to expropriation; and (c) decision-making related to insertion of the object of cultural heritage in state register.

Amended by: Regional Law No. 30 amending Regional Law No. 10 “On objects of cultural heritage”. (2015-06-22)";"Vsevolod Gnetii (LEGN)";"";"";"FAO Legal Office";"2005-04-12";"ru";"land registration;expropriation";"";"Land Policy & Legislation";"RUS;ARM;BLR;KAZ;KGZ;MDA;RUS;TJK;TKM;UKR;UZB;151;150";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC160200";"http://extwprlegs1.fao.org/docs/pdf/rus160200.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
