ID;Title;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publicaton date (YYYY/MM);Language;Related concepts;Themes;Overarching Categories;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages
"LEX-FAOC037568";"Special Areas (Colombo) Development Ordinance.";"The Ordinances ratifies the institution of the Colombo Special Areas Development Board, its task and functions in providing and execute redevelopment schemes on lands which have undergone demolition of infrastructure for emergency reasons. The lands interested by this Ordinance shall be vested to the Board and may be sold or leased.Chapter IV establishes conditions and principles governing the alienation by permit or grant and the criteria for the calculation of the annual payment. Further provisions concern among other matters: protection of land held on permits or grants (chap. V); succession (chap. VII); cancellation of grants and permits (chap. VIII); procedure in ejectment (chap. IX); recovery of annual payments and moneys due to the State (chap. X).
";"Nicolarea [ W2KTEST14 ]";"";"";"FAO Legal Office";"1947-10-01";"en";"land valuation;land tenure;expropriation";"";"Land Policy & Legislation";"LKA;142;034";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC037568";"http://extwprlegs1.fao.org/docs/pdf/srl37568.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC004486";"Ley Nº 15.020 - Ley sobre Reforma Agraria.";"La Ley consta de 104 artículos y 8 artículos transitorios. Esta Ley constituye un avance en el desarrollo de la parcelación y división de tierras en Chile. La Caja de Colonización Agrícola, creada en 1928 y modernizada en 1960, ha acumulado experiencia en la división de tierras, especialmente del sector privado. Su cambio de nombre por el de Corporación de la Reforma Agraria, amplía el campo de acción de la Caja. Normas sobre expropiación, unidad económica familiar, cooperativas agrícolas obligatorias, asistencia técnica y crediticia al colono, etc, existen en la legislación chilena desde hace muchos años. Esta Ley da a la unidad económica un carácter más familiar, excluyendo en lo posible el empleo de mano de obra ajena al propietario y su familia. La Ley prevé la coordinación de los diversos organismos del sector público del sector a través del Consejo Superior de Fomento Agropecuario, cuya labor es de promoción de los planes de desarrollo económico. La Ley, que introduce importantes innovaciones en materia de expropiación, permite la expropiación de predios bien explotados siempre que se haga dentro del marco fijado por un plan de desarrollo general agrícola. Dentro de este tipo de expropiación se reserva al propietario expropiado el derecho de retener para sí, si lo desea, una parte del predio. Asimismo, permite la expropiación de tierras abandonadas o notoriamente mal explotadas; hasta el 50 por ciento de tierras que se rieguen mediante obras financiadas por el Estado, y los terrenos susceptibles de saneamiento. La Ley simplifica y agiliza los sistemas judiciales que resguardan al propietario frente a un posible abuso del sistema de expropiación. Permite también la reagrupación de minifundios y legisla sobre aldeas campesinas. Asimismo, se refiere a la situación de grupos de indígenas.

Enmendado por: Ley Nº 16.640 - Ley de Reforma Agraria. (1967-07-16)
Revocado por: Ley Nº 18.378 - Deroga la Ley Nº 15.020 y el DFL Nº 26 de 1963, y establece sanciones que señala. (1984-12-13)";"";"";"";"FAO Legal Office";"1962-11-15";"es";"expropriation;farming systems;farmers;land tenure;land management;common property;land reform;land ownership";"";"Land Policy & Legislation";"CHL;019;005";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC004486";"http://extwprlegs1.fao.org/docs/pdf/chi4486.pdf";"";"All rights reserved";"© FAO. Para garantizar la amplia difusión de su información, la FAO se ha comprometido a poner libremente a disposición de los interesados este contenido y alienta el uso, la reproducción y la difusión de los textos, productos multimedia y datos presentados. Salvo que se indique lo contrario, el contenido se puede copiar, imprimir y descargar con fines de estudio privado, investigación y docencia, y para uso en productos o servicios no comerciales, siempre que se reconozca de forma adecuada a la FAO como fuente y titular de los derechos de autor  y que no se indique o que ello implique en modo alguno que la FAO aprueba los puntos de vista, productos o servicios de los usuarios.";""
"LEX-FAOC004485";"Decreto Supremo Nº 3.471 - Servicio Nacional de la Reforma Agraria.";"El Decreto consta de 7 capítulos y 118 artículos. INDICE: Servicio Nacional de Reforma Agraria (I); Procedimiento ante las Juntas Rurales (II); Procedimiento ante los jueces agrarios (III); Normas para resolución (IV); Procedimiento ante el Consejo Nacional de Reforma Agraria (V); Normas de ejecución (VI); Disposiciones finales (VII).El Servicio Nacional de Reforma Agraria se crea para la ejecución de las disposiciones contenidas en el Decreto Ley Nº 03464, de 2 de agosto de 1953, que dispone la realización de la reforma agraria (art. 1º). Dicho Servicio Nacional estará representado y constituido por: el Presidente de la República, el Consejo Nacional de reforma agraria, los Jueces agrarios, las Juntas Rurales de reforma agraria y los Inspectores rurales (art. 2º). El artículo 31 establece que ""los trámites para la afectación de tierras se iniciarán ante las Juntas rurales de reforma agraria, a petición verbal o escrita del propietario, de los personeros del sindicato agrario o de los trabajadores campesinos de la hacienda cuya afectación se solicite. En su defecto, a denuncia de los Inspectores rurales"". El capítulo 4º establece las normas para la resolución por parte de los jueces agrarios, según el tipo de propiedad.

Implementa: Decreto Ley Nº 3.464 - Dispone la realización de la reforma agraria. (1956-10-29)
Revocado por: Ley Nº 1.715 - Servicio Nacional de Reforma Agraria. (1996-10-18)";"Unknown";"";"";"FAO Legal Office";"1953-08-27";"es";"land consolidation;expropriation;land subdivision;land tenure;land reform;land tenure systems;land ownership";"";"Land Policy & Legislation";"BOL;019;AFG;ARM;AZE;BDI;BFA;BOL;BTN;BWA;CAF;ETH;KAZ;KGZ;LAO;LSO;MDA;MKD;MLI;MNG;MWI;NER;NPL;PRY;RWA;SSD;SWZ;TCD;TJK;TKM;UGA;UZB;ZMB;ZWE;005";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC004485";"http://extwprlegs1.fao.org/docs/pdf/bol4485.pdf";"";"All rights reserved";"© FAO. Para garantizar la amplia difusión de su información, la FAO se ha comprometido a poner libremente a disposición de los interesados este contenido y alienta el uso, la reproducción y la difusión de los textos, productos multimedia y datos presentados. Salvo que se indique lo contrario, el contenido se puede copiar, imprimir y descargar con fines de estudio privado, investigación y docencia, y para uso en productos o servicios no comerciales, siempre que se reconozca de forma adecuada a la FAO como fuente y titular de los derechos de autor  y que no se indique o que ello implique en modo alguno que la FAO aprueba los puntos de vista, productos o servicios de los usuarios.";""
"LEX-FAOC082792";"Decree No. 469 of 2007 containing rules relative to quality of soil.";"This Decree concerns the protection of the soil from polluting substances and works that deteriorate the quality of soil. The Decree prescribes rules for the use of construction materials and defines methods to measure effects on the environment and in particular the subsoil groundwater. Other rules concern use of dredging materials, also in agriculture. The Decree defines specific standards for use and storage and makes provision for control and enforcement.

Implements: Act containing rules relative to protection of the soil (Soil Protection Act). (2010-07-19)";"";"";"";"FAO Legal Office";"2007-11-22";"nl";"fisheries;land management";"";"Land Policy & Legislation";"NLD;150;AUT;BEL;BGR;CYP;CZE;DEU;DNK;ESP;EST;FIN;FRA;GBR;GRC;HRV;HUN;IRL;ITA;LTU;LUX;LVA;MLT;NLD;POL;PRT;ROU;SVK;SVN;SWE;155";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC082792";"http://extwprlegs1.fao.org/docs/pdf/net82792.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC152757";"Regional Law No. 64-OZ “On objects of cultural heritage”.";"This Regional Law regulates relations originating in the sphere of conservation, management, promotion and state protection of the objects of cultural heritage. State registration of the objects of cultural heritage shall include: (a) identification, inspection and listing of the objects of cultural heritage; (b) formation of the register of the identified objects of cultural heritage; (c) data collection related to the objects of cultural heritage; and (d) monitoring of the objects of cultural heritage.

Amended by: Regional Law No. 16-OZ amending Regional Law No. 64-OZ “On objects of cultural heritage”. (2016-04-11)
Repeals: Regional Law No. 38-Oz “On state protection and management of the objects of cultural heritage”. (2011-07-14)";"Vsevolod Gnetii (LEGN)";"";"";"FAO Legal Office";"2015-08-05";"ru";"land registration";"";"Land Policy & Legislation";"RUS;ARM;BLR;KAZ;KGZ;MDA;RUS;TJK;TKM;UKR;UZB;151;150";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC152757";"http://extwprlegs1.fao.org/docs/pdf/rus152757.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC072724";"Commonwealth Environmental Amendments Act of 1999 (P.L. 11-103).";"This Act amends environmental legislation of 2 CMC relating to legal proceedings, assessment and collection of penalties or fines, inspection of records, the Division of Environmental Quality Special Fund, emergency permits for disposal of waste in areas affected by typhoons or other destructive natural events.This Act allows for civil action under 2 CMC after all administrative appeal procedures are exhausted. This Act establishes the Division of Environmental Quality Special Fund, a special account where all monies, including fees and civil fines, collected by the Director of the Division of Environmental Quality under the provisions of this Act shall be deposited. The Act defines procedures for the granting of emergency permits for the disposal of solid waste in debris staging area, i.e. a storage of rubble, wreckage and vegetation remains from typhoons, storms or other destructive events of an emergency nature as determined by the Director of the Division of Environmental Quality.

Amends: Commonwealth, Environmental Protection Act (P.L. 3-23). (1982-08-10)";"";"";"Government of the Northern Mariana Islands";"FAO Legal Office";"1999-09-29";"en";"waste";"";"Land Policy & Legislation";"MNP;009";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC072724";"http://extwprlegs1.fao.org/docs/pdf/mnp72724.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC142675";"Ley de derechos y cultura indígena del Estado de Tabasco.";"La presente Ley, reglamentaria del artículo 2° de la Constitución Política del Estado Libre y Soberano de Tabasco en lo relativo a los derechos y cultura indígena, establece la obligación de los poderes del Estado y los Ayuntamientos o Concejos Municipales, en sus relaciones con los pueblos y sus comunidades indígenas, con el propósito de elevar el bienestar social de sus integrantes. Cabe destacar el reconocimiento de los derechos relacionados con el territorio indígena, definido como la zona geográfica donde todo o parte de un pueblo indígena se asienta, y que cubre la totalidad del hábitat que ocupan o utilizan de alguna manera ; este territorio es la base espacial y material de sus miembros, de su reproducción como pueblo, y expresa la unidad indisoluble hombre-tierra-naturaleza (art. 3). Por otro lado el Capítulo VIII está dedicado al uso de los recursos naturales por parte de los pueblos indígenas y sus comunidades. El artículo 59 establece que los pueblos y comunidades indígenas, tendrán derecho a obtener los beneficios derivados del uso y aprovechamiento sostenible de los recursos naturales de sus tierras y territorios de conformidad con las disposiciones constitucionales y legales aplicables para que, en un marco de desarrollo integral, se supere su atraso económico y aislamiento.
";"Oficialía Mayor";"";"";"FAO Legal Office";"2009-04-03";"es";"sustainable development;land tenure;sustainable land use;indigenous peoples";"";"Land Policy & Legislation";"MEX;019;013";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC142675";"http://extwprlegs1.fao.org/docs/pdf/mex142675.pdf";"";"All rights reserved";"© FAO. Para garantizar la amplia difusión de su información, la FAO se ha comprometido a poner libremente a disposición de los interesados este contenido y alienta el uso, la reproducción y la difusión de los textos, productos multimedia y datos presentados. Salvo que se indique lo contrario, el contenido se puede copiar, imprimir y descargar con fines de estudio privado, investigación y docencia, y para uso en productos o servicios no comerciales, siempre que se reconozca de forma adecuada a la FAO como fuente y titular de los derechos de autor  y que no se indique o que ello implique en modo alguno que la FAO aprueba los puntos de vista, productos o servicios de los usuarios.";""
"LEX-FAOC069920";"Decision No. 262/2006/QD-TTg approving the master plan on socio-economic development of Thai Binh province up to 2020.";"This Decision approves the master plan on the socio-economic development of the Thai Binh province. This plan shall be closely combined with the rational exploitation and protection of natural resources and ecological environment.The plan, among other things, shall: adopt policies on the management and rational use of natural resources, especially land, water sources, minerals, submerged forests; prevent and effectively handle acts causing environmental pollution; and invest in the collection, recycling and treatment of waste. Socio-economic development shall include: the development of agriculture, forestry and fishery; the building and expansion of the water supply network; the building and upgrading of water drainage networks; environmental protection, conservation of natural landscapes and maintenance of urban sanitation; the development of rural and coastal areas.

Repealed by: Decision No. 733/QD-TTg approving the master plan on socio-economic development of Thai Binh province through 2020. (2011-05-17)";"";"";"";"FAO Legal Office";"2006-11-14";"en";"agricultural land management;public ownership;land use planning;farming systems;water rights;land management;waste";"";"Land Policy & Legislation";"VNM;142;035";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC069920";"http://extwprlegs1.fao.org/docs/pdf/vie69920.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC111862";"Order No. 57-P of the Agency on land resources management validating the Regulation on land reclamation of disturbed land.";"This Order specifies elaboration of land reclamation projects related to soil cover disturbed by mining, exploration, construction and other works. Elaboration of land reclamation projects shall be subject to licensing. The following factors shall be taken into consideration in the process of elaboration of land reclamation projects: (a) natural conditions; (b) prospects of land use planning; (c) actual or foreseeable state of disturbed land; (d) agrochemical or agrophysical properties of soil; and (e) environmental protection requirements. Elaboration of land reclamation projects shall be carried out in the following cases: (a) after allotment of a plot of land the use of which shall entail soil disturbance – after decision of local self-government on land allotment and land transfer; (b) in case of change of specific land use – after decision by local self-government on change of specific (purposeful) land tenure; and (c) on previously disturbed land/soil in case of lack of information on the responsible for land/soil disturbance – by decision of local self-government body.

Amended by: Order No. 29-OD of the Agency on land resources management amending Order No. 57-P of the Agency on land resources management validating the Regulation on land reclamation of disturbed land. (2011-02-21)";"";"";"";"FAO Legal Office";"2009-04-02";"ru";"land use planning;land management";"";"Land Policy & Legislation";"KAZ;143;ARM;BLR;KAZ;KGZ;MDA;RUS;TJK;TKM;UKR;UZB;AFG;ARM;AZE;BDI;BFA;BOL;BTN;BWA;CAF;ETH;KAZ;KGZ;LAO;LSO;MDA;MKD;MLI;MNG;MWI;NER;NPL;PRY;RWA;SSD;SWZ;TCD;TJK;TKM;UGA;UZB;ZMB;ZWE;RUS";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC111862";"http://extwprlegs1.fao.org/docs/pdf/kaz111862.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC097726";"Acuerdo Nº 10 - Adopta el esquema para la Estrategia de Articulación Nación-Territorio.";"El presente Acuerdo define y adopta el esquema para la Estrategia de Articulación Nación-Territorio, con el objeto de generar los mecanismos que identifiquen y reconozcan las competencias y capacidades de las entidades en los distintos niveles, y fortalezcan las instituciones para la apropiación de la política pública de prevención y atención integral de la población desplazada en el ámbito territorial.

Implementa: Decreto Nº 250 - Plan Nacional para la Atención Integral a la Población Desplazada por la Violencia. (2005-02-07)";"SanchezRoman, Eloy (CONSLEGB)";"";"Government of Colombia";"FAO Legal Office";"2010-06-23";"es";"land use planning;natural disasters;farmland;land ownership;land tenure";"";"Land Policy & Legislation";"COL;019;005";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC097726";"http://extwprlegs1.fao.org/docs/pdf/col97726.doc";"";"All rights reserved";"© FAO. Para garantizar la amplia difusión de su información, la FAO se ha comprometido a poner libremente a disposición de los interesados este contenido y alienta el uso, la reproducción y la difusión de los textos, productos multimedia y datos presentados. Salvo que se indique lo contrario, el contenido se puede copiar, imprimir y descargar con fines de estudio privado, investigación y docencia, y para uso en productos o servicios no comerciales, siempre que se reconozca de forma adecuada a la FAO como fuente y titular de los derechos de autor  y que no se indique o que ello implique en modo alguno que la FAO aprueba los puntos de vista, productos o servicios de los usuarios.";"5"
"LEX-FAOC143219";"Ley de catastro del Estado de Quintana Roo.";"Por la presente Ley se establecen las normas y principios básicos de las funciones catastrales y la valuación de los predios. La Dirección General del Catastro es la dependencia del Ejecutivo del Estado que tiene por objeto la formación y conservación del catastro estatal, mediante los sistemas técnicos y administrativos que se establezcan. La Ley clasifica los predios en urbanos, sub-urbanos y rústicos.

Implementado por: Reglamento de la Ley de catastro del Estado de Quintana Roo. (2008-07-22)";"";"";"";"FAO Legal Office";"2008-03-04";"es";"farmland;land valuation;land governance;land registration;cadastres;urban areas";"";"Land Policy & Legislation";"MEX;019;013";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC143219";"http://extwprlegs1.fao.org/docs/pdf/mex143219.pdf";"";"All rights reserved";"© FAO. Para garantizar la amplia difusión de su información, la FAO se ha comprometido a poner libremente a disposición de los interesados este contenido y alienta el uso, la reproducción y la difusión de los textos, productos multimedia y datos presentados. Salvo que se indique lo contrario, el contenido se puede copiar, imprimir y descargar con fines de estudio privado, investigación y docencia, y para uso en productos o servicios no comerciales, siempre que se reconozca de forma adecuada a la FAO como fuente y titular de los derechos de autor  y que no se indique o que ello implique en modo alguno que la FAO aprueba los puntos de vista, productos o servicios de los usuarios.";""
"LEX-FAOC125797";"Brandenburg Building Ordinance.";"The present Ordinance applies to buildings and building products. Furthermore, the Ordinance also applies to parcel of lands and other constructions and facilities subject to requirements of the present Ordinance. The text consists of 84 articles divided into 7 Parts as follows: General provisions (1); The Parcel of land and its development (2); Structural installations, other constructions and facilities (3); Parties involved in construction (4); Organization, competences and responsibilities (5); Administrative proceedings (6);Ordinances, local building regulations, data protection, final provisions (8).

Implements: Directive 98/34/EC of the European Parliament and of the Council laying down a procedure for the provision of information in the field of technical standards and regulations. (1998-06-22)";"mswegen";"";"";"FAO Legal Office";"2008-09-17";"de";"land use planning;land subdivision;land tenure";"";"Land Policy & Legislation";"DEU;150;AUT;BEL;BGR;CYP;CZE;DEU;DNK;ESP;EST;FIN;FRA;GBR;GRC;HRV;HUN;IRL;ITA;LTU;LUX;LVA;MLT;NLD;POL;PRT;ROU;SVK;SVN;SWE;155";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC125797";"http://extwprlegs1.fao.org/docs/pdf/ger125797.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC143215";"Ley de Expropiación del Estado de Querétaro.";"La presente Ley regula el procedimiento para la expropiación de la propiedad privada en el territorio del Estado de Querétaro. La Ley indica las causas de utilidad pública que pueden constituir fundamento del procedimiento de expropiación y regula las correspondientes indemnizaciones a los propietarios.
";"";"";"";"FAO Legal Office";"2009-07-23";"es";"farmland;urban areas;expropriation";"";"Land Policy & Legislation";"MEX;019;013";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC143215";"http://extwprlegs1.fao.org/docs/pdf/mex143215.pdf";"";"All rights reserved";"© FAO. Para garantizar la amplia difusión de su información, la FAO se ha comprometido a poner libremente a disposición de los interesados este contenido y alienta el uso, la reproducción y la difusión de los textos, productos multimedia y datos presentados. Salvo que se indique lo contrario, el contenido se puede copiar, imprimir y descargar con fines de estudio privado, investigación y docencia, y para uso en productos o servicios no comerciales, siempre que se reconozca de forma adecuada a la FAO como fuente y titular de los derechos de autor  y que no se indique o que ello implique en modo alguno que la FAO aprueba los puntos de vista, productos o servicios de los usuarios.";""
"LEX-FAOC097729";"Rural Lands Protection Amendment Act 2008.";"The Act contains amendments relating to rating. The following amendments commenced on 1 January 2009: a) abolished minimum rates, (b) increased the minimum rateable area to 10 hectares, (c) made provision (as a transitional measure) for the making of rates during the 2009 calendar year. The amendments due to commence on 1 January 2010: (a) remove the concept of “notional carrying capacity” of land (being the number of stock that the relevant livestock health and pest authority assessed could be maintained on the land) as the basis for the making and levying of rates, (b) provide that rates may consist of a base amount and an amount calculated on a per hectare basis, (c) provide that livestock health and pest authorities may, in accordance with any regulations under the Principal Act or any guidelines given by the State Management Council of Livestock Health and Pest Authorities (the State Council), if any, divide their districts into zones and make and levy different rates for different zones, and (d) make amendments to the Agricultural Livestock (Disease Control Funding) Act 1998 and the Meat Industry Act 1978 consequent on the abolition of the concept of notional carrying capacity of land.

Amends: Rural Lands Protection Act 1998, No. 143. (2009-01-27)";"tomassi alessandra";"";"";"FAO Legal Office";"2009-01-01";"en";"farmland;land reform;grazing;land management;land tenure";"";"Land Policy & Legislation";"AUS;009";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC097729";"http://extwprlegs1.fao.org/docs/pdf/nsw97729.doc";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"4"
"LEX-FAOC081578";"Town and Country Planning (Environmental Impact Assessment) (Mineral Permissions and Amendment) (England) Regulations 2008 (S.I. 1556 of 2008).";"These Regulations concern applications to determine the conditions to which mineral planning permissions are subject. They apply the Town and Country Planning (Environmental Impact Assessment) (England and Wales) Regulations 1999, with modifications, to such applications and set out the procedures that apply in relation to the presentation, including submittal of an environmental impact statement, or handling of such applications. They also impose a duty on mineral planning authorities to make a prohibition order in relation to the whole or part of a minerals site as they see fit where regulations regarding the submittal of information by an applicant have not been complied with and, as a consequence, permission for minerals development has been suspended.

Implements: Town and Country Planning Act 1990 (1990 Chapter 8). (1990-05-24)
Repealed by: Town and Country Planning (Environmental Impact Assessment) Regulations 2011 (S.I. No. 1824 of 2011). (2011-07-19)";"epdata02";"";"Government of the United Kingdom";"FAO Legal Office";"2008-06-12";"en";"land use planning;mining";"";"Land Policy & Legislation";"GBR;150;AUT;BEL;BGR;CYP;CZE;DEU;DNK;ESP;EST;FIN;FRA;GBR;GRC;HRV;HUN;IRL;ITA;LTU;LUX;LVA;MLT;NLD;POL;PRT;ROU;SVK;SVN;SWE;154";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC081578";"http://extwprlegs1.fao.org/docs/pdf/uk81578.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC011466";"Arrêté du Ministre de l'agriculture et de la mise en valeur agricole nº 414-97 modifiant et complétant l'arrêté du Ministre de l'agriculture et de la mise en valeur agricole nº 3073-94 du 4 août 1994  fixant les attributions et l'organisation des services extérieurs du Ministère de l'agriculture et de la réforme agraire.";"Cet arrêté abroge le titre IV de l'arrêté nº 3073-94 (arrêté qui fixe les attributions et l'organisation des services extérieurs du Ministère de l'agriculture et de la réforme agraire) et le remplace par un nouveau titre relatif aux directions du contrôle et de la qualité aux postes frontières. Il abroge aussi les titres V et VI, et modifie le texte des articles 1, 3 et 31 portant liste des services extérieurs du Ministère et les dispositions relatives aux directions provinciales. Parmi ces dernières, la composition des directions de Sefrou, Smara et de Tan Tan est spécifiée aux articles 4 bis et 4 ter.

Modifie: Arrêté du Ministre de l'agriculture et de la mise en valeur agricole nº 3073-94 fixant les attributions et à l'organisation des services extérieurs du Ministère de l'agriculture et de la réforme agraire. (1994-08-04)";"";"";"";"FAO Legal Office";"1996-11-21";"fr";"";"";"Land Policy & Legislation";"MAR;002;015";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC011466";"http://extwprlegs1.fao.org/docs/pdf/mor11466.pdf";"";"All rights reserved";"© FAO. Afin d’assurer une large diffusion de ses informations, la FAO s’attache à donner libre accès à ce contenu et encourage l’utilisation, la reproduction et la diffusion des données, des informations textuelles et des supports multimédia présentés. Sauf indication contraire, le contenu peut être reproduit, imprimé et téléchargé aux fins d’étude privée, de recherches ou d’enseignement ainsi que pour utilisation dans des produits ou services non commerciaux, sous réserve que la FAO soit correctement mentionnée comme source et comme titulaire du droit d’auteur et à condition qu’il ne soit ni déclaré ni sous-entendu en aucune manière que la FAO approuverait les opinions, produits ou services des utilisateurs.";""
"LEX-FAOC156475";"Arrêté n°06-3249 MPAT-SG du 29 décembre 2006 fixant l’organisation et les modalités de fonctionnement des services subrégionaux de la planification, de la statistique et de l’informatique, de l’aménagement du territoire et de la population.";"Le présent arrêté fixe l’organisation et les modalités de fonctionnement des Services Subrégionaux de la Planification, de la Statistique et de l’Informatique, de l’Aménagement du Territoire et de la Population.
";"";"";"Government of Mali";"FAO Legal Office";"2009-12-29";"fr";"land use planning";"";"Land Policy & Legislation";"MLI;002;011";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC156475";"http://extwprlegs1.fao.org/docs/pdf/mli156475.pdf";"";"All rights reserved";"© FAO. Afin d’assurer une large diffusion de ses informations, la FAO s’attache à donner libre accès à ce contenu et encourage l’utilisation, la reproduction et la diffusion des données, des informations textuelles et des supports multimédia présentés. Sauf indication contraire, le contenu peut être reproduit, imprimé et téléchargé aux fins d’étude privée, de recherches ou d’enseignement ainsi que pour utilisation dans des produits ou services non commerciaux, sous réserve que la FAO soit correctement mentionnée comme source et comme titulaire du droit d’auteur et à condition qu’il ne soit ni déclaré ni sous-entendu en aucune manière que la FAO approuverait les opinions, produits ou services des utilisateurs.";""
