ID;Title;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publicaton date (YYYY/MM);Language;Related concepts;Themes;Overarching Categories;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages
"LEX-FAOC043753";"Valuation of Land Regulation 2001.";"This Regulation implements the Valuation of Land Act 1916 by providing specifications on the valuation related procedures, including refunds and objections.

Implements: Valuation of Land Act 1916. (2015-11-24)
Repealed by: Valuation of Land Regulation 2006. (2006-07-01)";"Moauro, BarbaraSiteIME";"";"";"FAO Legal Office";"2001-08-31";"en";"land valuation";"";"Land Policy & Legislation";"AUS;009";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC043753";"http://extwprlegs1.fao.org/docs/pdf/nsw43753.doc";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"2"
"LEX-FAOC161276";"Décret n° 2008-090-PR du 29 juillet 2008 portant organisations des départements ministériels.";"Le présent décret définit l’organisation des départements ministériels, notamment le ministère de l’environnement et du tourisme et des ressources forestières; le ministère de la coopération, du développement et de l'aménagement du territoire; le ministère des travaux publics, des transports, de l'urbanisme et de l'habitat; le ministère des mines, de l'énergie et de l'eau; le ministère de l'agriculture, de l'élevage et de la pêche; et le Ministère des mines, de l'énergie et de l'eau. Le texte abroge toutes les dispositions antérieures portant organisation et attribution des départements ministériels.
";"";"";"Government of Togo";"FAO Legal Office";"2008-07-29";"fr";"land use planning;fisheries;land management;forest conservation;forest land";"";"Land Policy & Legislation";"TGO;002;011";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC161276";"http://extwprlegs1.fao.org/docs/pdf/tog161276.pdf";"";"All rights reserved";"© FAO. Afin d’assurer une large diffusion de ses informations, la FAO s’attache à donner libre accès à ce contenu et encourage l’utilisation, la reproduction et la diffusion des données, des informations textuelles et des supports multimédia présentés. Sauf indication contraire, le contenu peut être reproduit, imprimé et téléchargé aux fins d’étude privée, de recherches ou d’enseignement ainsi que pour utilisation dans des produits ou services non commerciaux, sous réserve que la FAO soit correctement mentionnée comme source et comme titulaire du droit d’auteur et à condition qu’il ne soit ni déclaré ni sous-entendu en aucune manière que la FAO approuverait les opinions, produits ou services des utilisateurs.";""
"LEX-FAOC154941";"Borrowers and Lenders Act, 2014 (No. 13 of 2014).";"This Act makes provision with respect to agreements for the purposes of lending money and related matters such as debt recovery. A “credit agreement” means an agreement in the nature of a credit facility, a credit transaction, a secured credit guarantee, any combination of these or any other agreement that relates to a transaction, regardless of its form that creates a security interest in movable property to secure all types of obligations, present or future, determined or determinable. A “lender” means a commercial bank or other financial institution licensed by the Bank of Sierra Leone and who, as part of business enters into a credit agreement by advancing loans and other credit facilities including – (a) micro credit facilities; (b) selling goods on credit; (c) providing services on credit; and (d) a financial lessor. The Act also concerns interests affecting land (mortgages) or goods (liens).
";"JENEBA";"";"Government of Sierra Leone";"FAO Legal Office";"2014-12-22";"en";"";"";"Land Policy & Legislation";"SLE;002;011";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC154941";"http://extwprlegs1.fao.org/docs/pdf/sie154941.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC077930";"Arrêté ministériel définissant les prescriptions techniques obligatoires pour les infrastructures de stockage des effluents d'élevage.";"L’article 1er de l’arrêté susvisé établit que toute infrastructure de stockage visée par le chapitre IV du titre VII de la partie II de la partie réglementaire du Code de l'Eau, dont la construction a débuté après la date de publication du présent arrêté au Moniteur belge doit respecter les prescriptions techniques énoncées dans l'annexe II de l'arrêté ministériel relatif à la mise en conformité des infrastructures de stockage des effluents d'élevage du 1er avril 2004, modifié par l'arrêté ministériel du 28 décembre 2007.

Met en oeuvre: Arrêté ministériel relatif à la mise en conformité des infrastructures de stockage des effluents d'élevage (2008-03-07)";"DeFranchis, Elfriede (CONSLEGB)";"";"Government of Belgium";"FAO Legal Office";"2008-02-18";"fr";"fisheries;farmland;land management";"";"Land Policy & Legislation";"BEL;150;AUT;BEL;BGR;CYP;CZE;DEU;DNK;ESP;EST;FIN;FRA;GBR;GRC;HRV;HUN;IRL;ITA;LTU;LUX;LVA;MLT;NLD;POL;PRT;ROU;SVK;SVN;SWE;155";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC077930";"http://extwprlegs1.fao.org/docs/pdf/bel77930.doc";"";"All rights reserved";"© FAO. Afin d’assurer une large diffusion de ses informations, la FAO s’attache à donner libre accès à ce contenu et encourage l’utilisation, la reproduction et la diffusion des données, des informations textuelles et des supports multimédia présentés. Sauf indication contraire, le contenu peut être reproduit, imprimé et téléchargé aux fins d’étude privée, de recherches ou d’enseignement ainsi que pour utilisation dans des produits ou services non commerciaux, sous réserve que la FAO soit correctement mentionnée comme source et comme titulaire du droit d’auteur et à condition qu’il ne soit ni déclaré ni sous-entendu en aucune manière que la FAO approuverait les opinions, produits ou services des utilisateurs.";"1"
"LEX-FAOC010369";"Real Decreto Legislativo Nº 1/1992 - Ley sobre el régimen del suelo y ordenación urbana. Texto refundido.";"El texto refundido de la presente Ley consta de 10 títulos, 310 artículos, 8 disposiciones adicionales, 8 transitorias, 1 derogatoria y 1 final. INDICE: Objeto y finalidades de la Ley (tit. preliminar); Régimen urbanístico de la propiedad del suelo (I); Valoraciones (II); Planeamiento urbanístico del territorio (III); Ejecución del planeamiento (IV); Expropiaciones y régimen de venta forzosa (V); Supuestos indemnizatorios (VI); Intervención administrativa en la edificación y uso del suelo y disciplina urbanística (VII); Instrumentos de intervención en el mercado del suelo (VIII); Régimen jurídico (IX).La presente Ley tiene por objeto establecer el régimen urbanístico de la propiedad del suelo y regular la actividad administrativa en materia de urbanismo (art. 1º). La actividad urbanística se refiere a los siguientes aspectos: a) planeamiento urbanístico; b) ejecución del planeamiento; c) intervención del ejercicio de las facultades dominicales relativas al uso del suelo y edificación; d) intervención en la regulación del mercado del suelo (art. 2). El territorio nacional podrá ordenarse mediante el Plan nacional de ordenación que establecerá las grandes directrices territoriales, fijará los fines y objetivos y determinará las prioridades de la acción pública a escala del territorio nacional, de forma que permita la adopción coordinada de las decisiones estratégicas referentes a la compatibilidad del espacio económico con la calidad de vida y el bienestar social (art. 66).

Implementado por: Real Decreto Nº 3.288/1978 - Reglamento de Gestión Urbanística para el desarrollo y aplicación de la Ley sobre el régimen del suelo y ordenación urbana. (1978-08-25)
Enmendado por: Ley Nº 19/1975 - Reforma la Ley sobre el régimen del suelo y ordenación urbana. (1975-05-02)
Enmendado por: Ley Nº 8/2007 - Ley de suelo. (2007-05-28)
Revocado por: Real Decreto Legislativo Nº 2/2008 - Ley de suelo. Texto refundido. (2008-06-20)";"FAO";"";"";"FAO Legal Office";"1976-04-09";"es";"concession (land);expropriation;land tenure;environment;land management;urban areas";"";"Land Policy & Legislation";"ESP;150;AUT;BEL;BGR;CYP;CZE;DEU;DNK;ESP;EST;FIN;FRA;GBR;GRC;HRV;HUN;IRL;ITA;LTU;LUX;LVA;MLT;NLD;POL;PRT;ROU;SVK;SVN;SWE;039";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC010369";"http://extwprlegs1.fao.org/docs/pdf/spa10369.doc";"";"All rights reserved";"© FAO. Para garantizar la amplia difusión de su información, la FAO se ha comprometido a poner libremente a disposición de los interesados este contenido y alienta el uso, la reproducción y la difusión de los textos, productos multimedia y datos presentados. Salvo que se indique lo contrario, el contenido se puede copiar, imprimir y descargar con fines de estudio privado, investigación y docencia, y para uso en productos o servicios no comerciales, siempre que se reconozca de forma adecuada a la FAO como fuente y titular de los derechos de autor  y que no se indique o que ello implique en modo alguno que la FAO aprueba los puntos de vista, productos o servicios de los usuarios.";"1"
"LEX-FAOC084853";"St. Kitts Peninsula Resort District (Planned Community) Act, 2008 (No. 21 of 2008).";"This Act aims at the creation, registration, development and operation of one or more planned communities in a specified area of St. Kitts and Nevis.""Planned community"" is a real estate under development that shall be subdivided into lots. The Act provides for the regulation of rights and obligations of owners of property within a Planned Community. A Planned Community shall be created by a declaration made under the Title By Registration Act (cap. 279) and shall be managed by a community corporation. The Act provides also for the merger and consolidation of Planned Communities.

Amended by: St. Kitts (Planned Community) (Amendment) Act, 2011 (No. 29 of 2011). (2011-10-26)";"simone";"";"";"FAO Legal Office";"2008-07-11";"en";"common property;land subdivision;land tenure";"";"Land Policy & Legislation";"KNA;019;029;ABW;AIA;ASM;ATG;BHR;BHS;BLZ;BRB;COK;COM;CPV;CUB;CUW;DMA;DOM;FJI;FSM;GNB;GRD;GUM;GUY;HTI;JAM;KIR;KNA;LCA;MDV;MHL;MNP;MSR;NCL;NIU;NRU;PLW;PNG;PRI;PYF;SGP;SLB;STP;SUR;SXM;SYC;TLS;TON;TTO;TUV;VCT;VGB;VIR;VUT;WSM";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC084853";"http://extwprlegs1.fao.org/docs/pdf/stk84853.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC154016";"Regional Law No. 486-OZ amending Regional Law No. 250-OZ “On areas of traditional management of indigenous peoples of the North”.";"Article 4 (1) shall be amended to add the following wording: “Allotment of plots of land persons of indigenous peoples, and communities thereof, within area of traditional management, shall be performed in accordance with the legislation of the Russian Federation”.

Amends: Regional Law No. 250-OZ “On areas of traditional management of indigenous peoples of the North”. (2008-06-30)";"";"";"Government of Russia";"FAO Legal Office";"2015-02-10";"ru";"customary law;public ownership;indigenous peoples";"";"Land Policy & Legislation";"RUS;ARM;BLR;KAZ;KGZ;MDA;RUS;TJK;TKM;UKR;UZB;151;150";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC154016";"http://extwprlegs1.fao.org/docs/pdf/rus154016.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC154017";"Regional Law No. 470-OZ amending Regional Law No. 208-OZ “On guarantees of rights of indigenous peoples”.";"Article 12 shall be amended to add the following wording: “Indigenous peoples, communities thereof, and single persons pertaining to indigenous peoples shall have the right to compensation of damages caused to their traditional environment by economic activities of organizations and natural persons”.

Amends: Regional Law No. 208-OZ “On guarantees of rights of indigenous peoples”. (2009-03-06)";"";"";"Government of Russia";"FAO Legal Office";"2015-10-05";"ru";"compensation;indigenous peoples";"";"Land Policy & Legislation";"RUS;ARM;BLR;KAZ;KGZ;MDA;RUS;TJK;TKM;UKR;UZB;151;150";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC154017";"http://extwprlegs1.fao.org/docs/pdf/rus154017.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC154014";"Regional Law No. 500-OZ amending Regional Law No. 166-OZ “On regulation of some land relations”.";"Article 2 shall be amended to add the following wording: “Regional Legislative Assembly shall establish the modalities of calculation of lease payments for public land plots and land plots with undelimited public ownership allotted on lease without tender”.

Amends: Regional Law No. 166-OZ “On regulation of some land relations”. (2009-06-26)";"";"";"Government of Russia";"FAO Legal Office";"2015-03-17";"ru";"leases;public ownership;land tenure";"";"Land Policy & Legislation";"RUS;ARM;BLR;KAZ;KGZ;MDA;RUS;TJK;TKM;UKR;UZB;151;150";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC154014";"http://extwprlegs1.fao.org/docs/pdf/rus154014.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC154012";"Regional Law No. 522-OZ amending Regional Law No. 278-OZ “On turnover of agricultural land”.";"Article 3 shall be amended to add the following wording: “The following land areas of agricultural land (maximum and minimum) out of stock of public or municipal land to be allotted to farmers shall be established: (a) minimum agricultural land area – 5ha; (b) maximum land areas: 20 ha (in case of land tenure free of charge); 500 ha in case of allotment on lease or for payment, except for cases envisaged by the federal legislation”.

Amends: Regional Law No. 278-OZ “On turnover of agricultural land”. (2009-06-04)";"";"";"Government of Russia";"FAO Legal Office";"2015-04-28";"ru";"farming systems;leases;farmland;public ownership;farmers";"";"Land Policy & Legislation";"RUS;ARM;BLR;KAZ;KGZ;MDA;RUS;TJK;TKM;UKR;UZB;151;150";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC154012";"http://extwprlegs1.fao.org/docs/pdf/rus154012.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC164130";"Groundwater Pollution Control Standards.";"These Standards are determined pursuant to Article 6, Paragraph 2 of the Soil and Groundwater Pollution Remediation Act.Groundwater is classified into the two categories: Category 1: Groundwater in drinking water source protection areas; Category 2: Groundwater which is not of Category 1. The Standards set forth pollution control items and standard values for soil or groundwater pollution monitoring and control.

Implements: Soil and Groundwater Pollution Remediation Act (2010). (2010-02-03)";"ynyang";"";"";"FAO Legal Office";"2001-11-21";"zh";"";"";"Land Policy & Legislation";"CHN;142;030";"Other";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC164130";"http://extwprlegs1.fao.org/docs/pdf/tw164130.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC154010";"Regional Law No. 553-OZ amending Regional Law No. 223-OZ “On objects of cultural heritage”.";"Article 4 (1) shall be amended to add the following wording: “Regional state bodies in the sphere of protection and management of the objects of cultural heritage shall be responsible for the organization and performance of regional state supervision in the sphere of protection of the objects of cultural heritage”.

Amends: Regional Law No. 223-OZ “On objects of cultural heritage”. (2013-09-11)";"";"";"Government of Russia";"FAO Legal Office";"2015-06-11";"ru";"";"";"Land Policy & Legislation";"RUS;ARM;BLR;KAZ;KGZ;MDA;RUS;TJK;TKM;UKR;UZB;151;150";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC154010";"http://extwprlegs1.fao.org/docs/pdf/rus154010.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC094062";"Decreto Nº 35.931/MP/MIVAH - Reglamento de la Ley Nº 8.680, Ley especial para titulación de vivienda en precarios y en zonas de desarrollo urbano no reconocidas (precarios).";"El presente Decreto aprueba el Reglamento que tiene por objeto la correcta regulación de la Ley que establece el marco jurídico para el ordenamiento y la titulación de los bienes inmuebles cuya propiedad recaiga en instituciones de derecho público, empresas públicas y municipalidades y que estén siendo ocupados por personas físicas en carácter de precaristas.

Implementa: Ley Nº 8.680 - Ley especial para titulación de vivienda en precarios y en zonas de desarrollo urbano no reconocidas (precarios). (2008-11-12)";"";"";"Government of Costa Rica";"FAO Legal Office";"2010-03-25";"es";"public ownership;land registration;cadastres;land tenure;urban areas;land ownership";"";"Land Policy & Legislation";"CRI;019;013";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC094062";"http://extwprlegs1.fao.org/docs/pdf/cos94062.pdf";"";"All rights reserved";"© FAO. Para garantizar la amplia difusión de su información, la FAO se ha comprometido a poner libremente a disposición de los interesados este contenido y alienta el uso, la reproducción y la difusión de los textos, productos multimedia y datos presentados. Salvo que se indique lo contrario, el contenido se puede copiar, imprimir y descargar con fines de estudio privado, investigación y docencia, y para uso en productos o servicios no comerciales, siempre que se reconozca de forma adecuada a la FAO como fuente y titular de los derechos de autor  y que no se indique o que ello implique en modo alguno que la FAO aprueba los puntos de vista, productos o servicios de los usuarios.";""
"LEX-FAOC050720";"Act No. LXVII of 2004 regarding public interest and implementation of the programme aimed to increase the protection against flood in the Tisza River basin, and for land planning and rural development of the surrounding area (re-development of the Vásárhelyi Plan).";"Ensuring the protection against flood, and thus planning, regulating, organizing, governing, controlling of flood preventive activities, through the construction, development, maintenance and operation of protective waterworks (mainly reservoirs and canals) of non-local competence, shall be the duty of the State. This Act applies to the tasks and activities related to the re-development, planning, preparation and realization of the Vásárhelyi Plan (improvement of the capacity of water flow in the principal bed, creation and restoration of floodplain zones, etc.) . For this purposes, the State has the right of pre-emption or expropriation over land plots along the planned waterworks. The Act determines the rules of administrative and legal proceedings, defines the competence of authorities involved, in particular regarding the authorization of the environmental protection and water management authorities. This Act foresees the employment of jobless public workers for the restoration and maintenance of the principal river bed.

Amended by: Act No. CXXIII of 2007 on expropriation. (2013-06-27)
Amends: Act No. LVII of 1995 on water management. (2014-12-23)
Amends: Decree-Law No. 24 of 1976 on expropriation and implementing Decree No. 33 of 1976 of the Council of Ministers. (2001-12-24)
Amends: Act No. LIII of 1995 on the General Rules of Environmental Protection. (2015-03-17)
Amends: Act No. XXVI of 2003 on the National Land Use Plan. (2012-05-09)";"Egri";"";"Government of Hungary";"FAO Legal Office";"2004-06-30";"hu";"land use planning;fisheries;natural resources management;zoning;expropriation";"";"Land Policy & Legislation";"HUN;151;150;AUT;BEL;BGR;CYP;CZE;DEU;DNK;ESP;EST;FIN;FRA;GBR;GRC;HRV;HUN;IRL;ITA;LTU;LUX;LVA;MLT;NLD;POL;PRT;ROU;SVK;SVN;SWE";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC050720";"http://extwprlegs1.fao.org/docs/pdf/hun50720.doc";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"5"
"LEX-FAOC025098";"Instruction No. 29 of 1995 of the Federal Tax Service regarding the application of the Land Charges Act.";"This Instruction is issued on the basis of the Land Charges Act. Use of land shall carry a charge, with the following forms of payment: land tax, rent, normative price of land. The owners, holders and users of land, except leaseholders (tenants), shall be liable to an annual land tax. Land charges are designed to stimulate the rational use, protection and development of lands, to enhance soil fertility, to even out the socio-economic conditions of economic operations on lands of different quality, to ensure the development of the infrastructure in populated localities, and so form special funds to finance these measures. The document consists of VIII Sections that contain 58 Articles. Section I specifies payers of land tax and rental charges for land, and objects liable thereto. Section II establishes land charges benefits and rules for the granting thereof. Section III determines rules of assessment and payment of land tax. Section IV regards rules of review of taxation and payment of sums of tax additionally increased or reduced in the process. Section V deals with the rules of audit of land tax settlements. Section VI establishes payers' liability. Section VII concerns procedure of entry, centralization and use of funds received as land charges. Section VIII establishes normative price of land.

Amended by: Official Letter No. 29-3 of 1996 regarding amendments and additions No. 3 to the Federal Tax Service Instruction No. 29 concerning the application of the Land Charges Act. (1996-06-07)
Amended by: Order No.AP-3-04/273 of 1999 of the Minister of Taxes and Dues regarding amendments and addenda to the Instruction No.29 of 1995 of the Federal Tax Service regarding the application of the Land Charges Act. (1999-08-20)
Repealed by: Order No.AP-3-04/90 of 2000 of the Ministry of Taxes and Dues regarding abrogation of the Instruction No.29 of 17.04.95 regarding the application of the Land Charges Act. (2000-03-06)";"";"";"";"FAO Legal Office";"1995-04-17";"en";"land valuation;use rights;compensation;land reform;land tenure";"";"Land Policy & Legislation";"RUS;ARM;BLR;KAZ;KGZ;MDA;RUS;TJK;TKM;UKR;UZB;151;150";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC025098";"http://extwprlegs1.fao.org/docs/pdf/rus25098E.htm";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC155469";"Ordinance on land registration in the Canton Graubünden (Cantonal Land Cadastre Ordinance).";"The present Ordinance lays down provisions relating to the organization and administration of the Cantonal Land Register. The text consists of 31 articles divided into 7 Parts as follows: General provisions (1); Running of cadastre (2); Electronic cadastre (3); Introduction of the Federal Cadastre (4); Partial rights (5); Certificate of competence (6); Final provisions (7).
";"";"";"";"FAO Legal Office";"2014-10-20";"de";"cadastres;land registration";"";"Land Policy & Legislation";"CHE;150;155";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC155469";"http://extwprlegs1.fao.org/docs/pdf/swi155469.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC157762";"Compulsory expropriation (Amendment) Law 2014 (No. 61(I)/2014).";"This Law may be cited as the compulsory expropriation (Amendment) Act 2014 and shall be read together with the Compulsory expropriation Laws of 1962-2006 (hereinafter referred to as the ""basic law"") and may be referred collectively as the compulsory expropriation laws of 1962 to 2014. Paragraph (o) of Article 10 of the basic Law is amended as follows: (a) by replacing the word ""nine"" (second line) with the word ""three"" and (b) by replacing the semicolon at the end of this first phrase with colon and adding the following provisions: compensation to be paid in connection with acquisition of real property, for which the relevant expropriation notice is published before the date of entry into force of the compulsory expropriation (Amendment) Law of 2014, continuing to pay annual interests of nine per cent from the date of publication of the notice of expropriation, until the entry into force of this Act.

Amends: Compulsory expropriation (Amendment) Law 1962 (No. 15/1962). (1962-03-01)";"Anna Savvidou";"";"CyLaw";"FAO Legal Office";"2014-05-16";"el";"compensation;expropriation";"";"Land Policy & Legislation";"CYP;AUT;BEL;BGR;CYP;CZE;DEU;DNK;ESP;EST;FIN;FRA;GBR;GRC;HRV;HUN;IRL;ITA;LTU;LUX;LVA;MLT;NLD;POL;PRT;ROU;SVK;SVN;SWE;145";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC157762";"http://extwprlegs1.fao.org/docs/pdf/cyp157762.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC097160";"Règlement grand-ducal du 21 juillet 2009 déterminant a) les conditions d’aménagement et d’exploitation visant l’environnement humain et naturel, telles que la protection de l’air, de l’eau, du sol, de la faune et de la flore, la lutte contre les vibrations, l’utilisation rationnelle de l’énergie, la prévention et la gestion des déchets; b) les conditions d’aménagement et d’exploitation relatives à la sécurité du public et du voisinage en général ainsi qu’à la sécurité et l’hygiène sur le lieu de travail, la salubrité et l’ergonomie; concernant l’antenne ferroviaire Belval-Usines – Belvaux-Mairie.";"Le présent règlement grand-ducal détermine les conditions d’aménagement et d’exploitation visant l’environnement humain et naturel, telles que la protection de l’air, de l’eau, du sol, de la faune et de la flore, la lutte contre les vibrations, l’utilisation rationnelle de l’énergie, la prévention et la gestion des déchets. Notamment, l’annexe I comporte un résumé non technique du dossier de demande concernant l’antenne ferroviaire Belval-Usines – Belvaux-Mairie ainsi qu’un relevé des éléments concernés. L’annexe II fixe les conditions d’aménagement et d’exploitation visant l’environnement humain et naturel, telles que la protection de l’air, de l’eau, du sol, de la faune et de la flore, la lutte contre les vibrations, l’utilisation rationnelle de l’énergie, la prévention et la gestion des déchets. L’annexe III fixe les conditions d’aménagement et d’exploitation relatives à la sécurité du public et du voisinage en général ainsi qu’à la sécurité et l’hygiène sur le lieu de travail, la salubrité et l’ergonomie. Le texte comprend 4 articles et 3 annexes.
";"";"";"Government of Luxembourg";"FAO Legal Office";"2009-07-21";"fr";"environment;waste;land management;land use planning;fisheries";"";"Land Policy & Legislation";"LUX;150;AUT;BEL;BGR;CYP;CZE;DEU;DNK;ESP;EST;FIN;FRA;GBR;GRC;HRV;HUN;IRL;ITA;LTU;LUX;LVA;MLT;NLD;POL;PRT;ROU;SVK;SVN;SWE;155";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC097160";"http://extwprlegs1.fao.org/docs/pdf/lux97160.pdf";"";"All rights reserved";"© FAO. Afin d’assurer une large diffusion de ses informations, la FAO s’attache à donner libre accès à ce contenu et encourage l’utilisation, la reproduction et la diffusion des données, des informations textuelles et des supports multimédia présentés. Sauf indication contraire, le contenu peut être reproduit, imprimé et téléchargé aux fins d’étude privée, de recherches ou d’enseignement ainsi que pour utilisation dans des produits ou services non commerciaux, sous réserve que la FAO soit correctement mentionnée comme source et comme titulaire du droit d’auteur et à condition qu’il ne soit ni déclaré ni sous-entendu en aucune manière que la FAO approuverait les opinions, produits ou services des utilisateurs.";""
