ID;Title;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publicaton date (YYYY/MM);Language;Related concepts;Themes;Overarching Categories;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages
"LEX-FAOC139012";"Protected Places Order, 2010.";"This Order establishes the declaration of protected place. It specifies the place in the first column of the Schedule, more particularly described in the plan specified in the second column deposited in the office of the Surveyor-General, is hereby declared to be a protected place for the purposes of the Act. Item 4 in the Schedule to the Order Declaring Protective Places (GN 192/97) is revoked. The Schedules specifies the protected areas: Buildings and areas, Internal Security Department, Temburong Branch (New), Bangar Town, Mukim Bangar, Temburong District.

Implements: Protected Areas and Protected Places Act (Chapter 147). (1984)";"";"";"Government of the Sultanate of Brunei Darussalam";"FAO Legal Office";"2010-04-08";"en";"protected areas;zoning;land tenure";"";"Land Policy & Legislation";"BRN;142;035";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC139012";"http://extwprlegs1.fao.org/docs/pdf/bru139012.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC093940";"Decree of 21 of December 2009, fixing Anaro Indigenous Land.";"This Decree is composed by three articles and it fixes the limits of Anaro Indigenous Land, inside of Roraima State.
";"";"";"Government of Brazil";"FAO Legal Office";"2009-12-21";"pt";"zoning;land tenure";"";"Land Policy & Legislation";"BRA;019;005";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC093940";"http://extwprlegs1.fao.org/docs/pdf/bra93940.doc";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"2"
"LEX-FAOC085618";"Ordonnance n° 08-04 fixant les conditions et modalités de concession et de cession des terrains relevant du domaine privé de l’Etat destinés à la réalisation de projets d’investissement.";"La présente ordonnance a pour objet de fixer les conditions et modalités de concession et de cession des terrains relevant du domaine privé de l’Etat destinés à la réalisation de projets d’investissement.

Mis en oeuvre par: Décret exécutif  n° 09-152 fixant les conditions et les  modalités de concession et de cession des terrains relevant du domaine privé de l’Etat destinés à la réalisation de projets d’investissement. (2009-05-02)
Mis en oeuvre par: Décret exécutif no. 10-20 du 12 janvier 2010 portant organisation, composition et fonctionnement du comité d’assistance à la localisation et à la promotion des investissements et de la régulation du foncier. (2010-01-12)
Abroge: Ordonnance n° 06-11  fixant les conditions et modalités de concession et de cession des terrains relevant du domaine privé de l’Etat destinés à la réalisation de projets d’investissement. (2006-08-30)";"tomassi";"";"";"FAO Legal Office";"2008-09-01";"fr";"land use planning;urban areas;concession (land)";"";"Land Policy & Legislation";"DZA;002;015";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC085618";"http://extwprlegs1.fao.org/docs/pdf/alg85618.pdf";"";"All rights reserved";"© FAO. Afin d’assurer une large diffusion de ses informations, la FAO s’attache à donner libre accès à ce contenu et encourage l’utilisation, la reproduction et la diffusion des données, des informations textuelles et des supports multimédia présentés. Sauf indication contraire, le contenu peut être reproduit, imprimé et téléchargé aux fins d’étude privée, de recherches ou d’enseignement ainsi que pour utilisation dans des produits ou services non commerciaux, sous réserve que la FAO soit correctement mentionnée comme source et comme titulaire du droit d’auteur et à condition qu’il ne soit ni déclaré ni sous-entendu en aucune manière que la FAO approuverait les opinions, produits ou services des utilisateurs.";""
"LEX-FAOC035132";"Ley Nº 200 - Régimen de tierras.";"La presente Ley establece el régimen de tierras en general.

Revocado por: Ley Nº 1.152 - Dicta el Estatuto de Desarrollo Rural y reforma el Instituto Colombiano de Desarrollo Rural (INCODER). (2007-07-25)";"Sanchez Roman, E.ʢ";"";"";"FAO Legal Office";"1936-12-30";"es";"land;land tenure;land law;land dispute resolution;land reform;land ownership";"";"Land Policy & Legislation";"COL;019;005";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC035132";"http://extwprlegs1.fao.org/docs/pdf/col35132.doc";"";"All rights reserved";"© FAO. Para garantizar la amplia difusión de su información, la FAO se ha comprometido a poner libremente a disposición de los interesados este contenido y alienta el uso, la reproducción y la difusión de los textos, productos multimedia y datos presentados. Salvo que se indique lo contrario, el contenido se puede copiar, imprimir y descargar con fines de estudio privado, investigación y docencia, y para uso en productos o servicios no comerciales, siempre que se reconozca de forma adecuada a la FAO como fuente y titular de los derechos de autor  y que no se indique o que ello implique en modo alguno que la FAO aprueba los puntos de vista, productos o servicios de los usuarios.";"1"
"LEX-FAOC012405";"Nitrate Sensitive Areas (Amendment) Regulations 1998 (S.I. No. 79 of 1998).";"These Regulations amend the principal Regulations in respect of payments of aid to farmers in nitrate sensitive areas and determine the rates of payment in accordance with article 5(1)(b) of Council Regulation (EC) 2078/92. They increase annual payment for land converted from arable to species-rich grassland. (2 Regulations)

Amends: Nitrate Sensitive Areas Regulations 1994 (S.I. No. 1729 of 1994). (1994-07-01)
Repealed by: Nitrate Pollution Prevention Regulations 2008 (S.I. No. 2394 of 2008). (2008-09-01)";"";"";"Government of the United Kingdom";"FAO Legal Office";"1998-01-20";"en";"land management";"";"Land Policy & Legislation";"GBR;150;AUT;BEL;BGR;CYP;CZE;DEU;DNK;ESP;EST;FIN;FRA;GBR;GRC;HRV;HUN;IRL;ITA;LTU;LUX;LVA;MLT;NLD;POL;PRT;ROU;SVK;SVN;SWE;154";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC012405";"http://extwprlegs1.fao.org/docs/pdf/uk12405.htm";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC154907";"Regional Law No. 81-oz amending Regional Law No. 105-oz “On allotment of land parcels to citizens free of charge for individual housing construction”.";"Article 3 (1) establishes minimum and maximum land areas of land plots allotted for individual housing construction as follows: in rural areas minimum land area – 0,10 ha, maximum – 0,25 ha; in urban areas minimum land area 0,06 ha, maximum – 0,25 ha.

Amends: Regional Law No. 105-oz “On allotment of land parcels to citizens free of charge for individual housing construction”. (2008-10-14)";"";"";"Government of Russia";"FAO Legal Office";"2015-07-27";"ru";"public ownership;urban areas;land tenure";"";"Land Policy & Legislation";"RUS;ARM;BLR;KAZ;KGZ;MDA;RUS;TJK;TKM;UKR;UZB;151;150";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC154907";"http://extwprlegs1.fao.org/docs/pdf/rus154907.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC079041";"Ley Nº 1/2008 - Ley de Contratos de Cultivo.";"La presente Ley tiene por objeto los contratos de cultivo, entendiendo por ellos los contratos de arrendamiento rústico, aparcería y, en general, todos los contratos, cualquiera que sea su denominación, por los cuales se cede onerosamente el aprovechamiento agrícola, ganadero o forestal de una finca rústica, que puede incluir una explotación agraria, entendida como un conjunto de bienes y derechos que conforman una unidad económica.
";"SanchezRoman, Eloy (CONSLEGB)";"";"Government of Spain";"FAO Legal Office";"2008-02-20";"es";"land dispute resolution;use rights;leases;farmland;land tenure";"";"Land Policy & Legislation";"ESP;150;AUT;BEL;BGR;CYP;CZE;DEU;DNK;ESP;EST;FIN;FRA;GBR;GRC;HRV;HUN;IRL;ITA;LTU;LUX;LVA;MLT;NLD;POL;PRT;ROU;SVK;SVN;SWE;039";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC079041";"http://extwprlegs1.fao.org/docs/pdf/spa79041.doc";"";"All rights reserved";"© FAO. Para garantizar la amplia difusión de su información, la FAO se ha comprometido a poner libremente a disposición de los interesados este contenido y alienta el uso, la reproducción y la difusión de los textos, productos multimedia y datos presentados. Salvo que se indique lo contrario, el contenido se puede copiar, imprimir y descargar con fines de estudio privado, investigación y docencia, y para uso en productos o servicios no comerciales, siempre que se reconozca de forma adecuada a la FAO como fuente y titular de los derechos de autor  y que no se indique o que ello implique en modo alguno que la FAO aprueba los puntos de vista, productos o servicios de los usuarios.";"21"
"LEX-FAOC154903";"Regional Law No. 77-ZKO amending Regional Law No. 120-ZKO “On objects of cultural heritage”.";"Article 8 shall be amended to add the following wording: “Regional executive body competent in the sphere of conservation, management, promotion and state protection of the objects of cultural heritage shall exercise plenary powers transferred by the Russian Federation and related to the performance of arrangements related to conservation, management and promotion of the objects of cultural heritage of federal significance”.

Amends: Regional Law No. 120-ZKO “On objects of cultural heritage”. (2009-08-17)";"";"";"Government of Russia";"FAO Legal Office";"2014-11-21";"ru";"land governance";"";"Land Policy & Legislation";"RUS;ARM;BLR;KAZ;KGZ;MDA;RUS;TJK;TKM;UKR;UZB;151;150";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC154903";"http://extwprlegs1.fao.org/docs/pdf/rus154903.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC089417";"European Communities (Control of Major Accident Hazards Involving Dangerous Substances) Regulations 2006 (S.I. No. 74 of 2006).";"These Regulations impose duties in respect of safety management systems, preparation of safety reports and emergency preparedness. They carry into effect in Ireland Council Directive 96/82/EC on the control of major accident hazards involving dangerous substances as amended. The Regulations also deal with provision of advice on major hazards in the context of land-use planning decisions.

Implements: Council Directive 96/82/EC on the control of major-accident hazards involving dangerous substances. (1996-12-09)
Amended by: European Union (Control of Major Accident Hazards Involving Dangerous Substances) (Amendment) Regulations 2013 (S.I. No. 571 of 2013). (2013-12-20)
Repealed by: European Union (Control of Major Accident Hazards Involving Dangerous Substances) (Revocation) Regulations 2015 (S.I. No. 208 of 2015). (2015-05-27)
Repeals: European Communities (Control of Major Accident Hazards Involving Dangerous Substances) (Amendment) Regulations 2003 (S.I. No. 402 of 2003). (2003-09-08)
Repeals: European Communities (Control of Major Accidents Involving Dangerous Substances) Regulations, 2000 (S.I. No. 476 of 2000). (2000-12-21)";"";"";"Government of Ireland";"FAO Legal Office";"2006-02-15";"en";"land use planning;natural disasters";"";"Land Policy & Legislation";"IRL;150;AUT;BEL;BGR;CYP;CZE;DEU;DNK;ESP;EST;FIN;FRA;GBR;GRC;HRV;HUN;IRL;ITA;LTU;LUX;LVA;MLT;NLD;POL;PRT;ROU;SVK;SVN;SWE;154";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC089417";"http://extwprlegs1.fao.org/docs/pdf/ire89417.htm";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC153256";"Décret 02-245-P-RM du 13 mai 2002  portant création du conseil interministériel d’aménagement du territoire et du comité national d’aménagement du territoire.";"Le présent décret crée auprès du Premier ministre, le Conseil Interministériel d’Aménagement du Territoire dont la mission est de fixer les orientations et de suivre la mise en œuvre de la politique nationale d’aménagement du territoire. A ce titre, il est chargé de effectuer le choix du scénario définissant les grands pôles d’activités en terme d’aménagement du territoire national à l’horizon 2025; superviser les processus d’élaboration et de suivi des schémas d’aménagement du territoire aux niveaux national et régional; impulser la mise en œuvre des équipements structurants prévus par ces schémas; superviser la mise en place d’une politique contractuelle entre l’Etat et les régions, entre l’Etat et les grandes villes et entre l’Etat et les opérateurs économiques qui structurent l’espace; et statuer sur les propositions du Comité National d’aménagement du Territoire.Par ailleurs, il crée auprès du ministre chargé de l’Aménagement du Territoire, le Comité National d’Aménagement du Territoire consulté sur toutes les questions relatives à l’Aménagement du Territoire. A ce titre, il est chargé de donner des avis sur les projets de schémas d’aménagement du territoire aux niveaux national et régional; promouvoir les synergies entre les différents acteurs de l’aménagement du territoire; veiller à la mise en œuvre et au suivi-évaluation des activités liées à la politique d’aménagement du territoire.
";"";"";"Government of Mali";"FAO Legal Office";"2002-05-13";"fr";"land use planning";"";"Land Policy & Legislation";"MLI;002;011";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC153256";"http://extwprlegs1.fao.org/docs/pdf/mli153256.pdf";"";"All rights reserved";"© FAO. Afin d’assurer une large diffusion de ses informations, la FAO s’attache à donner libre accès à ce contenu et encourage l’utilisation, la reproduction et la diffusion des données, des informations textuelles et des supports multimédia présentés. Sauf indication contraire, le contenu peut être reproduit, imprimé et téléchargé aux fins d’étude privée, de recherches ou d’enseignement ainsi que pour utilisation dans des produits ou services non commerciaux, sous réserve que la FAO soit correctement mentionnée comme source et comme titulaire du droit d’auteur et à condition qu’il ne soit ni déclaré ni sous-entendu en aucune manière que la FAO approuverait les opinions, produits ou services des utilisateurs.";""
"LEX-FAOC154908";"Regional Law No. 60-oz amending Regional Law No. 41-oz “On soil fertility of agricultural land”.";"Article 6 shall be amended to add the following wording: “Regional Government can transfer performance of some plenary powers in the sphere of ensuring soil fertility to specialized branch of regional executive power”.

Amends: Regional Law No. 41-oz “On soil fertility of agricultural land”. (2007-10-31)";"";"";"Government of Russia";"FAO Legal Office";"2015-06-18";"ru";"land governance;farmland;land management";"";"Land Policy & Legislation";"RUS;ARM;BLR;KAZ;KGZ;MDA;RUS;TJK;TKM;UKR;UZB;151;150";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC154908";"http://extwprlegs1.fao.org/docs/pdf/rus154908.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC161234";"This Regulation defines the concrete boundaries (boundaries of the infested zones; and of the surveillance zones) of the protection zones (land parcels with land cadastre coordinates) related to the presence of the harmful organism Ralstonia solanacearum (Smith) Yabuuchi et al. on the territory of the Republic of Serbia.";"This Regulation defines the concrete boundaries (boundaries of the infested zones; and of the surveillance zones) of the protection zones (land parcels with land cadastre coordinates) related to the presence of the harmful organism Ralstonia solanacearum (Smith) Yabuuchi et al. on the territory of the Republic of Serbia.

Implements: Law on Plant Health. (2009)";"Peter Pusara (LEGN)";"";"";"FAO Legal Office";"2011-03-16";"sr";"zoning";"";"Land Policy & Legislation";"SRB;150";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC161234";"http://extwprlegs1.fao.org/docs/pdf/srb161234.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC152201";"National Strategy for Poverty Reduction in the Republic of Macedonia.";"The National Strategy for Poverty Reduction in the Former Yugoslav Republic of Macedonia is a multi-sectoral national strategy applying to the period of 2002-2005. Its main objective is accelerated economic growth and poverty reduction.The Strategy among others provides for measures for the development of agriculture and poverty reduction. In this area, it notes that accelerating growth of production and employment in private farms should be encouraged. According to it, this could be achieved through the following: (1) establishing programs to lease or sell cultivable land that is currently owned by government in small 2-10 hectare blocs to private farmers; (2) promoting private investment in minor irrigation, including especially extraction of groundwater and drip irrigation; (3) relaxing regulatory controls on introduction of new agricultural technologies, including new varieties of seeds and livestock genetics; (4) building or improving roads to remote mountain villages with declining population, to allow people to move back into the villages and to cultivate available land; (5) promoting associations and cooperatives of agricultural producers, traders, and processors to improve access to inputs, markets, and technology; (6) arranging for appropriate cultivable land to be certified for organic production undertaken by private organizations without any involvement of the Macedonian government; and (7) promoting rural banking and credit institutions and programs, including cooperative banks, to provide convenient banking services to farmers.Further, the Strategy also provides for measures that need to be taken for rural employment. Among these measures, it underlines the need for establishing incentives for business development in less developed regions; revising banking regulations to facilitate development of cooperative banks and/or savings houses; establishing low-cost public access to internet in all rural districts; and promoting traditional and non-traditional tourism in remote mountain regions.Moreover, the document contains measures for social protection of the rural population, which include: (1) adjustments in pension, disability pension and health insurance to expand coverage among the agrarian and rural population; (2) reviewing levels of pension and social protection payments in rural areas, with attention to equity (e.g., pensions compared to lifetime contributions), cost of living, and absolute levels of poverty for pension and welfare recipients; (3) establishing a role for municipal governments to assist design and target social protection funds to maximize poverty reduction impact and to reduce both exclusion and inclusion errors; (4) developing a system of social support for the elderly and impoverished persons living in villages in order to allow them to be taken care of by family members. The Strategy notes that in conjunction with social protection programs, a program should be established which will cover payroll taxes for a defined period (e.g., 2 years) for companies hiring people that are currently receiving social assistance.Finally, the document also contains implementation measures. According to it, in order to continue rural development efforts over time, the following institutional arrangements for planning and evaluation should be recognized and proposed: (1) some planning should be regional, including planning through new municipal governments, with their enhanced authority and fiscal strength; (2) national planning will have to continue, both in order to link regional plans as well as to provide additional financial support; (3) the government should establish a Rural Development Institute for continuous expert and scientific assistance in planning and evaluating rural development efforts and achievements.
";"miroj@MIROSLAVJ";"";"";"FAO Legal Office";"2002-08-01";"en";"rural population;land tenure;land reform;poverty;research";"";"Land Policy & Legislation";"MKD;150;AFG;ARM;AZE;BDI;BFA;BOL;BTN;BWA;CAF;ETH;KAZ;KGZ;LAO;LSO;MDA;MKD;MLI;MNG;MWI;NER;NPL;PRY;RWA;SSD;SWZ;TCD;TJK;TKM;UGA;UZB;ZMB;ZWE;039";"National Policies";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC152201";"http://extwprlegs1.fao.org/docs/pdf/mac152201.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC147635";"Conservation and Environment Protection Authority Act 2014 (No. 9 of 2014).";"This Act establishes the Conservation and Environment Protection Authority, defines powers and functions of the Authority, defines environmental conservation objects and principles and the functions and role of Minister under this Act and makes provision with respect to conservation and protection of the environment in accordance with the Fourth National Goal and Directive Principle (National Resources and Environment) of the Constitution.In exercising powers under and in relation to this Act or an environmental conservation law, the Minister or the Authority, as the case may be, shall have regard to the specified principles. ""Environmental conservation law"" includes: the Conservation Areas Act; and (b) the Crocodile Trade (Protection) Act; and (c) the Environment Act 2000; and (d) the Fauna (Protection and Control) Act; and (e) the International Trade (Fauna and Flora) Act; and (f) any other law relating to environment or conservation matters the administration of which is or becomes the responsibility of the Authority from time to time.The Conservation and Environment Protection Authority is established as a body corporate and for the purposes of the Land Act 1996, the purposes of the Authority are a public purpose within the meaning of that Act. The Authority shall do all things necessary for the conservation and protection of the environment in accordance with the environmental conservation laws and any policy directions of the Minister and the National Executive Council. It shall also, among other things, coordinate with provincial and local-level governments and sub-national authorities to foster, manage and monitor environmental conservation strategies and programmes in the country and establish and maintain zoological and botanical parks and garden. The Act also imposes an environment management fee with respect to activities within the meaning of the Environment Act 2000.The Head of State, acting on advice, may commit to the care, control and management of the Authority an area of land that has been reserved from lease or further lease under Section 49 of the Land Act 1996 for a place for: (a) a national park, botanical or zoological garden, reserve or sanctuary for the protection of flora or fauna; or (b) any other purpose of the Authority under this Act or any other environmental conservation law.

Repeals: National Parks Act 1982. (2006)";"";"";"Pacific Islands Legal Information Institute";"FAO Legal Office";"2014-05-30";"en";"protected areas;public ownership;expropriation;environment;land law;leases";"";"Land Policy & Legislation";"PNG;009;ABW;AIA;ASM;ATG;BHR;BHS;BLZ;BRB;COK;COM;CPV;CUB;CUW;DMA;DOM;FJI;FSM;GNB;GRD;GUM;GUY;HTI;JAM;KIR;KNA;LCA;MDV;MHL;MNP;MSR;NCL;NIU;NRU;PLW;PNG;PRI;PYF;SGP;SLB;STP;SUR;SXM;SYC;TLS;TON;TTO;TUV;VCT;VGB;VIR;VUT;WSM";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC147635";"http://extwprlegs1.fao.org/docs/pdf/png147635.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC157349";"Regional Law No. 10-OZ “On regulation of land relations”.";"The scope of this Regional Law shall be performance of plenary powers of regional state bodies in the sphere of regulation of land relations. Regional Legislative Assembly shall be responsible for: (a) law-making in the sphere of land relations; (b) governance of public land; (c) establishment of case of allotment of public and municipal land free of charge to some categories of citizens; and (d) establishment of the modalities of land valuation. Regional Administration shall be responsible for: (a) implementation of the unified land policy; (b) public land tenure and governance; (b) establishment of lease fee for public and municipal land with undelimited ownership; (c) land expropriation for public and municipal needs; and (d) land survey, mapping and cadastre valuation of land.

Repeals: Regional Law No. 11-OZ “On regulation of land relations”. (2011-09-15)
Repeals: Regional law No. 54-OZ amending Regional Law No. 11-OZ “On regulation of land relations”. (2011-07-14)";"";"";"Government of Russia";"FAO Legal Office";"2015-02-25";"ru";"public ownership;expropriation;land valuation;land governance;land registration;land tenure;surveyors;cadastres;leases";"";"Land Policy & Legislation";"RUS;ARM;BLR;KAZ;KGZ;MDA;RUS;TJK;TKM;UKR;UZB;151;150";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC157349";"http://extwprlegs1.fao.org/docs/pdf/rus157349.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC152206";"Republic of Armenia Government Program.";"The Republic of Armenia Government Program is a multi-sectoral program covering the timeframe of 2008-2012. Its main objective is the sustainable and secure development of the state, by establishment of civil society, formation of an atmosphere of trust between the public and the authorities, the establishment of social justice, the pre-eminence of human rights, the unconditional rule of law, a free economy offering opportunities for equal competition, and national security.The Program provides for various measures in the area of agriculture. It provides for agricultural development in multiple ways together with the implementation of state programs on forestry conservation, protection, regeneration, and utilization. Considering the peculiarities of this sector, the Government plans to direct agricultural policy to increase the volume of assistance to producers on the one hand, and to improve the business environment through development of production, social and market infrastructures on the other. The Government will also make considerable investments in infrastructures that support the development of agriculture, with a focus primarily on the restoration, modernization, and expansion of irrigation systems, and reinforcing participatory governance of irrigation systems. With a view to making irrigation water accessible to small agricultural producers, the Government will continue to subsidize irrigation systems, whilst improving the targeting of the subsidy. Moreover, the Government plans to make gradual improvements in cost-recovery of irrigation water and to apply subsidization methods, which, in the context of participatory governance, will encourage greater efficiency in the supply and use of irrigation water.The Program notes that the Government views the agricultural sector as a priority for public expenditure and will make a transition from tax exemptions to application of comprehensive assistance tools. It will prioritize subsidizing of agriculture in adverse climatic conditions, supporting the efficient use of resources, especially in full industrial utilization of land. Additionally, through improvements to the legal framework and co-financing of targeted programs the Government will promote the development of a broad range of modes of cooperation in the agricultural sector, expansion of non-agricultural employment in rural communities, initiatives for private sector capacity building that will lead to facilitating conditions for the merger of badly divided plots of agricultural land, diversification of income of the rural population and increase of capital required for reproduction.According to the document, the Government will remove obstacles to agricultural lending, particularly by means of subsidizing credit interest rates and standing surety for entities operating under adverse conditions, as well as through partial co-financing of advance payments for leasing of agricultural machinery and securing venture capital. Attaching importance to application of new agricultural practices and technologies the Government will pay special attention to educating and training personnel and to issues related to improving practical research activities and professional consulting. Further, high importance will be given to the administrative division of rural complexes, assessment of economic potential and creation of a value chain that fosters production of export oriented goods. As a result of these actions, the 3.1 to 1 ratio of import-export balance of agricultural raw materials and commodities as recorded in 2007 will significantly improve. In addition, special attention will be paid to the development of seed farming and stockbreeding, use of high-value-added crops and improving the stock characteristics of agricultural animals.The Program indicates that works will be carried towards establishment of a system of insurance against climatic and natural risks co-financed by the state and agricultural entities. In the area of prevention of disasters in general, the Program provides for three priority objectives: (1) to forecast and prevent natural and man-made disasters and catastrophes; (2) to ensure best practice for civil defense and protection of the population in emergency situations, and the provision of rescue services; and (3) elimination of disaster consequences and implementation of primary recovery work.
";"David Ghaltakhchyan";"";"";"FAO Legal Office";"2008-04-28";"en";"rural population;natural disasters;land tenure;capacity building;research";"";"Land Policy & Legislation";"ARM;142;ARM;BLR;KAZ;KGZ;MDA;RUS;TJK;TKM;UKR;UZB;AFG;ARM;AZE;BDI;BFA;BOL;BTN;BWA;CAF;ETH;KAZ;KGZ;LAO;LSO;MDA;MKD;MLI;MNG;MWI;NER;NPL;PRY;RWA;SSD;SWZ;TCD;TJK;TKM;UGA;UZB;ZMB;ZWE;145";"National Policies";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC152206";"http://extwprlegs1.fao.org/docs/pdf/arm152206.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC152209";"Queensland Heritage Regulation, 2015.";"This Regulation, consisting of three Parts and completed by three Schedules, implements the Queensland Heritage Act, 1992. Section 3 prescribes details for report on proposed development by the State; Section 4 deals with prescribes, for section 83(3) of the Act, matters the Minister must consider in being satisfied that a local government has appropriate procedures in place for exercising a power under section 84 of the Act in relation to the local government;, the declaration of protected areas (sect. 5), recommendation of declaration of protected areas (sect. 6). The Regulation is completed by three Schedules specifying the protected areas, setting the values of fees under the Act, etc.

Implements: Queensland Heritage Act 1992. (2014-11-07)
Repeals: Queensland Heritage Regulation, 2003. (2014-07-01)";"Office of the Queensland Parliamentary Counsel";"";"";"FAO Legal Office";"2015-09-01";"en";"protected areas;land registration";"";"Land Policy & Legislation";"AUS;009";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC152209";"http://extwprlegs1.fao.org/docs/pdf/qs152209.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
