ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publication date;Languages;Related concepts;Themes;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages;Potential List;Internal ID;
"handle:10568/89927";"Joint Village Land Use Planning in Tanzania: A process to enhance the securing of rangelands and resolving land use conflicts";"";"In Tanzania, ongoing land insecurity is a structural cause of food insecurity particularly for
pastoralists, agro-pastoralists and small-scale crop farmers leading to land use conflicts,
compromised access to resources including grazing and water and rangeland degradation.
Land tenure security and management can be improved through village land use planning (VLUP)
and land certification – namely the issuing of certificates of customary rights of occupancy
(CCROs). In situations where villages share resources such as grazing areas and water, joint village
land use planning and the provision of group CCROs are more appropriate. Due to a lack of
resources and capacity the implementation of these has been limited to date and particularly in
‘difficult’ areas where land use conflicts occur. Indeed only about 1.28 million hectares or 2.1%
of the 60 million hectares of rangelands is protected as grazing in village land use plans [in 479
villages in 69 districts] (21 regions) (Ministry of Lands 2015). Between 2010-2015 the Sustainable
Rangeland Management Project (SRMP) assisted nine villages to carry out village land use
planning, and successfully piloted the implementation of joint village planning across three of
these, leading to the protection through certification of a shared grazing area called OLENGAPA,
found in Kiteto District, Manyara Region. This paper describes these experiences, and the
opportunities for scaling-up and eventually mainstreaming.";"Mwita, V.C.
Kalenzi, D.
Flintan, Fiona E.";"Ministry of Agriculture, Livestock and Fisheries, Tanzania;International Livestock Research Institute;Sustainable Rangeland Management Project, Consultant";"";"CGIAR";"2017-11-17";"en";"pastoral lands;rangelands;pastoralists;land use planning";"Rangelands, Drylands & Pastoralism;Land Stakeholders & Institutions";"TZA;002;014;018";"Conference Papers & Reports";"https://hdl.handle.net/10568/89927";"";"";"Creative Commons Attribution";"CC-BY";"";"";"92997"
"handle:10568/95146";"Understanding the impacts of land-use policies on a threatened species: is there a future for the Bornean orang-utan?";"";"";"Wich, S.
Gaveau, D.L.A.
Abram, N
Ancrenaz, M.
Baccini, A
Brend, S
Curran, L
Delgado, R.A
Erman, A
Fredriksson, G.M
Goossens, B
Husson, S.J
Lackman, I
Marshall, A.J
Naomi, A
Molidena, E
Nardiyono,Nurcahyo, A
Odom, K
Panda, A
Purnomo,Rafiastanto, A
Ratnasari, D
Santana, A.H
Sapari, I
van Schaik, C.P
Sihite, J
Spehar, S
Santoso, E
Suyoko, A
Tiju, A
Usher, G
Atmoko, S.S.U
Willems, E.P
Meijaard, E.";"";"";"CGIAR";"2012-12-31";"en";"land use";"";"IDN;035";"Journal Articles & Books";"https://hdl.handle.net/10568/95146";"";"";"All rights reserved";"";"";"";"98440"
"handle:10568/95147";"The dilemma of green business in tropical forests: how to protect what it cannot identify";"";"";"Meijaard, E.
Sheil, D.";"";"";"CGIAR";"2012-12-31";"en";"forest land;mining;land management";"Forest Tenure";"IDN;035";"Journal Articles & Books";"https://hdl.handle.net/10568/95147";"";"";"All rights reserved";"";"";"";"98441"
"handle:10568/95144";"Building a shared vision: scenarios for collaborative land use planning in Central Moluccas Regency, Indonesia";"";"";"Liswanti, N.";"";"";"CGIAR";"2012-12-31";"en";"land management;land use planning;forest land;land use";"Forest Tenure";"IDN;035";"Policy Papers & Briefs";"https://hdl.handle.net/10568/95144";"";"";"All rights reserved";"";"";"";"98438"
"handle:10568/95142";"Unpacking tenure security: Development of a conceptual framework and application to the case of oil palm expansion on customary land in Kapuas Hulu district, West Kalimantan, Indonesia";"";"";"Clerc, J.";"";"";"CGIAR";"2012-12-31";"en";"property rights;customary law;land management;forest land;leases";"Forest Tenure";"IDN;035";"Reports & Research";"https://hdl.handle.net/10568/95142";"";"";"All rights reserved";"";"";"";"98436"
"handle:10568/95143";"Seeking harmony: Scenarios for nature conservation and agricultural development in Kapuas Hulu district, Indonesia";"";"";"Shantiko, B.";"";"";"CGIAR";"2012-12-31";"en";"development;forest land;land management;agriculture";"Forest Tenure";"IDN;035";"Policy Papers & Briefs";"https://hdl.handle.net/10568/95143";"";"";"All rights reserved";"";"";"";"98437"
"handle:10568/91139";"Production Animale Dans Les Regions D'Afrique Infestees Par les Glossines";"";"";"Centre International pour l'Elevage en Afrique";"International Livestock Research Institute";"International Livestock Research Institute";"CGIAR";"1988-12-31";"fr";"rangelands;research";"Rangelands, Drylands & Pastoralism";"002";"Conference Papers & Reports";"https://hdl.handle.net/10568/91139";"";"";"All rights reserved";"";"";"";"94276"
"handle:10568/83515";"Ecosystem service maps in agriculture";"";"";"Willemen, L.
Jones, S.
Estrada-Carmona, Natalia
DeClerck, Fabrice A.J.";"University of Twente;Bioversity International";"Pensoft Publishers";"CGIAR";"2017-12-31";"en";"land management;land use mapping;land cover mapping";"";"";"Journal Articles & Books";"https://hdl.handle.net/10568/83515";"";"";"All rights reserved";"";"";"";"86075"
"handle:10568/95148";"Suitability of local resource management practices based on supernatural enforcement mechanisms in the local social-cultural context";"";"";"Sasaoka, M
Laumonier, Y.";"";"";"CGIAR";"2012-12-31";"en";"community forestry;forest land;land management";"Forest Tenure;Indigenous & Community Land Rights";"IDN;035";"Journal Articles & Books";"https://hdl.handle.net/10568/95148";"";"";"All rights reserved";"";"";"";"98442"
"handle:10568/95149";"The context of REDD+ in Indonesia";"";"";"Indrarto, G.B
Murharjanti, P
Khatarina, J
Pulungan, I
Ivalerina, F
Rahman, J
Prana, M.N
Resosudarmo, I.A.P.
Muharrom, E.";"";"";"CGIAR";"2012-12-31";"en";"deforestation;climate change";"Forest Landscape Restoration;Land, Climate change & Environment;Land, Climate Change & Environment;Forest Tenure";"IDN;035";"Reports & Research";"https://hdl.handle.net/10568/95149";"";"";"All rights reserved";"";"";"";"98443"
"handle:10568/99380";"Investigacion y política sobre concesiones forestales comunitarias en Petén, Guatemala: Lecciones aprendidas y desafíos pendientes";"";"";"Monterroso, I.
Stoian, D.
Lawry, S.
Rodas, A.";"Bioversity International";"";"CGIAR";"2018-12-31";"es";"concession (land);forest management plans";"Forest Landscape Restoration;Forest Tenure";"GTM";"Policy Papers & Briefs";"https://hdl.handle.net/10568/99380";"";"";"All rights reserved";"Other";"";"";"103125"
"handle:10568/99382";"Integrating local knowledge and remote sensing for eco-type classification map in the Barotse Floodplain, Zambia";"";"This eco-type map presents land units with distinct vegetation and exposure to floods (or droughts) in three villages in the Barotseland, Zambia. The knowledge and eco-types descriptions were collected from participatory mapping and focus group discussions with 77 participants from Mapungu, Lealui, and Nalitoya. We used two Landsat 8 Enhanced Thematic Mapper (TM) images taken in March 24th and July 14th, 2014 (path 175, row 71) to calculate water level and vegetation type which are the two main criteria used by Lozi People for differentiating eco-types. We calculated water levels by using the Water Index (WI) and vegetation type by using the Normalized Difference Vegetation Index (NDVI). We also calculated the Normalized Burn Ratio (NBR) index. We excluded burned areas in 2014 and built areas to reduce classification error. Control points include field data from 99 farmers’ fields, 91 plots of 100 m2 and 65 waypoints randomly selected in a 6 km radius around each village. We also used Google Earth Pro to create control points in areas flooded year-round (e.g., deep waters and large canals), patches of forest and built areas. The eco-type map has a classification accuracy of 81% and a pixel resolution of 30 m. The eco-type map provides a useful resource for agriculture and conservation planning at the landscape level in the Barotse Floodplain.";"Del Rio, T.
Groot, J.C.J.
DeClerck, F.
Estrada-Carmona, N.";"University of Twente;Bioversity International;Wageningen University & Research";"Elsevier";"CGIAR";"2018-12-31";"en";"land administration;land cover mapping;geographical information systems";"";"ZMB;018";"Journal Articles & Books";"https://hdl.handle.net/10568/99382";"";"";"Creative Commons Attribution";"CC-BY-4.0";"";"";"103131"
"handle:10568/99430";"Introductory guidelines to participatory rangeland management in pastoral areas";"";"";"Flintan, Fiona E.
Cullis, A.";"Save the Children (United States)";"Save the Children (United States)";"CGIAR";"2010-12-31";"en";"pastoral lands;rangelands;pastoralists";"Rangelands, Drylands & Pastoralism;Land Stakeholders & Institutions";"002;ETH;014";"Journal Articles & Books";"https://hdl.handle.net/10568/99430";"";"";"All rights reserved";"Other";"";"";"103187"
"handle:10568/94387";"Le rôle de la faune dans le cadre de la sécurité alimentaire en Afrique centrale: une menace pour la biodiversité?";"";"";"Vliet, N. van
Nasi, Robert
Abernethy, K
Fargeot, C
Kumpel, N.F
Obiang, A.N
Ringuet, S.";"";"";"CGIAR";"2012-12-31";"fr";"forest land;land management;food security";"Forest Tenure;Land & Food Security";"017";"Journal Articles & Books";"https://hdl.handle.net/10568/94387";"";"";"All rights reserved";"";"";"";"97681"
"handle:10568/94386";"A step-wise framework for setting REDD+ forest reference emission levels and forest reference levels";"";"";"Herold, Martin
Verchot, Louis V.
Angelsen, A
Maniatis, D
Bauch, S.";"";"";"CGIAR";"2012-12-31";"en";"deforestation;climate change";"Forest Landscape Restoration;Land, Climate change & Environment;Land, Climate Change & Environment;Forest Tenure";"";"Policy Papers & Briefs";"https://hdl.handle.net/10568/94386";"";"";"All rights reserved";"";"";"";"97680"
"handle:10568/94385";"Gender analysis in forestry research: looking back and thinking ahead";"";"";"Mai, Y.H
Mwangi, E
Wan, M.";"";"";"CGIAR";"2012-12-31";"en";"property rights;community forestry;research;forestry;land management;forestry policies;forest land;women";"Land & Gender;Forest Tenure;Indigenous & Community Land Rights";"";"Policy Papers & Briefs";"https://hdl.handle.net/10568/94385";"";"";"All rights reserved";"";"";"";"97679"
"handle:10568/100284";"Rangeland community exchange conference 2018";"";"";"Lampat, P.";"Rangeland Association of Kenya";"International Livestock Research Institute";"CGIAR";"2018-01-18";"en";"pastoral lands;rangelands;pastoralists";"Rangelands, Drylands & Pastoralism;Land Stakeholders & Institutions";"";"Reports & Research";"https://hdl.handle.net/10568/100284";"";"";"Creative Commons Attribution";"CC-BY-4.0";"";"";"104052"
"handle:10568/94382";"Gestion de la faune dans les concessions forestières d'Afrique centrale: vers une approche pragmatique des recensements";"";"";"Maréchal, C
Nasi, Robert
Bastin, D.";"";"";"CGIAR";"2012-12-31";"fr";"forest land;land management;concession (land)";"Forest Tenure";"017";"Journal Articles & Books";"https://hdl.handle.net/10568/94382";"";"";"All rights reserved";"";"";"";"97676"
"handle:10568/94381";"Sustaining conservation values in selectively logged tropical forests: the attained and the attainable";"";"";"Putz, F.E.
Zuidema, P.A
Synnott, T
Peña-Claros, M
Pinard, M.A
Sheil, D.
Vanclay, J.K
Sist, P.
Gourlet-Fleury, S
Griscom, B
Palmer, J
Zagt, R.";"";"";"CGIAR";"2012-12-31";"en";"forest land;land management";"Forest Tenure";"002";"Journal Articles & Books";"https://hdl.handle.net/10568/94381";"";"";"All rights reserved";"";"";"";"97675"
"handle:10568/94389";"Gender, tenure and community forests in Uganda";"";"";"Banana, A.Y.
Bukenya, M
Arinaitwe, E
Birabwa, B
Ssekindi, S.";"";"";"CGIAR";"2012-12-31";"en";"community forestry;women";"Land & Gender;Forest Tenure;Indigenous & Community Land Rights";"";"Reports & Research";"https://hdl.handle.net/10568/94389";"";"";"All rights reserved";"";"";"";"97683"
"handle:10568/94388";"The role of wildlife for food security in Central Africa: A threat to biodiversity?";"";"";"Vliet, N. van
Nasi, Robert
Abernethy, K
Fargeot, C
Kumpel, N.F
Obiang, A.N
Ringuet, S.";"";"";"CGIAR";"2012-12-31";"en";"forest land;land management;food security";"Forest Tenure;Land & Food Security";"017";"Journal Articles & Books";"https://hdl.handle.net/10568/94388";"";"";"All rights reserved";"";"";"";"97682"
"handle:10568/89326";"Annual Report 2016: CGIAR Research Program on Dryland Systems";"";"CGIAR Research Program on Dryland Systems 2016 Annual Report";"CGIAR Research Program on Dryland Systems";"CGIAR";"CGIAR";"CGIAR";"2017-11-30";"en";"";"";"";"Reports & Research";"https://hdl.handle.net/10568/89326";"";"";"All rights reserved";"";"";"";"92233"
"handle:10568/98520";"Forest restoration: Getting serious about the ‘plus’ in REDD+";"";"";"Verchot, Louis
De sy, Veronique
Romijn, Erika
Herold, Martin
Coppus, Ruben";"International Center for Tropical Agriculture";"Center for International Forestry Research";"CGIAR";"2018-12-31";"en";"forest conservation";"Forest Landscape Restoration;Land, Climate change & Environment;Land, Climate Change & Environment;Forest Tenure";"013;029;005";"Journal Articles & Books";"https://hdl.handle.net/10568/98520";"";"";"All rights reserved";"Other";"";"";"102118"
"handle:10568/83470";"From shifting cultivation to teak plantation: effect on overland flow and sediment yield in a montane tropical catchment";"";"Soil erosion supplies large quantities of sediments to rivers of Southeastern Asia. It reduces soil fertility of agro-ecosystems located on hillslopes, and it degrades, downstream, water resource quality and leads to the siltation of reservoirs. An increase in the surface area covered with commercial perennial monocultures such as teak plantations is currently observed at the expanse of traditional slash-andburn cultivation systems in steep montane environments of these regions. The impacts of land-use change on the hydrological response and sediment yields have been investigated in a representative catchment of Laos monitored for 13 years. After the gradual conversion of rice-based shifting cultivation to teak plantation-based systems, overland flow contribution to stream flow increased from 16 to 31% and sediment yield raised from 98 to 609 Mg km-2. This result is explained by the higher kinetic energy of raindrops falling from the canopy, the virtual absence of understorey vegetation cover to dissipate drop energy and the formation of an impermeable surface crust accelerating the formation and concentration of overland flow. The 25-to-50% lower 137Cs activities measured in soils collected under mature teak plantations compared to soils under other land uses illustrate the severity of soil erosion processes occurring in teak plantations.";"Ribolzi, Olivier
Evrard, O.
Huon, S.
Rouw, A. de
Silvera, N.
Latsachack, K. O.
Soulileuth, B.
Lefevre, I.
Pierret, A.
Lacombe, Guillaume
Sengtaheuanghoung, Oloth
Valentin, Christian";"";"";"CGIAR";"2016-12-31";"en";"land use;land management";"";"";"Journal Articles & Books";"https://hdl.handle.net/10568/83470";"";"";"All rights reserved";"";"";"";"86021"
"handle:10568/82810";"Genomic reconstruction of the history of native sheep reveals the peopling patterns of nomads and the expansion of early pastoralism in East Asia";"";"China has a rich resource of native sheep (Ovis aries) breeds associated with historical movements of several nomadic societies. However, the history of sheep and the associated nomadic societies in ancient China remains poorly understood. Here, we studied the genomic diversity of Chinese sheep using genome-wide SNPs, mitochondrial and Y-chromosomal variations in > 1,000 modern samples. Population genomic analyses combined with archeological records and historical ethnic demographics data revealed genetic signatures of the origins, secondary expansions and admixtures, of Chinese sheep thereby revealing the peopling patterns of nomads and the expansion of early pastoralism in East Asia. Originating from the Mongolian Plateau ∼5,000‒5,700 years ago, Chinese sheep were inferred to spread in the upper and middle reaches of the Yellow River ∼3,000‒5,000 years ago following the expansions of the Di-Qiang people. Afterwards, sheep were then inferred to reach the Qinghai-Tibetan and Yunnan-Kweichow plateaus ∼2,000‒2,600 years ago by following the north-to-southwest routes of the Di-Qiang migration. We also unveiled two subsequent waves of migrations of fat-tailed sheep into northern China, which were largely commensurate with the migrations of ancestors of Hui Muslims eastward and Mongols southward during the 12th‒13th centuries. Furthermore, we revealed signs of argali introgression into domestic sheep, extensive historical mixtures among domestic populations and strong artificial selection for tail type and other traits, reflecting various breeding strategies by nomadic societies in ancient China.";"Yong-Xin Zhao
Ji Yang
Feng-Hua Lv
Xiao-Ju Hu
Xing-Long Xie
Min Zhang
Wen-Rong Li
Ming-Jun Liu
Yu-Tao Wang
Jin-Quan Li
Yong-Gang Liu
Yan-Ling Ren
Feng Wang
EEr Hehua
Juha Kantanen
Lenstra, J.A.
Han Jianlin
Meng-Hua Li";"Chinese Academy of Sciences;Xinjiang Academy of Animal Science;Shandong Binzhou Academy of Animal Science and Veterinary Medicine;University of Science and Technology, China;Kashgar University;Natural Resources Institute, Finland;Ningxia Academy of Agriculture and Forestry Sciences;Utrecht University;University of Eastern Finland;Chinese Academy of Agricultural Sciences;Nanjing Agricultural University;Inner Mongolia Agricultural University;International Livestock Research Institute;Yunnan Agricultural University";"";"CGIAR";"2017-12-31";"en";"pastoral lands;pastoralists";"Rangelands, Drylands & Pastoralism;Land Stakeholders & Institutions";"030;142;CHN";"Journal Articles & Books";"https://hdl.handle.net/10568/82810";"";"";"All rights reserved";"";"";"";"85213"
"handle:10568/87976";"Agro-climatic and hydrological characterization of selected watersheds in northern Ghana";"";"";"Kadyampakeni, D.
Mul, Marloes L.
Obuobie, Emmanuel
Appoh, Richard
Owusu, A.
Ghansah, B.
Boakye-Acheampong, E.
Barron, Jennie";"Council for Scientific and Industrial Research, Ghana;International Water Management Institute";"International Water Management Institute";"CGIAR";"2017-12-31";"en";"climate change;water management;farming systems";"Land, Climate Change & Environment";"002;GHA;011";"Reports & Research";"https://hdl.handle.net/10568/87976";"";"";"All rights reserved";"";"";"";"90697"
"handle:10568/94162";"What are the biophysical, institutional, and socioeconomic contextual factors associated with improvements in livelihood and environmental outcomes in forests managed by communities?: A systematic review protocol";"";"";"Newton, P.
Oldekop, J.
Agrawal, A.
Cronkleton, P.
Etue, E.
Russell, A.
Tjajadi, J.S.
Zhou, W.";"International Food Policy Research Institute";"";"CGIAR";"2015-12-31";"en";"community forestry;forest land;land management";"Forest Tenure;Indigenous & Community Land Rights";"";"Reports & Research";"https://hdl.handle.net/10568/94162";"";"";"All rights reserved";"";"";"";"97456"
"handle:10568/94161";"A methodological approach for assessing cross-site landscape change: Understanding socio-ecological systems";"";"";"Sunderland, T.C.H.
Abdoulaye, R.
Ahammad, R.
Asaha, S.
Baudron, Frédéric
Deakin, E.L.
Duriaux, J-Y.
Eddy, I.
Foli, S.
Gumbo, D.J.
Khatun, K.
Kondwani, M.
Kshatriya, M.
Leonald, L.
Rowland, D.
Stacey, N.
Tomscha, S.
Yang, K.
Gergel, S.
Vianen, J. van";"International Maize and Wheat Improvement Center";"";"CGIAR";"2017-12-31";"en";"land reform;poverty";"";"";"Journal Articles & Books";"https://hdl.handle.net/10568/94161";"";"";"All rights reserved";"";"";"";"97455"
"handle:10568/94167";"Characteristic trajectories of ecosystem services in mountains";"";"";"Locatelli, Bruno
Lavorel, S.
Sloan, S.
Tappeiner, U.
Geneletti, D.";"CIRAD";"";"CGIAR";"2017-12-31";"en";"land use";"";"";"Journal Articles & Books";"https://hdl.handle.net/10568/94167";"";"";"All rights reserved";"";"";"";"97461"
"handle:10568/94166";"Trees, forests and water: Cool insights for a hot world";"";"";"Ellison, D.
Morris, C.E.
Locatelli, Bruno
Sheil, D.
Cohen, J.
Murdiyarso, Daniel
Gutierrez, V.
van Noordwijk, M.
Creed, I.F.
Pokorny, J.
Gaveau, D.L.A.
Spracklen, D.V.
Tobella, A B.
Ilstedt, U.
Teuling, A.J.
Gebrehiwot, S.G.
Sands, D.C.
Muys, B.
Verbist, B.
Springgay, E.
Sugandi, Y.
Sullivan, C.A.";"World Agroforestry Centre;CIRAD";"";"CGIAR";"2017-12-31";"en";"deforestation;environment;land improvement";"Forest Landscape Restoration;Land, Climate change & Environment;Land, Climate Change & Environment;Forest Tenure";"";"Journal Articles & Books";"https://hdl.handle.net/10568/94166";"";"";"All rights reserved";"";"";"";"97460"
"handle:10568/94541";"Anthropogenic Decline of Ecosystem Services Threatens the Integrity of the Unique Hyrcanian (Caspian) Forests in Northern Iran";"";"";"Zarandian, A.
Baral, H.
Yavari, A.R.
Jafari, H.R.
Stork, N.E.
Ling, M.A.
Amirnejad, H.";"";"";"CGIAR";"2016-12-31";"en";"housing rights;land diversion;land administration;geographical information systems";"Urban Tenure";"145;IRN";"Journal Articles & Books";"https://hdl.handle.net/10568/94541";"";"";"All rights reserved";"";"";"";"97835"
"handle:10568/94542";"Social Forestry - why and for whom? A comparison of policies in Vietnam and Indonesia";"";"";"Moeliono, M.
Pham, T.T.
Bong, I.W.
Wong, G.Y.
Brockhaus, M.";"";"";"CGIAR";"2017-12-31";"en";"community forestry";"Forest Tenure;Indigenous & Community Land Rights";"IDN;VNM;035";"Journal Articles & Books";"https://hdl.handle.net/10568/94542";"";"";"All rights reserved";"";"";"";"97836"
"handle:10568/94549";"Thinking about REDD+ benefit sharing mechanism (BSM): Lessons from community forestry (CF) in Nepal and Indonesia";"";"";"Nawir, A.A.
Paudel, N.S.
Wong, G.
Luttrell, C.";"";"";"CGIAR";"2015-12-31";"en";"climate change;community forestry";"Land, Climate Change & Environment;Forest Tenure;Indigenous & Community Land Rights";"IDN;NPL;034;035";"Policy Papers & Briefs";"https://hdl.handle.net/10568/94549";"";"";"All rights reserved";"";"";"";"97843"
"handle:10568/90663";"Using path analysis to predict bodyweight from body measurements of goats and sheep of communal rangelands in Botswana";"";"The objective of this study was to determine the practicality of using linear body measurement traits to predict live weight of goats and sheep under communal grazing in three districts of Botswana, namely Central, Kweneng, and Kgalagadi. Pairwise (Pearson) correlations were estimated using bodyweight (BW) and morphological trait measurements, namely heart girth (HG), shoulder height (SH), and body condition score (BCS) for a sample of 1447 goats and 588 sheep. These ranged from 0.19 to 0.94 for goats and 0.44 to 0.94 for sheep, and were statistically significant. In both animals, regardless of sex, the highest positive correlations were found between BW and HG, followed by BW and SH, then BW and BCS. The direct and indirect relationship between BW and morphological traits using a path analysis approach were also estimated. This analysis suggested that the direct effect of HG on BW was higher at 0.761 for male and 0.662 for female goats, respectively. Similarly, the direct effect of HG on BW was higher among sheep at 0.764 for males and 0.882 for females. The direct effects of SH in all the animals were also positively influenced by BW. It was concluded that among these three morphological traits, the most valuable for estimating the BW for goats and sheep in Botswana is HG, followed by SH. BCS was found non-significant. Path analysis therefore has an advantage over previous empirical studies by providing more detailed information on the relationships (direct and indirect) between these variables. A further implication of this study is that a conversion table could be constructed to help smallholder farmers to estimate the live weight of their sheep and goats from linear measurements. This would aid in the management and marketing of their livestock.";"Temoso, O.
Coleman, M.
Baker, Derek
Morley, P.
Baleseng, L.
Makgekgenene, A.
Bahta, Sirak T.";"International Livestock Research Institute;University of New England;Department of Agricultural Research, Botswana";"";"CGIAR";"2017-10-30";"en";"rangelands";"Rangelands, Drylands & Pastoralism";"018;BWA;002";"Journal Articles & Books";"https://hdl.handle.net/10568/90663";"";"";"All rights reserved";"";"";"";"93770"
