ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publication date;Languages;Related concepts;Themes;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages;Potential List;Internal ID;
"OSF_preprint:460EB-D5B-2D3";"Land Access, Tenure and Investment in Post-War Northern Mozambique";"";"The relationship between land investment and tenure security is usually tested in land scarce but peaceful areas. This article examines instead the effects of land abundance and war for investment and tenure security. The paper demonstrates that war enhances land abundance. This implies that farm size for the analysis of land investment and tenure security. The paper formally tests for land abundance and estimates a system of equations using farm survey data from post-war Mozambique. Farm size is found to be a key determinant of both investment and tenure security. This raises important policy issues for post-war reconstruction. land, property rights, tenure security, investment, war, conflict, reconstruction, policy, Mozambique, Africa";"Tilman Brück";"";"";"Center for Open Science";"2015-01-29";"en";"land;land access";"Indigenous & Community Land Rights";"GBR;NOR;USA";"Reports & Research";"https://share.osf.io/preprint/460EB-D5B-2D3";"http://www.diw.de/documents/publikationen/73/diw_01.c.40639.de/dp358.pdf";"";"";"";"";"";""
"OSF_preprint:460F9-D96-CB9";"Resource allocation with spatial externalities: Experiments on land consolidation";"";"This paper compares the performance of direct negotiation, double auction, and a two-sided combinatorial call market for consolidating fragmented land. Experimental results suggest direct negotiation produces higher efficiencies than other mechanisms when 1) all commodities need to be traded to achieve efficiency, and 2) subjects are well exposed to various experimental formats. The combinatorial call market performs well when 1) swapping is easily agreeable, and 2) the number of subjects and commodities are increased and the initial endowments are unchallenging. The two-sided combinatorial call market suffers from the holdout problem when the number of subjects and commodities is small. Mechanism design, Two-sided combinatorial auction, Holdout";"Tomomi Tanaka";"";"";"Center for Open Science";"2015-05-21";"en";"land;land consolidation";"";"001";"Reports & Research";"https://share.osf.io/preprint/460F9-D96-CB9";"http://econwpa.repec.org/eps/exp/papers/0511/0511004.pdf";"";"";"";"";"";""
"OSF_preprint:460B7-41F-5BD";"The Land Rights and Farm Investment Ghana: The Missing Link in the Operationalisation of Tenure Security";"";"Land management reform has re-emerged as a priority for many African countries and strongly supported by so-called development partners. This time round, a more nuanced theme combining the classic goals of enhancing tenure security, improving investment and productivity of land with those of poverty reduction and equity in land access. Many continue to question the neo-classical premise which perceives customary systems to not provide the necessary security to promote agricultural investment and productivity due to the lack of clearly defined private and enforceable property rights. Given the variety of methods used measuring land tenure security it would be useful to examine how the different measures of tenure security influence the outcomes of interest within the premise of the neo-classical hypothesis. This paper examines how diffrent methods of quantifying and measuring tenure security influence farm investment. We use data from 11 districts located in 4 agro-ecological zones of Ghana to analyse the land tenure security-farm investment nexus and how different measures of tenure security influenced household land improvement investment decision making.";"Michael Ayamga
Fred Dzanku";"";"";"Center for Open Science";"2013-01-01";"en";"land;land rights;tenure security";"Indigenous & Community Land Rights";"GHA";"Reports & Research";"https://share.osf.io/preprint/460B7-41F-5BD";"";"";"";"";"";"";""
"OSF_preprint:46105-6B5-917";"Land grabbing in Papua New Guinea Accaparement des terres en Papouasie Nouvelle Guinée";"";"Communication dans le cadre du 5e Forum Mondial des Droits de l'Homme et de l’atelier du programme Lascaux ""Le droit et l’accaparement des terres dans les pays du Sud"", à Nantes le 23 mai 2013 In Papua New Guinea, 97 % of the grounds are subjected to the common law, and belong to the thousands of clans and tribes which constitute the population of this country. This remarkable situation has known major changes since 2009. In three years, 5.5 million hectares, which is more than 10 % of the terrestrial mass of the country, were yielded via concessions to (mainly foreign) companies. The mechanism used for the most recent acquisitions is known under the name of Special Agricultural and Business Lease (SABL), which was conceived at first to make it possible for the tribes to yield part of their grounds to companies for the development of agricultural projects. Battling against the “scandal of the SABL” and severe criticisms towards the cut-price selling of as many grounds in so little time, the Government set up in 2011 an independent committee of inquiry with for mission of re-examining the 72 concessions granted via the system of the SABL. En Papouasie-Nouvelle-Guinée, 97 % des terres sont soumises au droit coutumier, et appartiennent aux milliers de clans et de tribus qui constituent la population de ce pays. Cette situation remarquable a connu des changements majeurs depuis 2009. En trois ans, 5,5 millions d’hectares, soit plus de 10 % de la masse terrestre du pays ont été cédés via des concessions à des entreprises majoritairement étrangères. Le mécanisme utilisé pour les acquisitions les plus récentes est connu sous le nom de Special Agricultural and Business Lease (SABL), qui fut conçu à l’origine pour permettre aux tribus de céder une partie de leurs terres à des entreprises pour le développement de projets agricoles. Aux prises avec le « scandale des SABL » et de sévères critiques envers le bradage d’autant de terres en si peu de temps, le Gouvernement a mis en place en 2011 une commission d’enquête indépendante avec pour mission de revoir les 72 concessions octroyées via le système des SABL.";"Frédéric Mousseau
Frédéric Mousseau";"";"HAL CCSD";"Center for Open Science";"2018-06-27";"en";"agriculture;land grabbing;land grabbing";"";"PNG";"Reports & Research";"https://share.osf.io/preprint/46105-6B5-917";"http://halshs.archives-ouvertes.fr/halshs-01081203/file/Contribution_F.Mousseau_FMDH_mai2013.pdf";"";"";"";"";"";""
"OSF_preprint:4619C-213-315";"Continuous separation of land use and climate effects on the past and future water balance";"";"Understanding the combined and separate effects of climate and land use change on the water cycle is necessary to mitigate negative impacts. However, existing methodologies typically divide data into discrete (before and after) periods, implicitly representing climate and land use as step changes when in reality these changes are often gradual. Here, we introduce a new regression-based methodological framework designed to separate climate and land use effects on any hydrological flux of interest continuously through time, and estimate uncertainty in the contribution of these two drivers. We present two applications in the Yahara River watershed (Wisconsin, USA) demonstrating how our approach can be used to understand synergistic or antagonistic relationships between land use and climate in either the past or the future: (1) historical streamflow, baseflow, and quickflow in an urbanizing subwatershed; and (2) simulated future evapotranspiration, drainage, and direct runoff from a suite of contrasting climate and land use scenarios for the entire watershed. In the historical analysis, we show that ~60% of recent streamflow changes can be attributed to climate, with approximately equal contributions from quickflow and baseflow. However, our continuous method reveals that baseflow is significantly increasing through time, primarily due to land use change and potentially influenced by long-term increases in groundwater storage. In the simulation of future changes, we show that all components of the future water balance will respond more strongly to changes in climate than land use, with the largest potential land use effects on drainage. These results indicate that diverse land use change trajectories may counteract each other while the effects of climate are more homogeneous at watershed scales. Therefore, management opportunities to counteract climate change effects will likely be more effective at smaller spatial scales, where land use trajectories are unidirectional.";"Melissa Motew
Steven P Loheide Ii
Samuel C Zipper
Eric G Booth
Xi Chen
Jiangxiao Qiu
Christopher J Kucharik
Stephen R. Carpenter
Steven P Loheide";"";"Center for Open Science";"Center for Open Science";"2017-10-26";"en";"climate change;land use;land use change;urbanization";"Land, Climate Change & Environment;Urban Tenure";"USA";"Reports & Research";"https://share.osf.io/preprint/4619C-213-315";"http://osf.io/atqxg/download";"";"";"";"";"";""
"OSF_preprint:460BE-E44-5E6";"Land tenure insecurity and deforestation in the Brazilian Amazonia";"";"This paper examines the effects of land tenure insecurity originating from land reforms on deforestation in the Brazilian Amazonia. A non cooperative game model is developed where natural forests are considered as an open access resource and the strategic interactions between landowners and squatters lead to an over deforestation. The main theoretical restriction is a positive impact of squatters on deforestation. It is successfully tested on a panel data set covering the municipalities of the Legal Amazonia controlling for the endogeneity of squatters in a deforestation equation. The result questions the modalities of the state-led land reform. Deforestation, Land reform, Land tenure insecurity, Panel estimation, Latin America, Brazil.";"Claudio Araujo
Pascale Combes Motel
Catherine Araujo Bonjean
Jean-Louis Combes
Eustaquio J. Reis";"";"";"Center for Open Science";"2016-05-26";"en";"deforestation;land;land tenure;tenure insecurity";"Forest Landscape Restoration;Forest Tenure;Indigenous & Community Land Rights;Land & Gender;Land Conflicts;Land, Climate Change & Environment;Socio-Economic & Institutional Context";"NOR";"Reports & Research";"https://share.osf.io/preprint/460BE-E44-5E6";"";"";"";"";"";"";""
"OSF_preprint:46031-B33-F8C";"Between socio-economic drivers and policy response: spatial and temporal patterns of tree cover change in Nepal";"";"Despite the local and global importance of forests, deforestation driven by various socio-economic and biophysical factors continues in many countries. In Nepal, in response to massive deforestation, the community forestry program has been implemented to reduce deforestation and support livelihoods. After four decades of its inception, the effectiveness of this program on forest cover change remains mostly unknown. This study analyses the spatial and temporal patterns of tree cover change along with a few socio-economic drivers of tree cover change to examine the effectiveness of the community forestry program for conserving forests or in reducing deforestation. We also investigate the socio-economic factors and policy responses as manifested through the community forestry program responsible for the tree cover change at the district level. The total tree cover area in the year 2000 in Nepal was ~ 4,746,000 hectares, and our analysis reveals that between 2001 and 2016, Nepal has lost ~46,000 ha and gained ~12,300 ha of areas covered by trees with a substantial spatial and temporal variations. After accounting socio-economic drivers of forest cover change, our analysis showed that districts with the larger number of community forests had a minimum loss in tree cover, while districts with higher proportion of vegetation covered by community forests had a maximum gain in tree cover. This indicates a positive contribution of the community forestry program to reducing deforestation and increasing tree cover.";"Kamal Bawa
Uttam B Shrestha
Sujata Shrestha";"";"PeerJ Inc.;PeerJ";"Center for Open Science";"2018-04-17";"en";"agricultural land management;biodiversity;community forestry;deforestation;forestry;geographical information systems;natural resources management";"Forest Landscape Restoration;Forest Tenure;Indigenous & Community Land Rights;Land, Climate Change & Environment";"NPL";"Reports & Research";"https://share.osf.io/preprint/46031-B33-F8C";"";"";"";"";"";"";""
"OSF_preprint:4612D-636-5BB";"Is a Sustainable Land-Use Policy in Germany Possible?";"";"Land is an essential but limited natural resource. We employ the concept of stocks to analyse driving forces for land-use conversion and to assess, whether the German political “30- hectares-goal” is feasible given the current institutional setting. In this paper major driving forces for land-use conversion are identified and underlying stocks and persistent institutional structures as well as their dynamics are investigated. It will be shown that meeting the 30- hectares-goal is unlikely. We further argue that due to persistent stocks and institutional structures land-use conversion from agricultural into urbanised land takes place on smaller time scales than its reconversion. We conclude that demographic change and regional migration processes may result in further land-use conversion even with declining population. Economic structural change as well as an increasing traffic volume will likewise contribute to further land-use conversion. Sustainability, Land use, Stocks, Institutional Reform";"Frank Jöst
Beate Fischer
Johannes Schiller
Bernd Klauer";"";"";"Center for Open Science";"2014-12-25";"en";"land";"";"NOR;UKR";"Reports & Research";"https://share.osf.io/preprint/4612D-636-5BB";"http://www.uni-heidelberg.de/md/awi/forschung/dp484.pdf";"";"";"";"";"";""
"OSF_preprint:46195-D26-9F0";"Reclaiming the Commons";"";"Urban agriculture has been theorized by social scientists, and even some urban growers, as a means of reclaiming the commons. But what does “reclaiming the commons” entail? A longue-durée genealogy reveals distinct socio-legal imaginations of the commons and visions of how it might be reclaimed. Social thinkers and reformers have split over how to address the key problem of private property identified by John Locke: landless people who can’t find paid employment. One vision, proposed by Thomas Jefferson, would reclaim the commons by activating space – reuniting the unemployed with unused land. Another, proposed by Thomas Paine, takes such a reunion as impracticable; it would reclaim the commons by taxing property and transferring the proceeds. The genealogical analysis helps understand contemporary urban agriculture as consistent with a Jeffersonian “land fix” mode of reclaiming the commons, and by contrast to state-led “tax fix” strategies for addressing unemployment and poverty.";"Nate Ela";"";"Center for Open Science";"Center for Open Science";"2018-11-16";"en";"common lands;land use;property;property rights;usufruct";"Indigenous & Community Land Rights;Land Conflicts;Land, Climate Change & Environment";"001";"Reports & Research";"https://share.osf.io/preprint/46195-D26-9F0";"http://osf.io/ruwbp/download";"";"";"";"";"";""
"OSF_preprint:460DF-7E9-94B";"Public Land Governance in Solomon Islands";"";"";"Shaun Williams";"";"";"Center for Open Science";"2013-05-16";"en";"land;land governance";"";"SLB;USA";"Reports & Research";"https://share.osf.io/preprint/460DF-7E9-94B";"";"";"";"";"";"";""
"OSF_preprint:460FA-AA0-9C0";"Policy intent meets reality: the conformance of 20 years of metropolitan compact activity centre policy in greater Brisbane, Australia";"";"For two decades, increasing concerns about urban sustainability have driven Australian metropolitan planning efforts to call for fundamental changes to existing urban forms. These changes are intended to develop more compact cities characterised by a poly-nodal network of dense activity centres. In this paper we provide the first long-term, comprehensive evaluation of the implementation of this policy in greater Brisbane. We combine census, employment, Google Street View, and aerial imagery data to evaluate the conformance of greater Brisbane’s nominated activity centres against policy intent and find that the policy has conformed poorly. These results lend support to a growing number of studies that suggest Australia’s market led approach to implementing strategic land use policy is ineffectual.";"Carl Grodach
Severine Mayere
Paul Donehue
Mark Limb";"";"";"Center for Open Science";"2020-07-23";"en";"land use planning";"";"AUS;USA";"Reports & Research";"https://share.osf.io/preprint/460FA-AA0-9C0";"http://osf.io/5epxr/download";"";"";"";"";"";""
"OSF_preprint:460CC-9B7-6E5";"LAND TENURE AND SOCIOECONOMIC INTERACTIONS";"";"The study analyzed the determinants of land tenure insecurity in Uganda using survey data collected by the International Food Policy Research Institute (IFPRI) during the Policies for Improved Land Management Project in Uganda, 1999-2001. The survey included a sample of 1322 farm households randomly selected and interviewed using a formal questionnaire. The analysis revealed that tenure category, number of households in the village involved in disputes outside the village, and the number of households in the village who lost land as a result of a dispute over land were significant factors affecting tenure insecurity. Land Economics/Use,";"Maribel N. Mojica
James O. Bukenya
James Ssemambo";"";"";"Center for Open Science";"2014-11-27";"en";"land;land tenure";"Indigenous & Community Land Rights";"UGA";"Reports & Research";"https://share.osf.io/preprint/460CC-9B7-6E5";"";"";"";"";"";"";""
"OSF_preprint:4615E-390-244";"Strengthening the State: Logging and Neoliberal Politics in East New Britain, Papua New Guinea";"";"In this paper I will examine how logging in Papua New Guinea affects the relationship between the state and the local communities on whose lands logging operations take place. The point of departure of my argument is the Ili- Wawas Integrated Project, a combined logging and agricultural project which seeks to bring economic development to the remote Pomio district of East New Britain Province by connecting existing logging roads to the limited national road network around the provincial capital. Developing the national road network and creating standardized or—to use James Scott’s concept—legible environments can be seen as an integral part of state-making and strengthening the role of the state. In addition to the environment, the state also needs to make social life legible in forms of maps, censuses and laws. As I will argue in my paper, the Ili-Wawas, and other similar projects, may indeed strengthen the role of the state not only by creating the infrastructure and legibility needed by the state, but also in unintended and accidental ways. The side effects of logging and road building include, among others, fear of crime and land disputes. It is these that create among the locals a perceived need for state institutions, which may be as significant in advancing the role of the state as is the creation of infrastructure and legibility.";"Tuomas Tammisto";"";"Center for Open Science";"Center for Open Science";"2018-12-14";"en";"development;land dispute";"Land Conflicts;Land in Post-Conflict Settings;Socio-Economic & Institutional Context";"PNG";"Reports & Research";"https://share.osf.io/preprint/4615E-390-244";"http://osf.io/zj763/download";"";"";"";"";"";""
"OSF_preprint:461A6-906-C1A";"Community forestry in Nepal: a policy innovation for local livelihoods";"";"millions fed, food security, Community forestry, Civil society, CFUG,";"Ashwini Chhatre
Lauren Persha
Hemant Ojha";"";"";"Center for Open Science";"2013-08-15";"en";"community forestry;forestry";"Forest Landscape Restoration;Forest Tenure;Indigenous & Community Land Rights";"NPL";"Reports & Research";"https://share.osf.io/preprint/461A6-906-C1A";"http://www.ifpri.org/sites/default/files/publications/ifpridp00913.pdf";"";"";"";"";"";""
"OSF_preprint:461A7-F53-891";"Externalities in cane production and environmental best practice";"";"Management of environmental externalities of agricultural production has become a necessity to attain sustainable resource use and efficient use of resources. In this paper we identify sources of externalities in Australian sugar cane production and examine ways to enhance greater environmental compliance by canegrowers who have agreed to a voluntary Code of Practice for sustainable cane production. The rationale for developing bestpractice management options to mitigate environmental consequences of cane farming is explored using land management options for cane production in acid sulfate sensitive soils in the northern NSW coastal region as an example. This will form the basis for a detailed investigation of catchment-wide management strategies to mitigate the risks associated with farming on acid sulphate soils.";"Mike Grundy
Thilak Mallawaarachchi
George Rayment
Freeman Cook";"";"";"Center for Open Science";"2001-01-01";"en";"land management";"Land Stakeholders & Institutions";"001";"Reports & Research";"https://share.osf.io/preprint/461A7-F53-891";"";"";"";"";"";"";""
