"ID";"Title";"Subtitle";"Abstract/Description";"Authors";"Corporate authors";"Publishers";"Data provider";"Publication date";"Languages";"Related concepts";"Themes";"Geographical focus";"Resource types";"Link to the original website";"Link to the publication";"Thumbnail";"License";"Copyright details";"Pages";"Potential List";"Internal ID"
"equatorinitiative:2731";"Equator Initiative Case Studies. Brazil. Associação Sociocultural Yawanawá (ASCYAWANAWA, Sociocultural Association of Yawanawá) (English)";"Local sustainable development solutions for people, nature, and resilient communities";"Local and indigenous communities across the world are advancing innovative sustainable development solutions that work for people and for nature. Few publications or case studies tell the full story of how such initiatives evolve, the breadth of their impacts, or how they change over time. Fewer still have undertaken to tell these stories with community practitioners themselves guiding the narrative. The Equator Initiative aims to fill that gap.";;"Equator Initiative";"United Nations Development Programme";"Equator Initiative";"2008-12-31";"en";"land rights;land tenure;tenure security";"Indigenous & Community Land Rights";"BRA";"Reports & Research";"https://www.equatorinitiative.org/knowledge-center/e-library/case-studies/";"https://www.equatorinitiative.org/wp-content/uploads/2017/05/case_1348150412_EN.pdf";"https://www.equatorinitiative.org/wp-content/uploads/2017/05/Sociocultural-Association-of-Yawanawa-650x415.png";"ARR";;;;"2731"
"equatorinitiative:2825";"Equator Initiative Case Studies. Zimbabwe. Chibememe Earth Healing Association (CHIEHA) (Ndebele)";"Local sustainable development solutions for people, nature, and resilient communities";"Local and indigenous communities across the world are advancing innovative sustainable development solutions that work for people and for nature. Few publications or case studies tell the full story of how such initiatives evolve, the breadth of their impacts, or how they change over time. Fewer still have undertaken to tell these stories with community practitioners themselves guiding the narrative. The Equator Initiative aims to fill that gap.";;"Equator Initiative";"United Nations Development Programme";"Equator Initiative";"2012-12-31";"nr";"land rights;land tenure;tenure security";"Indigenous & Community Land Rights";"ZWE";"Reports & Research";"https://www.equatorinitiative.org/knowledge-center/e-library/case-studies/";"https://www.equatorinitiative.org/wp-content/uploads/2017/05/case_1_1374002317_Ndebele.pdf";"https://www.equatorinitiative.org/wp-content/uploads/2017/06/Chibememe-Earth-Healing-Associaion-CHIEHA-650x415.png";"ARR";;;;"2825"
"equatorinitiative:3239";"Equator Initiative Case Studies. Namibia. Torra Conservancy (Afrikaans)";"Local sustainable development solutions for people, nature, and resilient communities";"Local and indigenous communities across the world are advancing innovative sustainable development solutions that work for people and for nature. Few publications or case studies tell the full story of how such initiatives evolve, the breadth of their impacts, or how they change over time. Fewer still have undertaken to tell these stories with community practitioners themselves guiding the narrative. The Equator Initiative aims to fill that gap.";;"Equator Initiative";"United Nations Development Programme";"Equator Initiative";"2004-12-31";"af";"land rights;land tenure;tenure security";"Indigenous & Community Land Rights";"NAM";"Reports & Research";"https://www.equatorinitiative.org/knowledge-center/e-library/case-studies/";"https://www.equatorinitiative.org/wp-content/uploads/2017/05/case_1_1362523044.pdf";"https://www.equatorinitiative.org/wp-content/uploads/2017/06/Torra-Conservancy-650x415.png";"ARR";;;;"3239"
"equatorinitiative:2719";"Equator Initiative Case Studies. Peru. Asociación para la Investigación y el Desarrollo Integral (AIDER, Association for Research and Integrated Development) (English)";"Local sustainable development solutions for people, nature, and resilient communities";"Local and indigenous communities across the world are advancing innovative sustainable development solutions that work for people and for nature. Few publications or case studies tell the full story of how such initiatives evolve, the breadth of their impacts, or how they change over time. Fewer still have undertaken to tell these stories with community practitioners themselves guiding the narrative. The Equator Initiative aims to fill that gap.";;"Equator Initiative";"United Nations Development Programme";"Equator Initiative";"2006-12-31";"en";"land rights;land tenure;tenure security";"Indigenous & Community Land Rights";"PER";"Reports & Research";"https://www.equatorinitiative.org/knowledge-center/e-library/case-studies/";"https://www.equatorinitiative.org/wp-content/uploads/2017/05/case_1348150280_EN.pdf";"https://www.equatorinitiative.org/wp-content/uploads/2017/05/Association-for-Research-and-Integrated-Development-AIDER-615x415.png";"ARR";;;;"2719"
"equatorinitiative:2634";"Equator Initiative Case Studies. Honduras. Agencia para el Desarrollo de la Mosquitia (MOPAWI, Agency for the Development of the Mosquitia) (Spanish)";"Local sustainable development solutions for people, nature, and resilient communities";"Local and indigenous communities across the world are advancing innovative sustainable development solutions that work for people and for nature. Few publications or case studies tell the full story of how such initiatives evolve, the breadth of their impacts, or how they change over time. Fewer still have undertaken to tell these stories with community practitioners themselves guiding the narrative. The Equator Initiative aims to fill that gap.";;"Equator Initiative";"United Nations Development Programme";"Equator Initiative";"2002-12-31";"es";"land rights;land tenure;tenure security";"Indigenous & Community Land Rights";"HND";"Reports & Research";"https://www.equatorinitiative.org/knowledge-center/e-library/case-studies/";"https://www.equatorinitiative.org/wp-content/uploads/2017/05/case_1_1361825649_SP.pdf";"https://www.equatorinitiative.org/wp-content/uploads/2017/06/Agency-for-the-Development-of-the-Mosquitia-650x415.png";"ARR";;;;"2634"
"equatorinitiative:3013";"Equator Initiative Case Studies. Kenya. Kipsaina Cranes and Wetlands Conservation Group (English)";"Local sustainable development solutions for people, nature, and resilient communities";"Local and indigenous communities across the world are advancing innovative sustainable development solutions that work for people and for nature. Few publications or case studies tell the full story of how such initiatives evolve, the breadth of their impacts, or how they change over time. Fewer still have undertaken to tell these stories with community practitioners themselves guiding the narrative. The Equator Initiative aims to fill that gap.";;"Equator Initiative";"United Nations Development Programme";"Equator Initiative";"2006-12-31";"en";"land rights;land tenure;tenure security";"Indigenous & Community Land Rights";"KEN";"Reports & Research";"https://www.equatorinitiative.org/knowledge-center/e-library/case-studies/";"https://www.equatorinitiative.org/wp-content/uploads/2017/05/case_1348161830.pdf";"https://www.equatorinitiative.org/wp-content/uploads/2017/05/Kipsaina-Cranes-and-Wetlands-Conservation-Group-650x415.png";"ARR";;;;"3013"
"equatorinitiative:2893";"Equator Initiative Case Studies. Costa Rica. Coope Tárcoles (English)";"Local sustainable development solutions for people, nature, and resilient communities";"Local and indigenous communities across the world are advancing innovative sustainable development solutions that work for people and for nature. Few publications or case studies tell the full story of how such initiatives evolve, the breadth of their impacts, or how they change over time. Fewer still have undertaken to tell these stories with community practitioners themselves guiding the narrative. The Equator Initiative aims to fill that gap.";;"Equator Initiative";"United Nations Development Programme";"Equator Initiative";"2006-12-31";"en";"land rights;land tenure;tenure security";"Indigenous & Community Land Rights";"CRI";"Reports & Research";"https://www.equatorinitiative.org/knowledge-center/e-library/case-studies/";"https://www.equatorinitiative.org/wp-content/uploads/2017/05/case_1348152233.pdf";"https://www.equatorinitiative.org/wp-content/uploads/2017/06/Coopetarcoles-650x415.png";"ARR";;;;"2893"
"equatorinitiative:3017";"Equator Initiative Case Studies. Indonesia. Komunitas Nelayan Tomia (KOMUNTO, Fishing Community of Tomia) (English)";"Local sustainable development solutions for people, nature, and resilient communities";"Local and indigenous communities across the world are advancing innovative sustainable development solutions that work for people and for nature. Few publications or case studies tell the full story of how such initiatives evolve, the breadth of their impacts, or how they change over time. Fewer still have undertaken to tell these stories with community practitioners themselves guiding the narrative. The Equator Initiative aims to fill that gap.";;"Equator Initiative";"United Nations Development Programme";"Equator Initiative";"2010-12-31";"en";"land rights;land tenure;tenure security";"Indigenous & Community Land Rights";"IDN";"Reports & Research";"https://www.equatorinitiative.org/knowledge-center/e-library/case-studies/";"https://www.equatorinitiative.org/wp-content/uploads/2017/05/case_1348161880.pdf";"https://www.equatorinitiative.org/wp-content/uploads/2017/05/Fishing-Community-of-Tomia-Komunto-650x415.png";"ARR";;;;"3017"
"equatorinitiative:3180";"Equator Initiative Case Studies. India. Samudram Women’s Federation (English)";"Local sustainable development solutions for people, nature, and resilient communities";"Local and indigenous communities across the world are advancing innovative sustainable development solutions that work for people and for nature. Few publications or case studies tell the full story of how such initiatives evolve, the breadth of their impacts, or how they change over time. Fewer still have undertaken to tell these stories with community practitioners themselves guiding the narrative. The Equator Initiative aims to fill that gap.";;"Equator Initiative";"United Nations Development Programme";"Equator Initiative";"2010-12-31";"en";"land rights;land tenure;tenure security";"Indigenous & Community Land Rights";"IND";"Reports & Research";"https://www.equatorinitiative.org/knowledge-center/e-library/case-studies/";"https://www.equatorinitiative.org/wp-content/uploads/2017/05/case_1348165017.pdf";"https://www.equatorinitiative.org/wp-content/uploads/2017/05/Samudram-Womens-Federation-650x415.png";"ARR";;;;"3180"
"equatorinitiative:2785";"Equator Initiative Case Studies. Brazil. Carnaúba Viva (Portuguese)";"Local sustainable development solutions for people, nature, and resilient communities";"Local and indigenous communities across the world are advancing innovative sustainable development solutions that work for people and for nature. Few publications or case studies tell the full story of how such initiatives evolve, the breadth of their impacts, or how they change over time. Fewer still have undertaken to tell these stories with community practitioners themselves guiding the narrative. The Equator Initiative aims to fill that gap.";;"Equator Initiative";"United Nations Development Programme";"Equator Initiative";"2010-12-31";"pt";"land rights;land tenure;tenure security";"Indigenous & Community Land Rights";"BRA";"Reports & Research";"https://www.equatorinitiative.org/knowledge-center/e-library/case-studies/";"https://www.equatorinitiative.org/wp-content/uploads/2017/05/case_1_1361385958_PT.pdf";"https://www.equatorinitiative.org/wp-content/uploads/2017/05/Carnauba-Viva-650x415.png";"ARR";;;;"2785"
"equatorinitiative:3182";"Equator Initiative Case Studies. India. Samudram Women’s Federation (Hindi)";"Local sustainable development solutions for people, nature, and resilient communities";"Local and indigenous communities across the world are advancing innovative sustainable development solutions that work for people and for nature. Few publications or case studies tell the full story of how such initiatives evolve, the breadth of their impacts, or how they change over time. Fewer still have undertaken to tell these stories with community practitioners themselves guiding the narrative. The Equator Initiative aims to fill that gap.";;"Equator Initiative";"United Nations Development Programme";"Equator Initiative";"2010-12-31";"hi";"land rights;land tenure;tenure security";"Indigenous & Community Land Rights";"IND";"Reports & Research";"https://www.equatorinitiative.org/knowledge-center/e-library/case-studies/";"https://www.equatorinitiative.org/wp-content/uploads/2017/05/case_1_1362417912.pdf";"https://www.equatorinitiative.org/wp-content/uploads/2017/05/Samudram-Womens-Federation-650x415.png";"ARR";;;;"3182"
"equatorinitiative:2738";"Equator Initiative Case Studies. Brazil. Associação Vida Verde da Amazônia (AVIVE, GrEco-enterprise Life Association of Amazonia) (Portuguese)";"Local sustainable development solutions for people, nature, and resilient communities";"Local and indigenous communities across the world are advancing innovative sustainable development solutions that work for people and for nature. Few publications or case studies tell the full story of how such initiatives evolve, the breadth of their impacts, or how they change over time. Fewer still have undertaken to tell these stories with community practitioners themselves guiding the narrative. The Equator Initiative aims to fill that gap.";;"Equator Initiative";"United Nations Development Programme";"Equator Initiative";"2002-12-31";"pt";"land rights;land tenure;tenure security";"Indigenous & Community Land Rights";"BRA";"Reports & Research";"https://www.equatorinitiative.org/knowledge-center/e-library/case-studies/";"https://www.equatorinitiative.org/wp-content/uploads/2017/05/case_1_1363899986_PT.pdf";"https://www.equatorinitiative.org/wp-content/uploads/2017/05/Green-Life-Association-of-Amazonia-AVIVE-616x415.png";"ARR";;;;"2738"
"equatorinitiative:3092";"Equator Initiative Case Studies. Namibia. N≠a Jaqna Conservancy Association) (Afrikaans)";"Local sustainable development solutions for people, nature, and resilient communities";"Local and indigenous communities across the world are advancing innovative sustainable development solutions that work for people and for nature. Few publications or case studies tell the full story of how such initiatives evolve, the breadth of their impacts, or how they change over time. Fewer still have undertaken to tell these stories with community practitioners themselves guiding the narrative. The Equator Initiative aims to fill that gap.";;"Equator Initiative";"United Nations Development Programme";"Equator Initiative";"2008-12-31";"af";"land rights;land tenure;tenure security";"Indigenous & Community Land Rights";"NAM";"Reports & Research";"https://www.equatorinitiative.org/knowledge-center/e-library/case-studies/";"https://www.equatorinitiative.org/wp-content/uploads/2017/05/case_1_1362522949.pdf";"https://www.equatorinitiative.org/wp-content/uploads/2017/06/NA-Jaqna-Conservancy-650x415.png";"ARR";;;;"3092"
"equatorinitiative:2771";"Equator Initiative Case Studies. Philippines. Camalandaan Agroforestry Farmers’ Association (CAFA) (English)";"Local sustainable development solutions for people, nature, and resilient communities";"Local and indigenous communities across the world are advancing innovative sustainable development solutions that work for people and for nature. Few publications or case studies tell the full story of how such initiatives evolve, the breadth of their impacts, or how they change over time. Fewer still have undertaken to tell these stories with community practitioners themselves guiding the narrative. The Equator Initiative aims to fill that gap.";;"Equator Initiative";"United Nations Development Programme";"Equator Initiative";"2008-12-31";"en";"land rights;land tenure;tenure security";"Indigenous & Community Land Rights";"PHL";"Reports & Research";"https://www.equatorinitiative.org/knowledge-center/e-library/case-studies/";"https://www.equatorinitiative.org/wp-content/uploads/2017/05/case_1348150827_EN.pdf";"https://www.equatorinitiative.org/wp-content/uploads/2017/05/Camalandaan-Agroforestry-Farmers-Association-619x415.png";"ARR";;;;"2771"
"equatorinitiative:2839";"Equator Initiative Case Studies. Honduras. Asociación de Mujeres Ixpiyakok (ADEMI, Ixpiyakok Women\'s Association) (Spanish)";"Local sustainable development solutions for people, nature, and resilient communities";"Local and indigenous communities across the world are advancing innovative sustainable development solutions that work for people and for nature. Few publications or case studies tell the full story of how such initiatives evolve, the breadth of their impacts, or how they change over time. Fewer still have undertaken to tell these stories with community practitioners themselves guiding the narrative. The Equator Initiative aims to fill that gap.";;"Equator Initiative";"United Nations Development Programme";"Equator Initiative";"2004-12-31";"es";"land rights;land tenure;tenure security";"Indigenous & Community Land Rights";"HND";"Reports & Research";"https://www.equatorinitiative.org/knowledge-center/e-library/case-studies/";"https://www.equatorinitiative.org/wp-content/uploads/2017/05/case_1_1361825404.pdf";"https://www.equatorinitiative.org/wp-content/uploads/2017/05/Garifuna-Emergency-Committee-of-Honduras-619x415.png";"ARR";;;;"2839"
"equatorinitiative:2647";"Equator Initiative Case Studies. Guatemala. Alimentos Nutri-Naturales (ANSA) (Spanish)";"Local sustainable development solutions for people, nature, and resilient communities";"Local and indigenous communities across the world are advancing innovative sustainable development solutions that work for people and for nature. Few publications or case studies tell the full story of how such initiatives evolve, the breadth of their impacts, or how they change over time. Fewer still have undertaken to tell these stories with community practitioners themselves guiding the narrative. The Equator Initiative aims to fill that gap.";;"Equator Initiative";"United Nations Development Programme";"Equator Initiative";"2006-12-31";"es";"land rights;land tenure;tenure security";"Indigenous & Community Land Rights";"GTM";"Reports & Research";"https://www.equatorinitiative.org/knowledge-center/e-library/case-studies/";"https://www.equatorinitiative.org/wp-content/uploads/2017/05/case_1_1363201386_SP.pdf";"https://www.equatorinitiative.org/wp-content/uploads/2017/05/Alimentos-Nutri-Naturales-650x415.png";"ARR";;;;"2647"
"equatorinitiative:2729";"Equator Initiative Case Studies. Brazil. Associação dos Pequenos Agrossilvicultores do Projeto RECA (Association of Smallholder Agroforestry Producers RECA Project) (Portuguese)";"Local sustainable development solutions for people, nature, and resilient communities";"Local and indigenous communities across the world are advancing innovative sustainable development solutions that work for people and for nature. Few publications or case studies tell the full story of how such initiatives evolve, the breadth of their impacts, or how they change over time. Fewer still have undertaken to tell these stories with community practitioners themselves guiding the narrative. The Equator Initiative aims to fill that gap.";;"Equator Initiative";"United Nations Development Programme";"Equator Initiative";"2010-12-31";"pt";"land rights;land tenure;tenure security";"Indigenous & Community Land Rights";"BRA";"Reports & Research";"https://www.equatorinitiative.org/knowledge-center/e-library/case-studies/";"https://www.equatorinitiative.org/wp-content/uploads/2017/05/case_1_1363900313_PT.pdf";"https://www.equatorinitiative.org/wp-content/uploads/2017/06/Association-of-Smallholder-Agroforestry-Producers-Reca-Project-650x415.png";"ARR";;;;"2729"
"equatorinitiative:3048";"Equator Initiative Case Studies. Fiji. Matabose E Qarava Na Veika Vakai- Qoliqoli E Viti (Fiji Locally-Managed Marine Area Network)Association) (English)";"Local sustainable development solutions for people, nature, and resilient communities";"Local and indigenous communities across the world are advancing innovative sustainable development solutions that work for people and for nature. Few publications or case studies tell the full story of how such initiatives evolve, the breadth of their impacts, or how they change over time. Fewer still have undertaken to tell these stories with community practitioners themselves guiding the narrative. The Equator Initiative aims to fill that gap.";;"Equator Initiative";"United Nations Development Programme";"Equator Initiative";"2002-12-31";"en";"land rights;land tenure;tenure security";"Indigenous & Community Land Rights";"FJI";"Reports & Research";"https://www.equatorinitiative.org/knowledge-center/e-library/case-studies/";"https://www.equatorinitiative.org/wp-content/uploads/2017/05/case_1348160544.pdf";"https://www.equatorinitiative.org/wp-content/uploads/2017/05/Fiji-Locally-Managed-Marine-Area-Network-650x415.png";"ARR";;;;"3048"
"equatorinitiative:3138";"Equator Initiative Case Studies. Colombia. Proyecto Nasa (Nasa Project) (Spanish)";"Local sustainable development solutions for people, nature, and resilient communities";"Local and indigenous communities across the world are advancing innovative sustainable development solutions that work for people and for nature. Few publications or case studies tell the full story of how such initiatives evolve, the breadth of their impacts, or how they change over time. Fewer still have undertaken to tell these stories with community practitioners themselves guiding the narrative. The Equator Initiative aims to fill that gap.";;"Equator Initiative";"United Nations Development Programme";"Equator Initiative";"2004-12-31";"es";"land rights;land tenure;tenure security";"Indigenous & Community Land Rights";"COL";"Reports & Research";"https://www.equatorinitiative.org/knowledge-center/e-library/case-studies/";"https://www.equatorinitiative.org/wp-content/uploads/2017/05/case_1_1361825791.pdf";"https://www.equatorinitiative.org/wp-content/uploads/2017/05/Nasa-Project-650x415.png";"ARR";;;;"3138"
"equatorinitiative:2645";"Equator Initiative Case Studies. Guatemala. Alimentos Nutri-Naturales (ANSA) (English)";"Local sustainable development solutions for people, nature, and resilient communities";"Local and indigenous communities across the world are advancing innovative sustainable development solutions that work for people and for nature. Few publications or case studies tell the full story of how such initiatives evolve, the breadth of their impacts, or how they change over time. Fewer still have undertaken to tell these stories with community practitioners themselves guiding the narrative. The Equator Initiative aims to fill that gap.";;"Equator Initiative";"United Nations Development Programme";"Equator Initiative";"2006-12-31";"en";"land rights;land tenure;tenure security";"Indigenous & Community Land Rights";"GTM";"Reports & Research";"https://www.equatorinitiative.org/knowledge-center/e-library/case-studies/";"https://www.equatorinitiative.org/wp-content/uploads/2017/05/case_1348067785_EN.pdf";"https://www.equatorinitiative.org/wp-content/uploads/2017/05/Alimentos-Nutri-Naturales-650x415.png";"ARR";;;;"2645"
