"ID";"Title";"Subtitle";"Abstract/Description";"Authors";"Corporate authors";"Publishers";"Data provider";"Publication date";"Languages";"Related concepts";"Themes";"Geographical focus";"Resource types";"Link to the original website";"Link to the publication";"Thumbnail";"License";"Copyright details";"Pages";"Potential List";"Internal ID"
"uasm:4994";"Преобразование земельных отношений в Республике Молдова (1989-2019 гг.).";;"Преобразование земельных отношений в 1989-2019 гг. в Республике Молдова не было случайным явлением. Настоятельная необходимость в социально-

экономических реформах явилась объективной необходимостью, вызванной

самим ходом истории развития общественных и экономических отношений.

Особенно остро отставание ощущалось в области сельского хозяйства, где

большинство стран всё с большим трудом обеспечивало своё население про-

довольствием, а промышленность сырьём на уровне современных требований.";"Buzu, Olga
Horjan, Oleg";;;"Republican Scientific Agricultural Library of the State Agrarian University of Moldova";"2020-12-31";"ro";"cadastres;farmland;land reform";"Socio-Economic & Institutional Context";"001";"Journal Articles & Books";"http://dspace.uasm.md/handle/123456789/4994";"http://dspace.uasm.md/rest/bitstreams/0f1565e5-8db9-42e4-8e9a-cf59187204c4/retrieve";;;;;;"uasm:4994"
"uasm:5296";"Particularitățile metodologice ale reglementării relaţiilor funciare agrare în Republica Moldova";;"Relațiile funciare, începând cu etapa inițială a dezvoltării statului, reprezintă un product al societății. În istoria statalității Republicii Moldova se vor găsi mai multe etape inițiale. Este important a sublinia că, indiferent de acest fapt, relațiile funciare au fost printre primele și cele mai importante în dezvoltarea societății. Prin aceasta, se constată și conținutul social al relațiilor funciare. Perioada vizată în prezentul studiu, include etapa stabilirii statalității Republicii Moldova, anii 1991-2018 – perioadă în care are loc formarea unor relații funciare evidente. Perioada anilor 1991-1995 se caracterizează printr-o modificare intensivă a relaţiilor funciare, mai ales în domeniul agricol. Cu cât ne îndepărtăm mai mult de evenimentele ce au avut loc în această perioadă, cu atât mai mult sunt necesare studii profunde referitoare la influenţa acţiunilor realizate în cadrul ei asupra prezentului şi, nu mai puţin, a viitorului. Practica prea modestă a Republicii Moldova, în ce privește nivelul de performanță a relaţiilor funciare, apreciată în ansamblu cu practica mondială, ne convinge de importanţa majoră a relaţiilor funciare în procesul creării cadastrului, de rolul conceptual al ambelor în dezvoltarea economiei ţării. Lozinca „fără cadastru nu există economie, este recunoscută în cadrul implementării şi dezvoltării politicilor economice, a societăţii în ansamblu.";"Zubco, Efim";;;"Republican Scientific Agricultural Library of the State Agrarian University of Moldova";"2020-12-31";"ro";"cadastres;land law;land markets;rural areas";"Land & Investments;Socio-Economic & Institutional Context";"001";"Reports & Research";"http://dspace.uasm.md/handle/123456789/5296";"http://dspace.uasm.md/rest/bitstreams/3429b058-e000-47e7-881d-641ccd2cac97/retrieve";;;;;;"uasm:5296"
"uasm:2731";"Rolul gospodăriilor ţărăneşti (de fermier) în economia Moldovei";;"The study proposed in this article is devoted to the analysis of business process of the enterprises based on individual principles (agricultural farms) and to the determination of their role in Moldova’s agriculture development. The international practice, for a long time, demonstrated the efficacy and priority of the agricultural farms potential based on individual principles, mostly those of family type. In its turn, for Moldova’s agriculture, the individual form of enterprises is the closest to private ownership of agricultural land. However, in terms of limited agricultural land resources of the Republic of Moldova, the average area of an individual enterprise, at the initial stage, was very small, its technical and material basis – weak and both financial and organizational support - ineffective. Despite this fact, the agricultural farms are increasingly shaping in the economic (agricultural) activity of the Republic of Moldova. This phenomenon (resistance to negative factors) served as the reason for initiating this study.";"Zubco, Efim
Botnarenco, Ion";;;"Republican Scientific Agricultural Library of the State Agrarian University of Moldova";"2012-12-31";"ro";"farmland;land reform;smallholders";"Indigenous & Community Land Rights;Land Stakeholders & Institutions;Socio-Economic & Institutional Context";"MDA";"Journal Articles & Books";"http://dspace.uasm.md/handle/123456789/2731";"http://dspace.uasm.md/rest/bitstreams/a9417b2d-4490-4dff-89ec-926d1706e161/retrieve";;;;;;"uasm:2731"
"uasm:3101";"Unele reglementări juridice a procesului de consolidare a terenurilor agricole";;"Agriculture is one of the driving forces that shaped the image of Republic of

Moldova, the nature and culture of this country over the centuries. In this specific environment, some agricultural practices, adapted to climatic, geographic and economic conditions have formed over time. In the context of Moldova’s European aspirations, the reforms in the agri-food sector of the country must comply with the European models and tendencies that will allow the sector to adjust to the requirements of the international markets, particularly in the area of food safety and security. The importance of this subject has served as an incentive for the conduction of this research";"Buzulan, M.";;;"Republican Scientific Agricultural Library of the State Agrarian University of Moldova";"2018-12-31";"ro";"environment;farmland;land consolidation;land reform";"Land, Climate Change & Environment;Socio-Economic & Institutional Context";"MDA";"Journal Articles & Books";"http://dspace.uasm.md/handle/123456789/3101";"http://dspace.uasm.md/rest/bitstreams/ca150243-1e53-4b7b-a853-04a7e75e78b5/retrieve";;;;;;"uasm:3101"
"uasm:5215";"Gestiunea sistemului de susținere a antreprenoriatului agricol în contextul consolidării terenurilor agricole în Republica Moldova";"Management of the agricultural entrepreneurship support system in the context of agricultural land consolidation in the Republic of Moldova";"În urma cercetărilor efectuate s-a evaluat corelaţia pozitivă între eficienţa tehnică a gospodăriilor ţărăneşti şi nivelul de consolidare a terenurilor agricole și s-a apreciat mărimea critică a dimensiunii gospodăriei ţărăneşti cu gradul minim al eficienţei tehnice. În calitate de obiect de cercetare a servit performanța economică a gospodăriilor ţărăneşti din Republica Moldova şi aportul consolidării terenurilor agricole în productivitatea și competitivitatea acestora. De asemenea, s-au obţinut estimaţii a gradului de comercializare a gospodăriilor de fermier în funcţie de mărimea exploataţiei şi a gradului de parcelare.



The goal of this study was the elaboration of the mechanisms of land consolidation in the context of the long-term development of the agricultural sector. Field study has been used for the collection of primary data by conducting surveys of corporate and peasant farms. A positive correlation between technical efficiency of peasant farms and the level of consolidation of agricultural land has been evaluated and the critical size of a peasant farm with the lowest degree of technical efficiency has been estimated. Also, there have been obtained estimations of the degree of commercialization of peasant farms depending on farms size and the level of fragmentation.";"Buzulan, Marcela
Litvin, Aurelia
Racul, Anatol";;;"Republican Scientific Agricultural Library of the State Agrarian University of Moldova";"2020-12-31";"ro";"agricultural land management;land consolidation";;"001";"Journal Articles & Books";"http://dspace.uasm.md/handle/123456789/5215";"http://dspace.uasm.md/rest/bitstreams/997edad6-aa56-4f5f-a745-83c530e99058/retrieve";;;;;;"uasm:5215"
"uasm:3848";"An econometric model of technical efficiency effects in a stochastic frontier production function for agricultural land consolidation in the Republic of Moldova";;"Economical efficiency reveals the quality of economical processes in

agricultural unities to produce positive financial effects with a minimum effort. In cereal

production the efficiency is influenced by a number of factors, which act together and

between them there is interdependence. We have used the stochastic frontier analysis for

calculating the economical efficiency of producing the cereal cultures in the Republic of

Moldova. Methodologically speaking, it is important to compare the traditional indicators used to evaluate the efficiency in agriculture (profitableness, unitary cost of production)

with the parameters that result from the stochastic frontier analysis. Considering the market

economy, the main objective of the economic agents is to use with a maximum of

efficiency the factors they have for raising income and profit. The suggested method of

evaluation the efficiency of cereal cultures allows appreciating how much each of the

analyzed factors influence the size of the output indicator and how much they are linked

one to each other.";"Cimpoieș, Dragoș
Racul, Anatol";;;"Republican Scientific Agricultural Library of the State Agrarian University of Moldova";"2010-12-31";"en";"farmland;land consolidation";;"MDA";"Journal Articles & Books";"http://dspace.uasm.md/handle/123456789/3848";"http://dspace.uasm.md/rest/bitstreams/2fbe6983-052d-443b-9a66-6bf5b10b1abc/retrieve";;;;;;"uasm:3848"
"uasm:3727";"Piaţa de vânzare-cumpărare ca mijloc de consolidare a terenurilor agricole";;"The article is focused on the investigation of the land consolidation through purchase and sale land market development in Moldova. First, it describes land market development and its impact on land re- parceling. Second, it analyzes legal restrictions of buying land for foreign investors and its negative impact on land consolidation and agricultural development. Third, it shows the impediment of high transaction costs on the alleviation of high level of land fragmentation and proposes several solutions for its elimination.";"Cimpoieș, Dragoș";;;"Republican Scientific Agricultural Library of the State Agrarian University of Moldova";"2010-12-31";"ro";"farmland;land markets;land transactions";"Land & Investments";"MDA";"Journal Articles & Books";"http://dspace.uasm.md/handle/123456789/3727";"http://dspace.uasm.md/rest/bitstreams/dab599fa-8e49-4c34-b55f-0c8aefa1d797/retrieve";;;;;;"uasm:3727"
"uasm:3661";"Colaborarea Republicii Moldova cu Organizaţia Naţiunilor Unite pentru Alimentaţie și Agricultură (F.A.O.)";;"In this article the author has aimed a study on F.A.O. regarding historical aspects of formation F.A.O. as a specialized agency of the UN, analysis directions of its activity, its main functions etc. The author also aims to examine specific issues related to cooperation between F.A.O. and Moldova, directions and areas of cooperation, the development of these relations, the legislation which materializes the legal relations of collaboration and the benefits they had the Republic of Moldova as a result of collaboration with F.A.O.";"Bontea, Oleg";;;"Republican Scientific Agricultural Library of the State Agrarian University of Moldova";"2016-12-31";"ro";"agriculture;climate change;land reform;rural development";"Land, Climate Change & Environment;Socio-Economic & Institutional Context";"MDA";"Journal Articles & Books";"http://dspace.uasm.md/handle/123456789/3661";"http://dspace.uasm.md/rest/bitstreams/a7ecb81c-2448-4305-b6f7-d6c0939e4180/retrieve";;;;;;"uasm:3661"
"uasm:3923";"Difficultăţile gestionării resurselor funciare in Republica Moldova";;"The article exposed the structure and land resource management issues

worldwide. Also, it explains the difficulties of effective management of land in Moldova

and the factors that generate them: high fragmentation of land, failure to comply with the

technological processing rules of the land, short-term lease etc.";"Prisăcaru, Veronica";;;"Republican Scientific Agricultural Library of the State Agrarian University of Moldova";"2010-12-31";"ro";"arable land;farmland;land management";"Land Stakeholders & Institutions";"MDA";"Journal Articles & Books";"http://dspace.uasm.md/handle/123456789/3923";"http://dspace.uasm.md/rest/bitstreams/25e56323-90bb-4bb1-96e7-36e3b9bd7395/retrieve";;;;;;"uasm:3923"
"uasm:5295";"Particularitățile metodologice ale reglementării relaţiilor funciare agrare în Republica Moldova";;"Relațiile funciare, începând cu etapa inițială a dezvoltării statului, reprezintă un product al societății. În istoria statalității Republicii Moldova se vor găsi mai multe etape inițiale. Este important a sublinia că, indiferent de acest fapt, relațiile funciare au fost printre primele și cele mai importante în dezvoltarea societății. Prin aceasta, se constată și conținutul social al relațiilor funciare. Perioada vizată în prezentul studiu, include etapa stabilirii statalității Republicii Moldova, anii 1991-2018 – perioadă în care are loc formarea unor relații funciare evidente. Perioada anilor 1991-1995 se caracterizează printr-o modificare intensivă a relaţiilor funciare, mai ales în domeniul agricol. Cu cât ne îndepărtăm mai mult de evenimentele ce au avut loc în această perioadă, cu atât mai mult sunt necesare studii profunde referitoare la influenţa acţiunilor realizate în cadrul ei asupra prezentului şi, nu mai puţin, a viitorului. Practica prea modestă a Republicii Moldova, în ce privește nivelul de performanță a relaţiilor funciare, apreciată în ansamblu cu practica mondială, ne convinge de importanţa majoră a relaţiilor funciare în procesul creării cadastrului, de rolul conceptual al ambelor în dezvoltarea economiei ţării. Lozinca „fără cadastru nu există economie, este recunoscută în cadrul implementării şi dezvoltării politicilor economice, a societăţii în ansamblu.";"Zubco, Efim";;;"Republican Scientific Agricultural Library of the State Agrarian University of Moldova";"2020-12-31";"ro";"cadastres;land law;land markets;rural areas";"Land & Investments;Socio-Economic & Institutional Context";"001";"Reports & Research";"http://dspace.uasm.md/handle/123456789/5295";"http://dspace.uasm.md/rest/bitstreams/fd841c93-8c98-4c6b-a253-b61f636a2609/retrieve";;;;;;"uasm:5295"
"uasm:4969";"The multi-factorial regression models for studying the economic efficiency of land consolidation in the Republic of Moldova";;"The purpose of this paper is to study the economic efficiency of the autumn wheat with the help of the multi-factorial regression models. Assessing the elasticity coefficient of production factors in the agrarian sector of the Republic of Moldova gives the possibility to define the criteria for optimizing the land consolidation. By means of these assessment methods we can appreciate the existence, direction and the degree of interrelatedness between the economic processes. We can also measure the degree of variation of endogenous characteristics under the influence of the exogenous characteristics in growing autumn wheat in the district of Făleşti, the Republic of Moldova.";"Cimpoieș, Dragoș
Racul, Anatol";;;"Republican Scientific Agricultural Library of the State Agrarian University of Moldova";"2011-12-31";"en";"land consolidation";;"MDA";"Journal Articles & Books";"http://dspace.uasm.md/handle/123456789/4969";"http://dspace.uasm.md/rest/bitstreams/c46b71c9-57ed-4bf9-a16a-cfc0e111915f/retrieve";;;;;;"uasm:4969"
"uasm:3157";"Reforma agrară: concept şi realităţi";;"The study ""Land reform: concept and achievements"" the authors Simion Certan and Ion Certan meditate on achieving conception of agrarian reform and social - economic development of the village in Moldova, approved on 15 February 1991 in the Parliament Decision no. 510-a-XII. According to The concept Moldovan government was suposed to make the ""land reform, management reform and economic relations agroindustrial complex, providing material, technical and scientific assistance and staffing agro-industrial complex, will help develop social-economic development of the village"". Today, after almost a quarter century, we come with a modest study on reform achievements, the successes and failures, the impact of reform on agriculture and rural development which determines the timelines of this material.";"Certan, Simion";;;"Republican Scientific Agricultural Library of the State Agrarian University of Moldova";"2015-12-31";"ro";"agrarian reform;farmland;land consolidation;land reform;private ownership;rural development";"Socio-Economic & Institutional Context";"MDA";"Journal Articles & Books";"http://dspace.uasm.md/handle/123456789/3157";"http://dspace.uasm.md/rest/bitstreams/9901bc5a-f700-4428-ba14-1a3a17fe3268/retrieve";;;;;;"uasm:3157"
"uasm:2459";"Technical remediation and improvement activities of land use based on deforestation and levelling-modeling in the Republic of Moldova";;"Land improvement activities contribute to soil protection, create conditions to boost soil fertility and encourage more rational use of water resources. The paper is focused on investigating, planning, performing and maintaining the constructions related to water use or protection against destructive actions. The soil – being the main natural source of the Republic of Moldova and forming the base of its food security, economic potential and people welfare – becomes increasingly the subject to severe degradation processes in recent years. One of the main degradation processes is land erosion. This paper provides technical remediation and improvement activities for agricultural land use in the village Parcani, Soroca district.";"Mocreac, Viorica";;;"Republican Scientific Agricultural Library of the State Agrarian University of Moldova";"2018-12-31";"en";"land improvement";"Forest Landscape Restoration";"MDA";"Journal Articles & Books";"http://dspace.uasm.md/handle/123456789/2459";"http://dspace.uasm.md/rest/bitstreams/9e990c0c-4add-4427-bce3-64a9532457a9/retrieve";;;;;;"uasm:2459"
"uasm:3430";"Particularităţile juridice privind instituţia înstrăinarii bunurilor cu destinaţie agricolă";;"Timeliness and the purpose of this article consists in the carrying out of an investigation of complex problems arising from practicing institution disposal of goods intended for agriculture, through the prism of analysis rules governing this matter, leveraging in this respect and legal framework doctrinaire approaches in this field, as well as for the formulation of solutions and proposals for improvement of legislation governing the institution disposal of goods.The main objectives of this article are: defining and creating the concept maintenance condition goods intended for agriculture in the context of the framework in which it is out of question; research aspects of as compared to legal as regards regulating the disposal of goods intended for agriculture effects of these legal acts civil.";"Tălămbuță, Angelina";;;"Republican Scientific Agricultural Library of the State Agrarian University of Moldova";"2013-12-31";"ro";"land law";;"001";"Journal Articles & Books";"http://dspace.uasm.md/handle/123456789/3430";"http://dspace.uasm.md/rest/bitstreams/49b9152d-8eda-4aa6-9e70-e9c10dc098df/retrieve";;;;;;"uasm:3430"
"uasm:4821";"Trends and possible perspectives of moldavian’s farms";;"Agriculture is an integral part of the world food system. Because of the rapid growth in world population, increasing food output will receive greater attention in future years. The dilemma involves the entire food sector, from farm supply to farming and ranching to food processing and distribution. Republic Moldova’s agriculture accounts for approximately 35% of the GDP and with food processing industry added, as much as 46%. 42% of active labor force is involved in the agriculture sector. In the given work the author studies the land resources use of farms from Republic of Moldova.";"Popa, Daniela";;;"Republican Scientific Agricultural Library of the State Agrarian University of Moldova";"2008-12-31";"en";"land management";"Land Stakeholders & Institutions";"MDA";"Journal Articles & Books";"http://dspace.uasm.md/handle/123456789/4821";"http://dspace.uasm.md/rest/bitstreams/a0bf264b-b678-40c9-b416-fa51ff24aabb/retrieve";;;;;;"uasm:4821"
"uasm:4762";"Land – price determinants using the spatial econometrics modeling in the Moldavian real estate";;"The purpose of this paper is to determine the factors which influence the land market in Republic of Moldova. The paper aims to discover the determinants for land pricing using the spatial econometrics modeling, as it is widely used when the spatial component is present. The country’s agricultural economy combined with the interest of international organizations and limited data availability directed the focus of this empirical study towards land for agricultural purposes. The factors which determine the land market (for agricultural purposes) in Republic of Moldova are mainly related to economic characteristics of land, such as field productivity, the position on the local landscape (characterized by angle and soil quality), proximity to local or national roads (due to storage and transportation reasons), and economic characteristics of owners. Also, another important role in land market price creation is the pressure of urban space to transform land for agricultural use close to cities and villages in spaces for industrial or residential purposes. This is characterized by the financial pressure from the urban centers which has become significant in land transactions.";"Cimpoieș, Dragoș
Racul, Anatol";;;"Republican Scientific Agricultural Library of the State Agrarian University of Moldova";"2012-12-31";"en";"land markets";"Land & Investments";"MDA";"Journal Articles & Books";"http://dspace.uasm.md/handle/123456789/4762";"http://dspace.uasm.md/rest/bitstreams/cfa9744e-b71a-4202-9852-1575061fc75c/retrieve";;;;;;"uasm:4762"
