ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publicaton date (YYYY/MM);Language;Related concepts;Themes;Overarching Categories;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages
OBL:57722;Refugee Protection in International Law;;"Contents:
List of annexes page viii...
Notes on contributors and editors ix...
Foreword xv...
Preface xvii...
Acknowledgments xx...
Expert roundtables and topics under the ‘second track’ of the
Global Consultations xxi...
Table of cases xxii
Table of treaties and other international instruments xlv
List of abbreviations lv...
Part 1 Introduction:
1.1 Refugee protection in international law: an overall
perspective 3...
volker turk and frances nicholson
1.2 Age and gender dimensions in international refugee law 46
alice edwards
1.3 Declaration of States Parties to the 1951 Convention and/or its
1967 Protocol Relating to the Status of Refugees 81
Part 2 Non-refoulement (Article 33 of the 1951 Convention)
2.1 The scope and content of the principle of non-refoulement:
Opinion 87
sir elihu lauterpacht qc and daniel bethlehem
2.2 Summary Conclusions: the principle of non-refoulement, expert
roundtable, Cambridge, July 2001 178
2.3 List of participants 180
v
vi Contents
Part 3 Illegal entry (Article 31)
3.1 Article 31 of the 1951 Convention Relating to the Status of Refugees:
non-penalization, detention, and protection 185
guy s . goodwin-gill
3.2 Summary Conclusions: Article 31 of the 1951 Convention, expert
roundtable, Geneva,November 2001 253
3.3 List of participants 259
Part 4 Membership of a particular social group (Article 1A(2))
4.1 Protected characteristics and social perceptions: an analysis of the
meaning of ‘membership of a particular social group’ 263
t. alexander aleinikoff
4.2 Summary Conclusions: membership of a particular social
group, expert roundtable, San Remo, September 2001 312
4.3 List of participants 314
Part 5 Gender-related persecution (Article 1A(2))
5.1 Gender-related persecution 319
rodger haines qc
5.2 Summary Conclusions: gender-related persecution, expert roundtable,
San Remo, September 2001 351
5.3 List of participants 353
Part 6 Internal protection/relocation/flight alternative
6.1 Internal protection/relocation/flight alternative as an aspect of refugee
status determination 357
james c. hathaway and michelle foster
6.2 Summary Conclusions: internal protection/relocation/flight
alternative, expert roundtable, San Remo, September 2001 418
6.3 List of participants 420
Part 7 Exclusion (Article 1F)
7.1 Current issues in the application of the exclusion clauses 425
geoff gilbert
Contents vii
7.2 Summary Conclusions: exclusion from refugee status, expert
roundtable, Lisbon, May 2001 479
7.3 List of participants 486
Part 8 Cessation (Article 1C)
8.1 Cessation of refugee protection 491
joan fitzpatrick and rafael bonoan
8.2 Summary Conclusions: cessation of refugee status, expert roundtable,
Lisbon, May 2001 545
8.3 List of participants 551
Part 9 Family unity (Final Act, 1951UN Conference)
9.1 Family unity and refugee protection 555
kate jastram and kathleen newland
9.2 Summary Conclusions: family unity, expert roundtable, Geneva,
November 2001 604
9.3 List of participants 609
Part 10 Supervisory responsibility (Article 35)
10.1 Supervising the 1951 Convention Relating to the Status of Refugees:
Article 35 and beyond 613
walter ka¨ lin
10.2 Summary Conclusions: supervisory responsibility, expert roundtable,
Cambridge, July 2001 667
10.3 List of participants 672
Index 674
Annexes
2.1 Status of ratifications of key international instruments which include a
non-refoulement component page 164
2.2 Constitutional and legislative provisions importing the principle of
non-refoulement into municipal law 171
3.1 Incorporation of Article 31 of the 1951 Convention into municipal law:
selected legislation 234
viii";"Edited by Erika Feller
Volker Türk
Frances Nicholson";;United Nations High Commissioner for Refugees;Online Burma/Myanmar Library;01-01-2003;en;displacement;Land Conflicts;Access to Land & Tenure Security;MMR;Reports & Research;http://burmalibrary.org/node/57722;http://www.unhcr.org/cgi-bin/texis/vtx/search?page=search&skip=10&query=Refugee%20Protection%20in%20International%20Law;;;;
OBL:60828;GA 2013 (68th Session): Report by the Special Rapporteur on Myanmar (English);;"Summary:
""In the present report, the Special Rapporteur describes how the reforms under
way in Myanmar continue to create the prospect of significant improvements in the
human rights situation. Important developments during the reporting period include
the continuing release of prisoners of conscience; improving respect of the right to
freedom of opinion and expression; and progress towards agreement on a national
ceasefire. The Special Rapporteur highlights, however, the dangers of glossing over
shortcomings in the area of human rights or presuming that these shortcomings will
inevitably be addressed through the momentum of current reforms. He warns that, if
these shortcomings are not addressed now, they will become increasingly entrenched
in areas such as accountability for human rights violations; the rights of ethnic and
religious minorities; the rights to peaceful assembly and association; the
representation of women in decision-making positions; land rights; and human rights
and development. Furthermore, they will eventually undermine the reform process
itself if they are not addressed in accordance with international human rights
standards. He concludes that the challenge, which has been present since the outset
of the reform process, is to achieve a transition from the military mindset that
prevails within the Government to a democratic mindset that upholds human rights.";Tomás Ojea Quintana;;United Nations;Online Burma/Myanmar Library;23-09-2013;en;land rights;Land Stakeholders & Institutions;Access to Land & Tenure Security;MMR;Reports & Research;http://burmalibrary.org/node/60828;http://burmalibrary.org/docs16/2013-UNGA-SRM_report-en.pdf;;;;
OBL:60825;Upland Land Tenure Security in Myanmar, an Overview (English);;"This report provides an overview of issues related to upland smallholder land tenure. The immediate
objective of the report is to promote a shared understanding of land tenure issues by national-level
stakeholders, with a longer term objective of improving the land tenure, livelihood and food security of
upland farm families. The report is intended for government and non-government agencies, policy
makers and those impacted by policy. The report covers four main areas: status of and trends in upland
tenure security; institutions that regulate upland tenure security; mechanisms available to ensure access
to land; and points for further consideration which could lead to increased effectiveness and equity.
Trends in the uplands include increased population growth, resettlement and concentration of
populations, fragmentation and degradation of agricultural lands, and increased loss of land to
smallholder farmers or landlessness. Declining access to land for smallholder farmers results in the
depletion of common forest resources, increased unemployment, outmigration for labor, and ultimately
food insecurity for the people who live in these areas...";;;Food Security Working Group;Online Burma/Myanmar Library;31-01-2011;en;"land policies;property rights;land use planning;land governance;security of tenure (land);land grabbing;land rights;land law;land tenure;land tenure systems";;"Land Policy & Legislation;Land Use, Management & Investment;Access to Land & Tenure Security";MMR;Policy Papers & Briefs;http://burmalibrary.org/node/60825;http://burmalibrary.org/docs16/FSWG-Upland_Land_Tenure_Security-2011-02-ocr-en-red.pdf;;;;
OBL:100703;Considerations for Natural Resource Revenue Sharing in Myanmar: Executive Summary;;"Oil, gas and mineral revenues are generated in nearly every state and region in Myanmar, with the most important interests lying in Bago, Kachin, Magway, Mandalay, Sagaing, Shan and Tanintharyi. In these and other regions, petroleum and mining activities have had significant impacts on livelihoods in affected communities, and on the local environment. There is also a perceived lack of benefits from extraction accruing to local populations. Therefore, several parliamentarians and ethnic armed groups have raised natural resource revenue sharing between national and subnational authorities as a key component in national reform, fiscal decentralization, and peace processes.
Depending on how any prospective system is designed, resource revenue-sharing can help address three separate issues: improving development outcomes and the quality of public investment; attracting high quality investors to the sector; and securing a lasting peace...";"Andrew Bauer
Lorenzo Delesgues";;Natural Resource Governance Institute;Online Burma/Myanmar Library;30-06-2015;en;"natural resources management;land use";;Land Use, Management & Investment;MMR;Reports & Research;http://burmalibrary.org/node/100703;http://burmalibrary.org/docs21/Natural%20Resource%20Revenue%20Sharing-red.pdf;;;;
OBL:60823;Land Tenure: A foundation for food security in Myanmar’s uplands (English);;Access to land for smallholder farmers is a critical foundation for food security in Myanmar's uplands. Land tenure guarantees seem to be eroding and access to land becoming more difficult in some upland areas. If this trend continues it may have negative impacts for food security and undermine environmental and economic sustainability. This briefing paper explores the relationship between land tenure and food security, as well as key institutional and other factors that influence land access and tenure for smallholder farmers in the uplands today.;;;Food Security Working Group;Online Burma/Myanmar Library;30-11-2010;en;"land policies;property rights;land use planning;land governance;security of tenure (land);land grabbing;land rights;land law;land tenure systems";;"Land Policy & Legislation;Land Use, Management & Investment;Access to Land & Tenure Security";MMR;Policy Papers & Briefs;http://burmalibrary.org/node/60823;http://burmalibrary.org/docs16/FSWG-Uplands-Land_tenure-2010-12-en-tpo.pdf;;;;
OBL:60822;Land Tenure: A foundation for food security in Myanmar’s uplands (Burmese/ ?????????? );;Access to land for smallholder farmers is a critical foundation for food security in Myanmar's uplands. Land tenure guarantees seem to be eroding and access to land becoming more difficult in some upland areas. If this trend continues it may have negative impacts for food security and undermine environmental and economic sustainability. This briefing paper explores the relationship between land tenure and food security, as well as key institutional and other factors that influence land access and tenure for smallholder farmers in the uplands today...;;;Food Security Working Group;Online Burma/Myanmar Library;30-11-2010;my;"land policies;property rights;land use planning;land governance;security of tenure (land);land grabbing;land rights;land law;land tenure systems";;"Land Policy & Legislation;Land Use, Management & Investment;Access to Land & Tenure Security";MMR;Policy Papers & Briefs;http://burmalibrary.org/node/60822;http://burmalibrary.org/docs16/FSWG-Uplands-Land_tenure-briefing-2010-12-bu-image.pdf;;;;
OBL:99845;The Pending EU-Myanmar Investment Protection Agreement: Risks & Opportunities;;"Conclusions: ""Widespread land conflicts and pending land governance reform, also in relation to the larger
ongoing peace process, form the key reason for opposition to the pending EU-Myanmar IPA.
As previously explained, land rights are not well established and populations living or working
on land acquired for large-scale investment projects have protested over forced evictions, loss
of livelihoods, inadequate consultation and compensation. Land governance reform is
expected and wanted, as well as larger governance reform in the context of the peace process,
although the breadth and depth of these remain unknown.
In addition to the need for protection of land-related human rights, and the need for policy
space, Myanmar at present has limited institutional capacity to implement stringent
commitments, due to which it may fail to effectively enforce IPA measures. There is limited
intra-government information sharing and coordination, which could unintentionally expose
the country to expensive litigation risks. Combined with the umbrella clause included in the
agreement, this may increase the vulnerability of host states to litigation under investment
treaties.
Ultimately, a lot of the discussion around investment protection comes down to a political
discussion about development trajectories. Like one respondent also noted, “This IPA will be
fine for Myanmar as long as it wants to continue what starts to look more and more as a
neoliberal development policy. If they stay within the neoliberal paradigm, there will not be
problems. But if one day they want to adopt massive land reform, they will run into
trouble.”164 This also explains the position of some of the private stakeholders consulted, who
emphasize Myanmar simply needs more investment if it wants to reduce poverty, and that
this larger picture may sometimes have to overrule smaller issues. In short, different people
have different visions for Myanmar’s future.
However, given the NLD Economic Policy vision of the government is supposedly “peoplecentred,
and aims to achieve inclusive and continuous development, and that it aims to
establish an economic framework that supports national reconciliation, based on the just
balancing of sustainable natural resource mobilization and allocation across the States and
Region”165, there may indeed be issues with specific IPA provisions in the future, for which
intensified lobby at this stage is warranted...";;;ACT-Alliance;Online Burma/Myanmar Library;19-04-2017;en;"land policies;land administration;land governance;land law";;Land Policy & Legislation;MMR;Reports & Research;http://burmalibrary.org/node/99845;http://burmalibrary.org/docs23/2017-04-19-EU-Myanmar-IPA-Risks-and-Opportunities-en-red.pdf;;;;
OBL:101019;Land key to IDPs’ livelihoods;;"This article explores some of the realities of supporting income generation for displaced people in conflict settings, drawing on experiences in Kachin, northern Myanmar, suggesting development and humanitarian actors need to better acknowledge limitations and rethink our approaches.

Since the 2011 resumption of war between the Kachin Independence Army and the Myanmar Armed Forces (Tatamadaw), over 100,000 people continue to be displaced, predominantly from rural, agricultural settings, into urban-based camps with little to no access to land. Ongoing fighting and insecurity means returns home are largely impossible. Escalating armed conflict since mid 2016 and continuing today has displaced or re-displaced over 6,000 people in Kachin, stretching declining humanitarian resources further as needs increase.

Speak with any displaced person and lack of income is one of their primary concerns. But options are limited, and vulnerable to outside shocks. In the shift from farming to urban settings, making an income is difficult, exacerbated by internally displaced persons’ (IDPs) arrival creating labour market saturation. This can also create tension between host communities and IDPs, especially through labour market competition and contestation over resources, often as basic as firewood. The importance of income is about both the material benefit and improving social cohesion...";Dustin Barter;;New Mandala;Online Burma/Myanmar Library;01-08-2017;en;"land policies;land governance;indigenous peoples;land administration;displacement;land law;local community";"Land Conflicts;Land Stakeholders & Institutions;Indigenous & Community Land Rights";"Land Policy & Legislation;Access to Land & Tenure Security";MMR;Reports & Research;http://burmalibrary.org/node/101019;http://www.newmandala.org/land-key-idps-livelihoods/;;;;
OBL:44988;Case study on Land Degradation of Dry Zone of Myanmar;;"According to the current land utilization, about 11 million hectares or 16% of the total land area is under cultivation. Since a total of about 18 million hectares is estimated as suitable for agricultural purposes, some 7 million hectares of new land can be brought under crop cultivation and livestock farming. In bringing new land under agricultural use, it is important that the use of scientific techniques of land evaluation and land use planning be made mandatory to ensure the suitability and optimum use of land. In agricultural planning, land evaluation sets up a link between the basic survey of resources and the making of decisions on land use. As part of land use planning, the Land Resources Information System is vital to ensure that environmentally valuable lands are not encroached upon and that adverse environmental impacts can be avoided.

To ensure conservation of the resource base, the effective programmes should be designed to address the following constraints in agriculture;

 * Low productivity due to agro climatic conditions;
 * Low productivity due to water shortage;
 * Low productivity due to soil degradation, irrigation induced water logging and salinity in dry zone...

A number of agricultural research stations and centres are presently carried out research on plant varieties, crop patterns, irrigation techniques, water storage techniques and soil analysis. The programmes and activities of those centres should be reviewed to ascertain their effectiveness and to assist in the formulation of new programmes that can address key productivity constraints...

CONTENTS:
1. Topography;
2. Climate;
3. Land Utilization;
4. Soils in Dry Zone;
5. Land cover;
6. Generation of Slope Maps, Erosion Susceptibility Maps;
7. Regenaration Mapping;
8. Land Degradation, Environmental Conditions And Socio-Economic Impacts;
9. Conclusions.";;;Food and Agriculture Organization of the United Nations (FAO);Online Burma/Myanmar Library;15-12-2003;en;farmland;;Land Use, Management & Investment;MMR;Reports & Research;http://burmalibrary.org/node/44988;http://www.apipnm.org/swlwpnr/reports/y_ta/z_mm/mmtx611.htm;;;;
OBL:57188;Footnote to Burmese Economic History: The Rise and Decline of the Arakan Oil Fields;;After the annexation of Upper Burma in 1886, the modern Burmese oil industry expanded at Yenangyaung, the long-standing center of hand-dug wells worked by twinza. An earlier attempt to establish a commercial industry in Arakan in the late 1870s was thereby eclipsed. On the islands off the Arakan coast -- Ramree, Cheduba, and the Boronga Islands -- British explorers had drawn attention to oil pools and seepage. In 1878, the first modern oil well in Burma was drilled on Eastern Boronga Island. However, the eager oil speculators had not done their homework, and the Arakan oil industry declined because the oil-fields were poor producers and thus not economically viable for mass production. The Arakan experience nonetheless influenced the early commercial exploitation of the Yenangyaung fields.;Marilyn Longmuir;;Journal of Burma Studies;Online Burma/Myanmar Library;30-11-1997;my;extractive industries;;;MMR;Reports & Research;http://burmalibrary.org/node/57188;http://burma.niu.edu/burma/webpgs/abstractsVol3.html%20(Vol.%203);;;;
